"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"card_requirement_event_wela_dealt_damage_sporefield";"Regeneriere insgesamt <span class=""questcount"">%d</span> Lebenspunkte mit <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> von der <span class=""cardname"">§card_name_spore</span>.";"Regenerate <span class=""questcount"">%d</span> health using <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> of <span class=""cardname"">§card_name_spore</span>.";"Régénérez <span class=""questcount"">%d</span> santé en utilisant <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> de <span class=""cardname"">§card_name_spore</span>.";"";"Восстановите <span class=""questcount"">%d</span> здоровье, используя <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> от <span class=""cardname"">§card_name_spore</span>.";"Regenera <span class=""questcount"">%d</span> de vida usando <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> de <span class=""cardname"">§card_name_spore</span>.";"Rigenera <span class=""questcount"">%d</span> salute usando <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> di <span class=""cardname"">§card_name_spore</span>.";"";"";"";"Zregeneruj <span class=""questcount"">%d</span> punktów zdrowia używając efektu <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> jednostki <span class=""cardname"">§card_name_spore</span>.";"Paranna <span class=""questcount"">%d</span> terveyttä käyttäen <span class=""cardname"">itiön</span> <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> -kykyä.";"Regenere <span class=""questcount"">%d</span> de vida utilizando <span class=""abilityname"">Campo de Esporos</span> de <span class=""cardname"">Esporo</span>.";"<span class=""cardname"">§card_name_spore</span> birliğinin <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> yeteneği sayesinde <span class=""questcount"">%d</span> can yenile.";"";"Obnov <span class=""questcount"">%d</span> životů použitím <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> od <span class=""cardname"">§card_name_spore</span>.";"Ανάκτησε <span class=""questcount"">%d</span> υγεία χρησιμοποιώντας την ικανότητα <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> του <span class=""cardname"">Σπόρου</span>.";"";"";"";"";"Відновіть <span class=""questcount"">%d</span> здоров'я, використовуючи <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> від <span class=""cardname"">§card_name_spore</span>.";"";"";"使用 <span class=""cardname"">§card_name_spore</span> 的 <span class=""abilityname"">§unitability_name_DeathRattleSporeField</span> 技能再生 <span class=""questcount"">%d</span> 點生命值。";"";"<span class=""abilityname"">§unitability_name_DeathRattleSporeField</span>의 <span class=""cardname"">§card_name_spore</span>(으)로 <span class=""questcount"">%d</span>만큼의 체력을 재생.";"";""
"card_requirement_event_wela_deaths_";"Verliere <span class=""questcount"">%d</span> Einheiten mit <span class=""abilityname"">%s</span>.";"Lose <span class=""questcount"">%d</span> units with <span class=""abilityname"">%s</span>.";"Perdez <span class=""questcount"">%d</span> unités avec <span class=""abilityname"">%s</span>.";"";"Потеряйте <span class=""questcount"">%d</span> юниты с <span class=""abilityname"">%s</span>.";"Pierde <span class=""questcount"">%d</span> unidades con <span class=""abilityname"">%s</span>.";"Perdi <span class=""questcount"">%d</span> unità a causa di <span class=""abilityname"">%s</span>.";"";"";"";"Strać <span class=""questcount"">%d</span> jednostek z efektem <span class=""abilityname"">%s</span>.";"Menetä <span class=""questcount"">%d</span> yksikköä kyvylle <span class=""abilityname"">%s</span>.";"Perda <span class=""questcount"">%d</span> unidades com <span class=""abilityname"">%s</span>.";"<span class=""abilityname"">%s</span> yeteneği ile <span class=""questcount"">%d</span> birlik kaybet.";"";"Přijdi o <span class=""questcount"">%d</span> jednotek s <span class=""abilityname"">%s</span>.";"Χάσε <span class=""questcount"">%d</span> μονάδες με την ικανότητα <span class=""abilityname"">%s</span>.";"";"";"";"";"Втратьте <span class=""questcount"">%d</span> юнітів з <span class=""abilityname"">%s</span>.";"";"";"被 <span class=""abilityname"">%s</span> 技能殺死 <span class=""questcount"">%d</span> 個單位。";"";"<span class=""abilityname"">%s</span>(으)로 유닛 <span class=""questcount"">%d</span>명 잃기.";"";""
"card_requirement_event_wela_deaths_saplingfarmtimeout";"Verliere <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span>, weil ihre begrenzte Lebenszeit abgelaufen ist.";"Lose <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> due to their limited lifetime.";"Perdez <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> à cause de leur durée de vie limitée.";"";"Потеряйте <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> из-за их ограниченного срока жизни.";"Pierde <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> debido a su vida limitada.";"Perdi <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> a causa della loro salute limitata.";"";"";"";"Strać <span class=""questcount"">%d</span> jednostek <span class=""cardname"">§card_name_saplingfarm</span> poprzez ich limitowany czas życia.";"Menetä <span class=""questcount"">%d</span> <span class=""cardname"">taimipusikkoa</span> niiden rajoitetun elinajan seurauksena.";"Perda <span class=""questcount"">%d</span> <span class=""cardname"">Arbusto de Plantídeos</span> por tempo de vida.";"Sınırlı yaşam süresinden dolayı <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> birliği kaybet.";"";"Přijdi o <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> z důvodu jejich omezené životnosti.";"Χάσε <span class=""questcount"">%d</span> <span class=""cardname"">Θάμνους Δενδρυλλίων</span> λόγω της περιορισμένης διάρκειας ζωής τους.";"";"";"";"";"Втратьте <span class=""questcount"">%d</span> <span class=""cardname"">§card_name_saplingfarm</span> через їх обмеженого терміну життя.";"";"";"讓 <span class=""cardname"">§card_name_saplingfarm</span> 因生命倒數死掉 <span class=""questcount"">%d</span> 個單位。";"";"<span class=""cardname"">§card_name_saplingfarm</span>을 지속 시간이 지나서 <span class=""questcount"">%d</span>마리 잃기.";"";""
"card_requirement_event_wela_duration_gatlingdronelink";"Halte insgesamt <span class=""questcount"">%d</span> Sekunden den Angriff von <span class=""cardname"">§card_name_gatlingdrone_plural</span> aufrecht.";"Let your <span class=""cardname"">§card_name_gatlingdrone_plural</span> attack for <span class=""questcount"">%d</span> seconds.";"Laissez vos <span class=""cardname"">§card_name_gatlingdrone_plural</span> attaquer pendant <span class=""questcount"">%d</span> secondes.";"";"Пусть ваши <span class=""cardname"">§card_name_gatlingdrone_plural</span> атакуют <span class=""questcount"">%d</span> секунд.";"Deja que tus <span class=""cardname"">§card_name_gatlingdrone_plural</span> ataquen por <span class=""questcount"">%d</span> segundos";"Fai in modo che il tuo <span class=""cardname"">§card_name_gatlingdrone_plural</span> attacchi per <span class=""questcount"">%d</span> secondi.";"";"";"";"Pozwól swoim jednostkom <span class=""cardname"">§card_name_gatlingdrone_plural</span> atakować przez <span class=""questcount"">%d</span> sekund.";"Anna <span class=""cardname"">gatlingdronejen</span> taistella <span class=""questcount"">%d</span> sekuntia.";"Deixe suas <span class=""cardname"">Torretas de Metralhadoras</span> atacar por <span class=""questcount"">%d</span> segundos.";"<span class=""cardname"">§card_name_gatlingdrone_plural</span> birliğin <span class=""questcount"">%d</span> saniye boyunca saldırı yapsın.";"";"Nechej <span class=""cardname"">§card_name_gatlingdrone_plural</span> střílet po dobu <span class=""questcount"">%d</span> vteřin.";"Άσε τους <span class=""cardname"">Πυροβόλους Δρόνους</span> σου να επιτεθούν για <span class=""questcount"">%d</span> δευτερόλεπτα.";"";"";"";"";"Нехай ваші <span class=""cardname"">§card_name_gatlingdrone_plural</span> атакують <span class=""questcount"">%d</span> секунд.";"";"";"讓你的 <span class=""cardname"">§card_name_gatlingdrone_plural</span> 單位攻擊 <span class=""questcount"">%d</span> 秒。";"";"<span class=""cardname"">§card_name_gatlingdrone_plural</span>으로 <span class=""questcount"">%d</span>초 동안 공격.";"";""
"card_requirement_event_wela_gain_damage_";"Lass deine Einheiten <span class=""questcount"">%d</span> Schaden erhalten während sie <span class=""abilityname"">%s</span> haben.";"Let your units take <span class=""questcount"">%d</span> damage while having <span class=""abilityname"">%s</span>.";"Laissez vos unités subir <span class=""questcount"">%d</span> de dégâts tout en ayant <span class=""abilityname"">%s</span>.";"";"Пусть ваши юниты возьмут <span class=""questcount"">%d</span> урона, имея <span class=""abilityname"">%s</span>.";"Deja que tus unidades reciban <span class=""questcount"">%d</span> de daño cuando tienen <span class=""abilityname"">%s</span>.";"Fai in modo che le tue unità subiscano <span class=""questcount"">%d</span> danni mentre hanno <span class=""abilityname"">%s</span>.";"";"";"";"Pozwól swoim jednostkom otrzymać <span class=""questcount"">%d</span> obrażeń pod efektem karty <span class=""abilityname"">%s</span>.";"Anna yksiköidesi ottaa <span class=""questcount"">%d</span> vahinkoa, kun niillä on <span class=""abilityname"">%s</span>.";"Deixe suas unidades levarem <span class=""questcount"">%d</span> de dano enquanto estão <span class=""abilityname"">%s</span>.";"Birimlerin <span class=""abilityname"">%s</span> etkisine sahipken <span class=""questcount"">%d</span> hasar alsın.";"";"Nechej jednotky utržit <span class=""questcount"">%d</span> poškození pod efektem <span class=""abilityname"">%s</span>.";"Άσε τις μονάδες σου να λάβουν ζημιά <span class=""questcount"">%d</span> έχοντας την ικανότητα <span class=""abilityname"">%s</span>.";"";"";"";"";"Нехай ваші юніти отримають <span class=""questcount"">%d</span> шкоди, маючи <span class=""abilityname"">%s</span>.";"";"";"讓你的單位在 <span class=""abilityname"">%s</span> 技能影響下受到 <span class=""questcount"">%d</span> 點傷害。";"";"<span class=""abilityname"">%s</span>을(를) 사용 중에 유닛으로 <span class=""questcount"">%d</span>의 피해 받기.";"";""
"card_requirement_event_wela_gain_damage_enchanted";"Lass deine Einheiten <span class=""questcount"">%d</span> Schaden erhalten während sie <span class=""enchantment"">verzaubert</span> sind.";"Let your units take <span class=""questcount"">%d</span> damage while being <span class=""enchantment"">enchanted</span>.";"Laissez vos unités subir <span class=""questcount"">%d</span> de dégâts pendant qu'elles sont <span class=""enchantment"">enchantées</span>.";"";"Пусть ваши юниты возьмут <span class=""questcount"">%d</span> урона, будучи <span class=""enchantment"">околдованными</span>.";"Deja que tus unidades reciban <span class=""questcount"">%d</span> de daño al estar <span class=""enchantment"">encantadas</span>.";"Fai in modo che le tue unità subiscano <span class=""questcount"">%d</span> danni mentre sono <span class=""enchantment"">incantate</span>.";"";"";"";"Pozwól swoim jednostkom otrzymać <span class=""questcount"">%d</span> obrażeń pod wpływem <span class=""enchantment"">zaczarowania.</span>.";"Anna yksiköidesi ottaa <span class=""questcount"">%d</span> vahinkoa, kun ne on <span class=""enchantment"">voimistettu</span>.";"Permita que suas unidades leve <span class=""questcount"">%d</span> de dano enquanto <span class=""enchantment"">encantadas</span>.";"Birimlerin <span class=""enchantment"">geliştirilmiş</span> durumdayken <span class=""questcount"">%d</span> hasar alsın.";"";"Nechej jednotky utržit <span class=""questcount"">%d</span> poškození pod efektem <span class=""enchantment"">vylepšení</span>.";"Άσε τις μονάδες σου να λάβουν ζημιά <span class=""questcount"">%d</span>, όσο είναι <span class=""enchantment"">μαγεμένες</span>.";"";"";"";"";"Нехай ваші юніти отримають <span class=""questcount"">%d</span> шкоди, будучи <span class=""enchantment"">зачарованими</span>.";"";"";"讓你的單位在受到 <span class=""enchantment"">增強</span> 的影響下受到 <span class=""questcount"">%d</span> 點傷害。";"";"<span class=""enchantment"">마법 부여</span>된 상태의 유닛으로 <span class=""questcount"">%d</span>의 피해 받기.";"";""
"card_requirement_event_wela_gain_damage_flatheal";"Heile insgesamt <span class=""questcount"">%d</span> Leben mit <span class=""highlight"">Direkt</span> heilungen.";"Heal <span class=""questcount"">%d</span> health with <span class=""highlight"">direct</span> heals.";"Soignez <span class=""questcount"">%d</span> santé avec des soins <span class=""highlight"">directs</span>.";"";"Восстановите <span class=""questcount"">%d</span> здоровье с помощью <span class=""highlight"">прямого</span> излечения.";"Cura <span class=""questcount"">%d</span> de vida con curas <span class=""highlight"">drectas</span>.";"Cura <span class=""questcount"">%d</span> salute con cure <span class=""highlight"">dirette</span>.";"";"";"";"Ulecz <span class=""questcount"">%d</span> jednostek życia poprzez <span class=""highlight"">bezpośrednie</span> leczenie.";"Paranna <span class=""questcount"">%d</span> terveyttä käyttämällä <span class=""highlight"">suoria</span> parannuksia.";"Cure <span class=""questcount"">%d</span> de vida com curas <span class=""highlight"">diretas</span>.";"<span class=""highlight"">doğrudan</span> iyileştirmeler ile <span class=""questcount"">%d</span> can değerini iyileştir.";"";"Uzdrav <span class=""questcount"">%d</span> životů s <span class=""highlight"">přímým</span> uzdravováním.";"Θεράπευσε <span class=""questcount"">%d</span> της υγείας με <span class=""highlight"">άμεσες</span> θεραπείες.";"";"";"";"";"Відновіть <span class=""questcount"">%d</span> здоров'я за допомогою <span class=""highlight"">прямого</span> лікування.";"";"";"使用 <span class=""highlight"">直接</span> 治療恢復 <span class=""questcount"">%d</span> 點生命值。";"";"<span class=""highlight"">고정</span> 회복으로 <span class=""questcount"">%d</span>의 체력 회복.";"";""
"card_requirement_event_wela_gain_damage_hot";"Heile insgesamt <span class=""questcount"">%d</span> Leben mit <span class=""highlight"">Regenerations</span> effekten.";"Heal <span class=""questcount"">%d</span> health with <span class=""highlight"">regeneration</span> effects.";"Soignez <span class=""questcount"">%d</span> santé avec des effets de <span class=""highlight"">régénération</span>.";"";"Восстановите <span class=""questcount"">%d</span> здоровье с помощью <span class=""highlight"">восстанавливающих</span> эффектов.";"Cura <span class=""questcount"">%d</span> de vida con efectos de <span class=""highlight"">regeneración</span>.";"Cura <span class=""questcount"">%d</span> salute con effetti di <span class=""highlight"">rigenerazione</span>.";"";"";"";"Ulecz <span class=""questcount"">%d</span> punktów życia poprzez <span class=""highlight"">regenerację</span>.";"Paranna <span class=""questcount"">%d</span> terveyttä käyttämällä <span class=""highlight"">parantavia</span> vaikutuksia.";"Cure <span class=""questcount"">%d</span> de vida com efeito de <span class=""highlight"">regeneração</span>.";"<span class=""highlight"">Can yenileme</span> etkisi ile <span class=""questcount"">%d</span> can yenile.";"";"Uzdrav <span class=""questcount"">%d</span> životů s efektem <span class=""highlight"">regenerace</span>.";"Θεράπευσε <span class=""questcount"">%d</span> της υγείας με <span class=""highlight"">αναζωογονητικές</span> δράσεις.";"";"";"";"";"Відновіть <span class=""questcount"">%d</span> здоров'я за допомогою <span class=""highlight"">відновлювальних</span> ефектів.";"";"";"使用 <span class=""highlight"">再生</span> 效果回復 <span class=""questcount"">%d</span> 點生命值。";"";"<span class=""highlight"">재생</span> 효과로 <span class=""questcount"">%d</span>의 체력 회복.";"";""
"card_requirement_event_wela_gain_damage_overheal";"<span class=""overheal"">Überheile</span> insgesamt <span class=""questcount"">%d</span> Lebenspunkte.";"<span class=""overheal"">Overheal</span> <span class=""questcount"">%d</span> HP.";"<span class=""overheal"">Sursoigner</span> <span class=""questcount"">%d</span> points de vie.";"";"<span class=""overheal"">Совершите излишнее излечение на</span> <span class=""questcount"">%d</span> очков здоровья.";"<span class=""overheal"">Sobrecuración</span> <span class=""questcount"">%d</span> HP.";"<span class=""overheal"">Sovracura</span> <span class=""questcount"">%d</span> HP.";"";"";"";"<span class=""overheal"">Nadlecz</span> <span class=""questcount"">%d</span> punktów życia.";"<span class=""overheal"">Yliparannaa</span> <span class=""questcount"">%d</span> terveyttä.";"<span class=""overheal"">Sobre-cure</span> <span class=""questcount"">%d</span> de PV.";"<span class=""overheal"">Fazla İyileştirme</span> yi tetikleyerek <span class=""questcount"">%d</span> can yenile.";"";"<span class=""overheal"">Overheal</span> <span class=""questcount"">%d</span> HP.";"<span class=""overheal"">Υπερθεράπευσε</span> <span class=""questcount"">%d</span> πόντους υγείας.";"";"";"";"";"<span class=""overheal"">Здійсніть зайве лікування на</span> <span class=""questcount"">%d</span> очок здоров'я.";"";"";"<span class=""overheal"">過度治癒</span> 累積 <span class=""questcount"">%d</span> 點生命值。";"";"<span class=""questcount"">%d</span>의 체력을 <span class=""overheal"">과다 치유</span>로 회복.";"";""
"card_requirement_event_wela_gain_damage_permafrost";"Lass deine Einheiten die von <span class=""cardname"">§card_name_permafrost</span> betroffen sind insgesamt <span class=""questcount"">%d</span> Schaden erhalten.";"Let your units affected by <span class=""cardname"">§card_name_permafrost</span> take <span class=""questcount"">%d</span> damage.";"Laissez vos unités touchées par <span class=""cardname"">§card_name_permafrost</span> subir <span class=""questcount"">%d</span> de dégâts.";"";"Пусть ваши юниты, находящиеся под влиянием <span class=""cardname"">§card_name_permafrost</span> возьмут <span class=""questcount"">%d</span> урона.";"Deja que tus unidades afectadas por <span class=""cardname"">§card_name_permafrost</span> reciban <span class=""questcount"">%d</span> de daño.";"Fai in modo che le tue unità affette da <span class=""cardname"">§card_name_permafrost</span> subiscano <span class=""questcount"">%d</span> danni.";"";"";"";"Pozwól swoim jednostkom objętym efektem <span class=""cardname"">§card_name_permafrost</span> otrzymać <span class=""questcount"">%d</span> obrażeń.";"Anna yksiköidesi, joihin vaikuttaa <span class=""cardname"">syväjäädytys</span>, ottaa <span class=""questcount"">%d</span> vahinkoa.";"Deixe suas unidades serem afetas por <span class=""cardname"">Congelamento Intenso</span> levando <span class=""questcount"">%d</span> de dano.";"<span class=""cardname"">§card_name_permafrost</span> ile etkilenen birimlerinin <span class=""questcount"">%d</span> hasar almasını sağla.";"";"Nech jednotky pod efektem <span class=""cardname"">§card_name_permafrost</span> utržit <span class=""questcount"">%d</span> poškození.";"Άσε τις μονάδες σου που επηρεάστηκαν από το <span class=""cardname"">§card_name_permafrost</span> να λάβουν ζημιά <span class=""questcount"">%d</span>.";"";"";"";"";"Нехай ваші юніти, що знаходяться під впливом <span class=""cardname"">§card_name_permafrost</span> візьмуть <span class=""questcount"">%d</span> шкоди.";"";"";"讓你的單位在受到 <span class=""cardname"">§card_name_permafrost</span> 狀態下受到 <span class=""questcount"">%d</span> 點傷害。";"";"<span class=""cardname"">§card_name_permafrost</span>된 유닛으로 <span class=""questcount"">%d</span>의 피해 받기.";"";""
"card_requirement_event_wela_gain_damage_rootbybasebuilding";"Lass feindliche Einheiten <span class=""questcount"">%d</span> Schaden von verbündeten Basisgebäuden erhalten, während sie verwurzelt sind.";"Let enemy units take <span class=""questcount"">%d</span> damage from allied base buildings while they are rooted.";"Laissez des unités ennemies subir <span class=""questcount"">%d</span> de dégâts provenant de vos bâtiments de base alors qu'elles sont enracinées.";"";"Пусть вражеские единицы получат <span class=""questcount"">%d</span> урона от базовых строений, будучи пригвожденными.";"Permite que las unidades enemigas reciban <span class=""questcount"">%d</span> de daño de los edificios base aliados mientras están arraigados.";"Fai in modo che le unità nemiche subiscano <span class=""questcount"">%d</span> danni dalle strutture alleate mentre sono intrappolati.";"";"";"";"Pozwól wrogim jednostkom otrzymać <span class=""questcount"">%d</span> obrażeń od podstawowych budynków wroga, kiedy są ukorzenione.";"Anna vihollisyksiköiden ottaa <span class=""questcount"">%d</span> vahinkoa vihollisten rakennuksista, kun ne on juurrutettuina.";"Deixe unidades inimigas levarem <span class=""questcount"">%d</span> dano de estruturas inimigas enquanto elas estão enraizadas.";"Düşmanlar kökleşmiş durumdayken kulelerden <span class=""questcount"">%d</span> hasar alsın.";"";"Nechej soupeřovy jednotky obdržet <span class=""questcount"">%d</span> poškození od zpřátelených budov když jsou zakořeněni.";"Άσε τις εχθρικές μονάδες να λάβουν ζημιά <span class=""questcount"">%d</span> από συμμαχικά βασικά κτίρια όσο είναι ριζωμένες.";"";"";"";"";"Нехай ворожі одиниці отримають<span class=""questcount"">%d</span> шкоди від базових будівель, будучи прикутими.";"";"";"讓敵方單位在受到扎根效果下由你的基地建築物受到 <span class=""questcount"">%d</span> 點的傷害。";"";"아군 기본 건물로 속박된 적 유닛에게 <span class=""questcount"">%d</span>의 피해 가하기.";"";""
"card_requirement_event_wela_gain_damage_saplingbybasebuilding";"Lass deine <span class=""sapling"">§card_name_sapling_plural</span> ingesamt <span class=""questcount"">%d</span> Schaden von Basisgebäuden erhalten.";"Let your <span class=""sapling"">§card_name_sapling_plural</span> take <span class=""questcount"">%d</span> damage from enemy base buildings.";"Laissez vos <span class=""sapling"">§card_name_sapling_plural</span> subir <span class=""questcount"">%d</span> de dégâts provenant de bâtiments de la base ennemie.";"";"Пусть ваши <span class=""sapling"">§card_name_sapling_plural</span> возьмут <span class=""questcount"">%d</span> урон от вражеских баз.";"Deja tu <span class=""sapling"">§card_name_sapling_plural</span> recibir <span class=""questcount"">%d</span> de daño de estructuras enemigas.";"Fai in modo che i tuoi <span class=""sapling"">§card_name_sapling_plural</span> subiscano <span class=""questcount"">%d</span> danni dalle strutture nemiche.";"";"";"";"Pozwól swoim <span class=""sapling"">§card_name_sapling_plural</span> otrzymać <span class=""questcount"">%d</span> obrażeń od podstawowych budynków wroga.";"Anna omien <span class=""sapling"">taimien</span> ottaa <span class=""questcount"">%d</span> vahinkoa vihollisen rakennuksista.";"Deixe seus <span class=""sapling"">Plantídeos</span> levarem <span class=""questcount"">%d</span> dano das estruturas das bases inimigas.";"Fidanların düşman kulelerinden <span class=""questcount"">%d</span> hasar alsın.";"";"Nechej <span class=""sapling"">§card_name_sapling_plural</span> obdržet <span class=""questcount"">%d</span> poškození od protivníkovy základny a opevnění.";"Άσε τα <span class=""sapling"">Δενδρύλλιά</span> σου να λάβουν ζημιά <span class=""questcount"">%d</span> από εχθρικά βασικά κτίρια.";"";"";"";"";"Нехай ваші <span class=""sapling"">§card_name_sapling_plural</span> візьмуть <span class=""questcount"">%d</span> пошкодження від ворожих баз.";"";"";"讓你的 <span class=""sapling"">§card_name_sapling_plural</span> 單位受到敵方建築物的 <span class=""questcount"">%d</span> 點傷害。";"";"<span class=""sapling"">§card_name_sapling_plural</span>이 적의 기본 건물에 <span class=""questcount"">%d</span>의 피해 받기.";"";""
"card_requirement_event_wela_kills_";"Töte <span class=""questcount"">%d</span> Einheiten mit <span class=""abilityname"">%s</span>.";"Kill <span class=""questcount"">%d</span> units with <span class=""abilityname"">%s</span>.";"Tuez <span class=""questcount"">%d</span> unités avec <span class=""abilityname"">%s</span>.";"";"Убейте <span class=""questcount"">%d</span> юниты с <span class=""abilityname"">%s</span>.";"Mata <span class=""questcount"">%d</span> unidades con <span class=""abilityname"">%s</span>.";"Uccidi <span class=""questcount"">%d</span> unità utilizzando <span class=""abilityname"">%s</span>.";"";"";"";"Zgładź <span class=""questcount"">%d</span> jednostek używając <span class=""abilityname"">%s</span>.";"Tapa <span class=""questcount"">%d</span> yksikköä kyvyllä <span class=""abilityname"">%s</span>.";"Elimine <span class=""questcount"">%d</span> unidades com <span class=""abilityname"">%s</span>.";"<span class=""abilityname"">%1:s</span> yeteneği ile <span class=""questcount"">%0:d</span> düşman öldür.";"";"Znič <span class=""questcount"">%d</span> jednotek s <span class=""abilityname"">%s</span>.";"Σκότωσε <span class=""questcount"">%d</span> μονάδες με την ικανότητα <span class=""abilityname"">%s</span>.";"";"";"";"";"Вбийте <span class=""questcount"">%d</span> юніти з <span class=""abilityname"">%s</span>.";"";"";"以 <span class=""abilityname"">%s</span> 技能殺死 <span class=""questcount"">%d</span> 個單位。";"";"<span class=""abilityname"">%s</span>(으)로 유닛 <span class=""questcount"">%d</span>명 처치.";"";""
"card_requirement_event_wela_kills_airdominatorlifted";"Töte <span class=""questcount"">%d</span> <span class=""lifted"">emporgehobene</span> Einheiten mit <span class=""cardname"">§card_name_airdominator_plural</span>.";"Kill <span class=""questcount"">%d</span> <span class=""lifted"">lifted</span> units with <span class=""cardname"">§card_name_airdominator_plural</span>.";"Tuez <span class=""questcount"">%d</span> unités <span class=""lifted"">soulevées</span> avec <span class=""cardname"">§card_name_airdominator_plural</span>.";"";"Убейте <span class=""questcount"">%d</span> <span class=""lifted"">подвешенных</span> юнитов, используя <span class=""cardname"">§card_name_airdominator_plural</span>.";"Mata a <span class=""questcount"">%d</span> <span class=""lifted"">unidades</span> levantadas con <span class=""cardname"">§card_name_airdominator_plural</span>.";"Uccidi <span class=""questcount"">%d</span> unità <span class=""lifted"">sollevate</span> con <span class=""cardname"">§card_name_airdominator_plural</span>.";"";"";"";"Zabij <span class=""questcount"">%d</span> <span class=""lifted"">podniesionych</span> jednostek za pomocą <span class=""cardname"">§card_name_airdominator_plural</span>.";"";"Eliminar <span class=""questcount"">%d</span> unidades <span class=""lifted"">flutuando</span> com os <span class=""cardname"">Opressores</span>.";"<span class=""cardname"">§card_name_airdominator_plural</span> kullanarak <span class=""questcount"">%0:d</span> <span class=""lifted"">havaya kaldırılmış</span> birim öldür.";"";"Znič <span class=""questcount"">%d</span> <span class=""lifted"">nadzvednutých</span> jednotek s <span class=""cardname"">§card_name_airdominator_plural</span>.";"Σκότωσε <span class=""questcount"">%d</span> <span class=""lifted"">ανυψωμένες</span> μονάδες με τους <span class=""cardname"">§card_name_airdominator_plural</span>.";"";"";"";"";"Вбийте <span class=""questcount"">%d</span> <span class=""lifted"">підвищених</span> юнітів з <span class=""cardname"">§card_name_airdominator_plural</span>.";"";"";"以 <span class=""cardname"">§card_name_airdominator_plural</span> 殺掉 <span class=""questcount"">%d</span> 個被 <span class=""lifted"">浮起</span> 影響的單位。";"";"<span class=""cardname"">§card_name_airdominator_plural</span>로 <span class=""lifted"">에어본</span> 상태인 유닛 <span class=""questcount"">%d</span>명 처치.";"";""
"card_requirement_event_wela_kills_blind";"Töte <span class=""questcount"">%d</span> Einheiten die <span class=""blinded"">geblendet</span>.";"Kill <span class=""questcount"">%d</span> <span class=""blinded"">blinded</span> units.";"Tuez <span class=""questcount"">%d</span> unités <span class=""blinded"">aveuglées</span>.";"";"Убейте <span class=""questcount"">%d</span> <span class=""blinded"">ослеплённые</span> юниты.";"Mata <span class=""questcount"">%d</span> unidades <span class=""blinded"">cegadas</span>.";"Uccidi <span class=""questcount"">%d</span> unità <span class=""blinded"">accecate</span>.";"";"";"";"Zgładź <span class=""questcount"">%d</span> <span class=""blinded"">oślepionych</span> jednostek.";"Tapa <span class=""questcount"">%d</span> <span class=""blinded"">sokaistua</span> yksikköä.";"Mate <span class=""questcount"">%d</span> unidades <span class=""blinded"">cegas</span>.";"<span class=""blinded"">Körleştirilmiş</span> <span class=""questcount"">%d</span> düşman öldür.";"";"Znič <span class=""questcount"">%d</span> <span class=""blinded"">oslepených</span> jednotek.";"Σκότωσε <span class=""questcount"">%d</span> <span class=""blinded"">τυφλωμένες</span> μονάδες.";"";"";"";"";"Вбийте <span class=""questcount"">%d</span> <span class=""blinded"">засліплені</span> юніти.";"";"";"殺掉 <span class=""questcount"">%d</span> 個被 <span class=""blinded"">失明</span> 影響的單位。";"";"<span class=""blinded"">실명</span>된 유닛 <span class=""questcount"">%d</span>명 처치.";"";""
