"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"quests_reroll_panel_hint";"Du erhältst jeden Tag die Möglichkeit eine tägliche Quest zu wechseln und durch eine zufällige Andere zu ersetzen.";"You can replace one daily quest every day.";"Vous pouvez remplacer une quête journalière chaque jour.";"Você só pode substituir uma missão diária por dia.";"Вы можете заменять только один ежедневный квест за день.";"Tu puedes reemplazar una misión diaria cada día.";"Puoi sostituire solo una giornaliera al giorno.";"";"";"Je kan maar een missie per dag veranderen.";"Możesz zamienić jedno zadanie dziennie.";"Voit vaihtaa vain yhden tehtävän joka päivä.";"Você pode substituir uma missão diária todo dia.";"Her gün bir tane günlük görev değiştirebilirsin.";"";"Jeden úkol můžeš nahradit každý den.";"Μπορείς να αντικαταστήσεις μία καθημερινή αποστολή κάθε μέρα.";"Egy nap egy feladatot tudsz váltani.";"";"Puteți înlocui o căutare zilnică în fiecare zi.";"Puedes reemplazar una misión diaria todos los días.";"Ви можете замінити один щоденний квест в день.";"يمكنك استبدال مهمة يومية واحدة كل يوم.";"每天能替换一个每日任务";"您每天可以更換一個每日任務。";"";"일일 퀘스트는 하루에 한 개만 새로 고침 할 수 있습니다.";"คุณสามารถแทนที่ภารกิจรายวันได้หนึ่งรอบต่อวัน";""
"quest_description_PLAYER_START_GAME_QUEST";"Starte ein beliebiges Spiel";"Play a game";"Jouez une partie";"Jogar uma partida";"Сыграйте в игру";"Jugar una partida";"Gioca una partita";"Spil et spil";"Spela ett spel";"Speel een spel";"Zagraj mecz";"Pelaa peli";"Jogar uma partida";"Bir oyun oyna";"Изиграй игра";"Hrej zápas";"Παίξε ένα παιχνίδι";"Játssz egy meccset";"";"Jucați un joc";"Juega una partida";"Грати в гру";"العب مباراة";"完成一场游戏";"玩局遊戲";"";"게임 플래이하기";"เล่นเกม";""
"quest_description_PLAYER_BUY_CARD_QUEST";"Kaufe eine beliebige Karte";"Buy a card";"Achetez une carte";"Comprar uma carta";"Купите карту";"Comprar una carta";"Compra una carta";"Køb et kort";"Köp ett kort";"Koop een kaart";"Kup kartę";"Osta kortti";"Comprar uma carta";"Bir kart satın al";"Купи карта";"Kup kartu";"Αγόρασε μια κάρτα";"Vásárolj egy kártyát";"";"Cumpără un card";"Comprar una tarjeta";"Придбати картку";"اشتري بطاقة";"买一张卡牌";"買張卡牌";"";"카드 구매하기";"ซื้อการ์ด";""
"quest_description_PLAY_WHITE_CARDS";"Spiele %d weiße Karten";"Play %d white cards";"Jouez %d cartes blanches";"Jogar %d cartas brancas";"Сыграйте в %d белые карты";"Jugar %d cartas blancas";"Gioca %d carte bianche";"";"";"Speel %d witte kaarten";"Zagraj %d białymi kartami";"Pelaa %d valkoista korttia";"Jogar %d cartas brancas";"%d beyaz kart oyna";"Изиграй %d бели карти";"Hrej %d bílých karet";"Παίξε %d λευκές κάρτες";"Játsz a(z) %d fehér kártyákkal";"";"Joacă %d cărți albe";"Juega %d tarjetas blancas";"Грати білі картки: %d";"";"使用%d个白色卡牌组合";"使用 %d 白色系卡牌";"";"백색 카드로 %d번 게임 하기";"";""
"quest_description_PLAY_GREEN_CARDS";"Spiele %d grüne Karten";"Play %d green cards";"Jouez %d cartes vertes";"Jogar %d cartas verdes";"Сыграйте в %d зелёные карты";"Jugar %d cartas verdes";"Gioca %d carte verdi";"";"";"Speel %d groene kaarten";"Zagraj %d zielonymi kartami";"Pelaa %d vihreää korttia";"Jogar %d cartas verdes";"%d yeşil kart oyna";"Изиграй %d зелени карти";"Hrej %d zelených karet";"Παίξε %d πράσινες κάρτες";"Játsz a(z) %d zöld kártyákkal";"";"Joacă %d cărți verzi";"Juega %d tarjetas verdes";"Грати зелені картки: %d";"";"使用%d个绿色卡牌组合";"使用 %d 綠色系卡牌";"";"녹색 카드로 %d번 게임 하기";"";""
"quest_description_PLAY_BLACK_CARDS";"Spiele %d schwarze Karten";"Play %d black cards";"Jouez %d cartes noires";"Jogar %d cartas negras";"Сыграйте в %d чёрные карты";"Jugar %d cartas negras";"Gioca %d carte nere";"";"";"Speel %d zwarte kaarten";"Zagraj %d czarnymi kartami";"Pelaa %d mustaa korttia";"Jogar %d cartas petras";"%d siyah kart oyna";"Изиграй %d черни карти";"Hrej %d černých karet";"Παίξε %d μαύρες κάρτες";"Játsz a(z) %d fekete kártyákkal";"";"Joacă %d cărți negre";"Juega %d tarjetas negras";"Грати чорні картки: %d";"";"使用%d个黑色卡牌组合";"使用 %d 黑色系卡牌";"";"흑색 카드로 %d번 게임 하기";"";""
"quest_description_PLAY_BLUE_CARDS";"Spiele %d blaue Karten";"Play %d blue cards";"Jouez %d cartes bleues";"Jogar %d cartas azuis";"Сыграйте в %d синие карты";"Jugar %d cartas azules";"Gioca %d carte blu";"";"";"Speel %d zwarten kaarten";"Zagraj %d niebieskimi kartami";"Pelaa %d sinistä korttia";"Jogar %d cartas azuis";"%d mavi kart oyna";"Изиграй %d сини карти";"Hrej %d modrých karet";"Παίξε %d μπλε κάρτες";"Játsz a(z) %d kék kártyákkal";"";"Joacă %d cărți albastre";"Juega %d tarjetas azules";"Грати блакитні картки: %d";"";"使用%d个蓝色卡牌组合";"使用 %d 藍色系卡牌";"";"청색 카드로 %d번 게임 하기";"";""
"quest_description_PLACE_SPAWNERS";"Spiele %d Spawner";"Play %d spawners";"Jouez %d invocateurs";"Jogar %d invocadores";"Сыграйте в %d Спавнеры";"Jugar %d Generadores";"Gioca %d spawn";"";"";"Speel %d generatoren";"Zagraj %d przywoływaczy";"Pelaa %d lähettäjää";"Jogar %d Geradores";"%d üretici kartı oyna";"";"Polož %d Spawnerů";"Τοποθέτησε %d γεννήτορες";"Játsz a(z) %d idézőkkel";"";"Joacă %d reproducători";"Juega %d generadores.";"Грати в Спавнери: %d";"";"使用%d个生成器";"使用 %d 生成單位";"";"생성기로 %d번 게임 하기";"";""
"quest_description_SUMMON_UNITS";"Beschwöre %d Einheiten";"Summon %d units";"Invoquez %d unités";"Invocar %d unidades";"Призовите %d юнитов";"Invoca %d unidades";"Evoca %d unità";"";"";"Roep %d eenheiden op";"Przyzwij %d jednostek";"Lähetä %d yksikköä";"Invocar %d unidades";"%d birlik çağır";"";"Vyvolej %d jednotek";"Επιστράτευσε %d μονάδες";"Idézd le a(z) %d egységet";"";"Convoacă %d unități";"Invoca %d unidades";"Викличте %d юнітів";"";"召唤%d个单位";"召喚 %d 單位";"";"유닛 %d명 소환";"";""
"quest_description_PLAY_SPELLS";"Spiele %d Zauber";"Cast %d spells";"Lancez %d sorts";"Lançar %d feitiços";"Совершите %d заклинания";"Lanza %d hechizos";"Lancia %d magie";"";"";"";"Rzuć %d czarów";"Käytä %d loitsua";"Lançar %d magias";"%d büyü yap";"";"Použij %d kouzel";"Κάνε %d ξόρκια";"Használd a(z) %d spelleket";"";"Aruncă %d vrăji";"Lanza %d hechizos";"Здійсніть %d заклинання";"";"施展%d个法术";"施展 %d 個法術";"";"주문 %d번 사용";"";""
"quest_description_WIN_3_PVE_GAMES";"Gewinne %d Spiele im PvE";"Win %d PvE matches";"Gagnez %d parties JcE";"Vencer %d partidas de PvE";"Выиграйте %d матчей против ИИ";"Gana %d partidas PvE";"Vinci %d partite PvE";"";"";"";"Wygraj %d meczy przeciw SI";"Voita %d PvE-ottelua";"Vencer %d partidas JxA";"Botlara karşı %d oyun kazan";"";"Vyhrej %d PvE zápasů";"Νίκησε σε %d ματς προκλήσεων";"Nyerj meg %d PvE meccset";"";"Câștigă %d meciuri PvE";"Gana %d partidos PvE ";"Виграйте %d матчів проти ШІ";"";"赢%d场PvE游戏";"贏得 %d 場 PvE 的對戰";"";"PvE 대전에서 %d번 승리";"";""
"quest_description_WIN_1_PVE_GAME";"Gewinne %d Spiel im PvE";"Win %d PvE match";"Gagnez %d partie JcE";"Vencer %d partida de PvE";"Выиграйте %d матч против ИИ";"Gana %d partida PvE";"Vinci %d partita PvE";"";"";"";"Wygraj %d mecz przeciw SI";"Voita %d PvE-ottelu";"Vencer %d partida JxA";"Botlara karşı %d oyun kazan";"";"Vyhrej %d PvE zápas";"Νίκησε σε %d ματς προκλήσεων";"Nyerj meg %d PvE meccset";"";"Câștigă %d meci PvE";"Gana %d partidos PvE ";"Виграйте %d матч проти ШІ";"";"赢%d场PvE游戏";"贏得 %d 場 PvE 的對戰";"";"PvE 대전에서 %d번 승리";"";""
"quest_description_WIN_3_GAMES_USING_PURE";"Gewinne %d Spiele mit einem einfarbigen Deck";"Win %d matches using a single-colored deck";"Gagnez %d parties en utilisant un deck d'une seule couleur";"Vencer %d partidas usando um baralho de apenas uma cor";"Выиграйте %d матчей, используя колоду из карт одного цвета";"Gana %d partidas usando un solo color de mazo";"Vinci %d partite usando un mazzo con un solo colore";"";"";"";"Wygraj %d meczy używając jednokolorowej talii";"Voita %d ottelua käyttämällä yksiväristä pakkaa";"Vencer %d partidas usando um deck de cor única";"Tek renkli deste kullanarak %d oyun kazan";"";"Vyhrej %d zápasů využitím jednobarevného balíčku";"Νίκησε σε %d ματς με μια μονόχρωμη τράπουλα";"Nyerj meg %d meccset úgy hogy csak egy színű paklit-t használsz";"";"Câștigă %d meciuri folosind o punte de o singură culoare";"Gana %d partidas usando un paquete de un solo color";"Виграйте %d матчів, використовуючи колоду з карт одного кольору";"";"使用一种颜色牌组赢取%d场游戏";"使用單色牌組贏得 %d 場對戰";"";"한 가지 색의 카드만 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_1_GAME_USING_PURE";"Gewinne %d Spiel mit einem einfarbigen Deck";"Win %d match using a single-colored deck";"Gagnez %d partie en utilisant un deck d'une seule couleur";"Vencer %d partida usando um baralho de apenas uma cor";"Выиграйте %d матч, используя колоду из карт одного цвета";"Gana %d partida usando un solo color de mazo";"Vinci %d partita usando un mazzo con un solo colore";"";"";"";"Wygraj %d mecz używając jednokolorowej talii";"Voita %d ottelu käyttämällä yksiväristä pakkaa";"Vencer %d partida usando um deck de cor única";"Tek renkli deste kullanarak %d oyun kazan";"";"Vyhrej %d zápas využitím jednobarevného balíčku";"Νίκησε σε %d ματς με μια μονόχρωμη τράπουλα";"Nyerj meg %d meccset úgy hogy csak egy színű paklit-t használsz";"";"Câștigă %d meci folosind o punte de o singură culoare";"Gana %d partidas usando un paquete de un solo color";"Виграйте %d матч, використовуючи колоду з карт одного кольору";"";"使用一种颜色牌组赢取%d场游戏";"使用單色牌組贏得 %d 場對戰";"";"한 가지 색의 카드만 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_3_PVP_GAME";"Gewinne %d Spiele in der §teambuilding_mode_pvp";"Win %d §teambuilding_mode_pvp_plural";"Gagnez %d §teambuilding_mode_pvp_plural";"Vencer %d partidas de PvP";"Выиграйте %d онлайн-матчей";"Gana %d partidas PvP";"Vinci %d §teambuilding_mode_pvp_plural";"";"";"";"Wygraj %d meczy PvP";"Voita %d pikaottelua";"Vencer %d partidas JxJ";"Oyunculara karşı %d oyun kazan";"";"Vyhrej %d §teambuilding_mode_pvp_plural";"Νίκησε σε %d §teambuilding_mode_pvp_plural";"Nyerj egy %d §teambuilding_mode_pvp_plural";"";"Câștigați %d §teambuilding_mode_pvp_plural";"Gana %d §teambuilding_mode_pvp_plural";"Виграйте %d онлайн-матчів";"";"";"贏得 %d 場 §teambuilding_mode_pvp_plural";"";"§teambuilding_mode_pvp_plural %d번 승리";"";""
"quest_description_WIN_1_PVP_GAME";"Gewinne %d Spiel in der §teambuilding_mode_pvp";"Win %d §teambuilding_mode_pvp";"Gagnez %d §teambuilding_mode_pvp";"Vencer %d partida de PvP";"Выиграйте %d онлайн-матчей";"Gana %d partida rápida";"Vinci %d §teambuilding_mode_pvp";"";"";"";"Wygraj %d mecz PvP";"Voita %d pikaottelu";"Vencer %d partida JxJ";"Oyunculara karşı %d oyun kazan";"";"Vyhrej %d §teambuilding_mode_pvp";"Νίκησε σε %d §teambuilding_mode_pvp";"Nyerj egy %d §teambuilding_mode_pvp";"";"Câștigă %d §teambuilding_mode_pvp";"Gana %d §teambuilding_mode_pvp";"Виграйте %d §teambuilding_mode_pvp";"";"";"贏得 %d 場 §teambuilding_mode_pvp";"";"§teambuilding_mode_pvp %d번 승리";"";""
"quest_description_WIN_3_GAMES_USING_BLACK";"Gewinne %d Spiele mit schwarzen Karten im Deck";"Win %d matches using black cards";"Gagnez %d parties en utilisant des cartes noires";"Vencer %d partidas usando cartas negras";"Выиграйте %d матчей, используя чёрные карты";"Gana %d partidas usando cartas negras";"Vinci %d partite usando carte nere";"";"";"";"Wygraj %d meczy używając czarnych kart";"Voita %d ottelua käyttämällä mustia kortteja";"Vencer %d partidas usando cartas pretas";"Destende en az 1 siyah kart bulunurken %d oyun kazan";"";"Vyhrej %d zápasů s pomocí černých karet";"Νίκησε σε %d ματς χρησιμοποιώντας μαύρες κάρτες";"Nyerj meg %d meccset úgy hogy fekete kártyákat használsz";"";"Câștigă %d meciuri folosind cărți negre";"Gana %d partidas usando tarjetas negras.";"Виграйте %d матчів, використовуючи чорні карти";"";"使用黑色卡牌组合赢取%d场游戏";"使用黑色卡牌贏得 %d 場對戰";"";"흑색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_1_GAME_USING_BLACK";"Gewinne %d Spiel mit schwarzen Karten im Deck";"Win %d match using black cards";"Gagnez %d partie en utilisant des cartes noires";"Vencer %d partida usando cartas negras";"Выиграйте %d матч, используя чёрные карты";"Gana %d partida usando cartas negras";"Vinci %d partita usando carte nere";"";"";"Win %d wedstrijd met zwarte kaarten";"Wygraj %d mecz używając czarnych kart";"Voita %d ottelu käyttämällä mustia kortteja";"Vencer %d partida usando cartas pretas";"Destende en az 1 siyah kart bulunurken %d oyun kazan";"";"Vyhrej %d zápas s pomocí černých karet";"Νίκησε σε %d ματς χρησιμοποιώντας μαύρες κάρτες";"Nyerj meg egy %d meccset úgy hogy fekete kártyákat használsz";"";"Câștigă %d meciul folosind cărți negre";"Gana %d partida usando tarjetas negras.";"Виграйте %d матч, використовуючи чорні карти";"";"使用黑色卡牌组合赢取%d场游戏";"使用黑色卡牌贏得 %d 場對戰";"";"흑색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_3_GAMES_USING_WHITE";"Gewinne %d Spiele mit weißen Karten im Deck";"Win %d matches using white cards";"Gagnez %d parties en utilisant des cartes blanches";"Vencer %d partidas usando cartas brancas";"Выиграйте %d матчей, используя белые карты";"Gana %d partidas usando cartas blancas";"Vinci %d partite usando carte bianche";"";"";"Win %d wedstrijden met zwarte kaarten";"Wygraj %d meczy używając białych kart";"Voita %d ottelua käyttämällä valkoisia kortteja";"Vencer %d partidas usando cartas brancas";"Destende en az 1 beyaz kart bulunurken %d oyun kazan";"";"Vyhrej %d zápasů s pomocí bílých karet";"Νίκησε σε %d ματς χρησιμοποιώντας λευκές κάρτες";"Nyerj meg %d meccset úgy hogy fehér kártyákat használsz";"";"Câștigă %d meciuri folosind cărți albe";"Gana %d partidas usando tarjetas blancas";"Виграйте %d матчів, використовуючи білі карти";"";"使用白色卡牌组合赢取%d场游戏";"使用白色卡牌贏得 %d 場對戰";"";"백색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_1_GAME_USING_WHITE";"Gewinne %d Spiel mit weißen Karten im Deck";"Win %d match using white cards";"Gagnez %d partie en utilisant des cartes blanches";"Vencer %d partida usando cartas brancas";"Выиграйте %d матч, используя белые карты";"Gana %d partida usando cartas blancas";"Vinci %d partita usando carte bianche";"";"";"Win %d wedstrijd met witte kaarten";"Wygraj %d mecz używając białych kart";"Voita %d ottelu käyttämällä valkoisia kortteja";"Vencer %d partida usando cartas brancas";"Destende en az 1 beyaz kart bulunurken %d oyun kazan";"";"Vyhrej %d zápas s pomocí bílých karet";"Νίκησε σε %d ματς χρησιμοποιώντας λευκές κάρτες";"Nyerj meg egy %d meccset úgy hogy fehér kártyákat használsz";"";"Câștigă %d meciul folosind cărți albe";"Gana %d partida usando tarjetas blancas";"Виграйте %d матч, використовуючи білі карти";"";"使用白色卡牌组合赢取%d场游戏";"使用白色卡牌贏得 %d 場對戰";"";"백색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_3_GAMES_USING_GREEN";"Gewinne %d Spiele mit grünen Karten im Deck";"Win %d matches using green cards";"Gagnez %d parties en utilisant des cartes vertes";"Vencer %d partidas usando cartas verdes";"Выиграйте %d матчей, используя зелёные карты";"Gana %d partidas usando cartas verdes";"Vinci %d partite usando carte verdi";"";"";"Win %d wedstrijden met groene kaarten";"Wygraj %d meczy używając zielonych kart";"Voita %d ottelua käyttämällä vihreitä kortteja";"Vencer %d partidas usando cartas verdes";"Destende en az 1 yeşil kart bulunurken %d oyun kazan";"";"Vyhrej %d zápasů s pomocí zelených karet";"Νίκησε σε %d ματς χρησιμοποιώντας πράσινες κάρτες";"Nyerj meg %d meccset úgy hogy zöld kártyákat használsz";"";"Câștigă %d meciuri folosind cărți verzi";"Gana %d partidas usando tarjetas verdes.";"Виграйте %d матчів, використовуючи зелені карти";"";"使用绿色卡牌组合赢取%d场游戏";"使用綠色卡牌贏得 %d 場對戰";"";"녹색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_1_GAME_USING_GREEN";"Gewinne %d Spiel mit grünen Karten im Deck";"Win %d match using green cards";"Gagnez %d partie en utilisant des cartes vertes";"Vencer %d partida usando cartas verdes";"Выиграйте %d матч, используя зелёные карты";"Gana %d partida usando cartas verdes";"Vinci %d partita usando carte verdi";"";"";"Win %d wedstrijd met groene kaarten";"Wygraj %d mecz używając zielonych kart";"Voita %d ottelu käyttämällä vihreitä kortteja";"Vencer %d partida usando cartas verdes";"Destende en az 1 yeşil kart bulunurken %d oyun kazan";"";"Vyhrej %d zápas s pomocí zelených karet";"Νίκησε σε %d ματς χρησιμοποιώντας πράσινες κάρτες";"Nyerj meg egy %d meccset úgy hogy zöld kártyákat használsz";"";"Câștigă %d meciul folosind cărți verzi";"Gana %d partida usando tarjetas verdes.";"Виграйте %d матч, використовуючи зелені карти";"";"使用绿色卡牌组合赢取%d场游戏";"使用綠色卡牌贏得 %d 場對戰";"";"녹색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_3_GAMES_USING_BLUE";"Gewinne %d Spiele mit blauen Karten im Deck";"Win %d matches using blue cards";"Gagnez %d parties en utilisant des cartes bleues";"Vencer %d partidas usando cartas azuis";"Выиграйте %d матчей, используя синие карты";"Gana %d partidas usando cartas azules";"Vinci %d partite usando carte blu";"";"";"Win %d wedstrijden met blauwe kaarten";"Wygraj %d meczy używając niebieskich kart";"Voita %d ottelua käyttämällä sinisiä kortteja";"Vencer %d partidas usando cartas azuis";"Destende en az 1 mavi kart bulunurken %d oyun kazan";"";"Vyhrej %d zápasů s pomocí modrých karet";"Νίκησε σε %d ματς χρησιμοποιώντας μπλε κάρτες";"Nyerj meg %d meccset úgy hogy kék kártyákat használsz";"";"Câștigă %d meciuri folosind cărți albastre";"Gana %d partidas usando tarjetas azules";"Виграйте %d матчів, використовуючи сині карти";"";"使用蓝色卡牌组合赢取%d场游戏";"使用藍色卡牌贏得 %d 場對戰";"";"청색 카드를 사용해서 대전 %d번 승리";"";""
"quest_description_WIN_1_GAME_USING_BLUE";"Gewinne %d Spiel mit blauen Karten im Deck";"Win %d match using blue cards";"Gagnez %d partie en utilisant des cartes bleues";"Vencer %d partida usando cartas azuis";"Выиграйте %d матч, используя синие карты";"Gana %d partida usando cartas azules";"Vinci %d partita usando carte blu";"";"";"Win %d wedstrijd met blauwe kaarten";"Wygraj %d mecz używając niebieskich kart";"Voita %d ottelu käyttämällä sinisiä kortteja";"Vencer %d partida usando cartas azuis";"Destende en az 1 mavi kart bulunurken %d oyun kazan";"";"Vyhrej %d zápas s pomocí modrých karet";"Νίκησε σε %d ματς χρησιμοποιώντας μπλε κάρτες";"Nyerj meg egy %d meccset úgy hogy kék kártyákat használsz";"";"Câștigă %d meciul folosind cărți albastre";"Gana %d partida usando tarjetas azules";"Виграйте %d матч, використовуючи сині карти";"";"使用蓝色卡牌组合赢取%d场游戏";"使用藍色卡牌贏得 %d 場對戰";"";"청색 카드를 사용해서 대전 %d번 승리";"";""
