"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"errorcode_020";"Unbekannter Benutzername.";"Unknown username.";"Nom d'utilisateur inconnu.";"Usuário desconhecido.";"Неизвестное имя пользователя.";"Usuario desconocido.";"Username sconosciuto.";"";"";"Deze gebruikersnaam is niet bekent.";"Nazwa użytkownika nieznana.";"Tuntematon käyttäjänimi.";"Usuário desconhecido.";"Bilinmeyen kullanıcı adı.";"Неизвестно потребителско име.";"Neznámé uživatelské jméno.";"Άγνωστο όνομα χρήστη.";"Ismeretlen felhasználónév";"";"Nume utilizator necunoscut.";"Nombre de usuario desconocido.";"Невідоме ім'я користувача.";"اسم المستخدم غير معروف.";"未知的使用者名称。";"未知的使用者名稱。";"";"알 수 없는 사용자 이름입니다.";"";""
"errorcode_021";"Falsches Passwort.";"Wrong password.";"Mauvais mot de passe.";"Senha incorreta.";"Неверный пароль.";"Contraseña erronea.";"Password sbagliata.";"";"";"Het wachtwoord is verkeerd.";"Błędne hasło.";"Väärä salasana.";"Senha incorreta.";"Hatalı şifre.";"Грешна парола.";"Chybné heslo.";"Λανθασμένο συνθηματικό.";"Hibás jelszó.";"";"Parolă greşită.";"Contraseña incorrecta.";"Невірний пароль.";"كلمة مرور خاطئة.";"密码错误。";"密碼有錯誤。";"";"올바르지 않은 비밀번호입니다.";"";""
"errorcode_022";"Du bist schon eingeloggt.";"User is already logged in.";"L'utilisateur est déjà connecté.";"O usuário já está ligado.";"Пользователь уже вошел в систему.";"El usuario esta conectado.";"L'utente è già connesso.";"";"";"Gebruiker is al ingelogd.";"Użytkownik jest już zalogowany.";"Käyttäjä on jo kirjautunut sisään.";"O usuário já está logado.";"Bu kullanıcı zaten sunucuya bağlı.";"";"Uživatel je již přihlášen.";"Ο χρήστης είναι ήδη συνδεδεμένος.";"A felhasználó már be van jelentkezve.";"";"Utilizator deja conectat.";"Usuario ya está conectado.";"Користувач вже увійшов в систему.";"";"用户已登录。";"用戶已經登入。";"";"이미 로그인된 사용자입니다.";"";""
"errorcode_023";"Dieser Spieler ist nicht auf deiner Freundesliste.";"This user is not on your friendlist.";"Cet utilisateur n'est pas dans votre liste d'amis.";"O usuário não está na tua lista de amigos.";"Этого пользователя нет в вашем списке друзей.";"Este usuario no esta en tu lista de amigos.";"L'utente non è nella tua lista amici.";"";"";"Deze gebruiker staat niet op je vriendenlijst.";"Użytkownik nie jest na twojej liście znajomych.";"Käyttäjä ei ole kaverilistallasi.";"O usuário não está na sua lista de amigos.";"Kullanıcı arkadaş listenizde değil.";"";"Tento uživatel není v seznamu přátel.";"Αυτός ο χρήστης δεν είναι στη λίστα φίλων σου.";"";"";"Acest utilizator nu se află pe lista ta de prieteni.";"Este usuario no está en tu lista de amigos.";"Цього користувача немає в вашому списку друзів.";"";"该用户不在您的好友清单内。";"該用戶不在您的好友清單內。";"";"친구 목록에 없는 사용자입니다.";"";""
"errorcode_024";"Unbekannte Freundschaftsanfrage.";"Unknown friend request.";"Demande d'ami inconnu.";"Pedido de amizade desconhecido.";"Неизвестный запрос на добавление в друзья.";"Invitación de amigo desconocida.";"Richiesta di amicizia sconosciuta.";"";"";"Onbekende vriend uitnodiging.";"Nieznane zaproszenie do znajomych.";"Tuntematon kaveripyyntö.";"Solicitação de amizade desconhecida.";"Bilinmeyen arkadaşlık isteği.";"";"Neznámy požadavek o přátelství.";"Άγνωστο αίτημα φίλου.";"";"";"Cerere de prietenie necunoscută.";"Solicitud de amistad desconocida.";"Невідомий запит на додавання в друзі.";"";"不明的好友请求。";"不明的好友請求。";"";"알 수 없는 친구 요청입니다.";"";""
"errorcode_025";"Invalider Empfänger der Freundschaftsanfrage.";"Friend request has invalid receiver.";"Demande d'ami a un répondant invalide.";"O pedido de amizade não possui um destinatário válido.";"Запрос на добавление в друзья имеет недействительного получателя.";"La invitación de amistad tiene un receptor inválido.";"La richiesta di amicizia ha un ricevitore non valido.";"";"";"Vriend uitnodiging heeft een onbekende ontvanger.";"Zaproszenie do znajomych ma nieprawidłowego odbiorcę.";"Kaveripyynnöllä on virheellinen vastaanottaja.";"A solicitação de amizade não possui um destinatário válido.";"Arkadaşlık isteği geçersiz bir alıcıya sahip.";"";"Požadavek od přítele má chybného příjemce.";"Το αίτημα φιλίας έχει άκυρο παραλήπτη.";"";"";"Solicitarea prietenului are un destinatar nevalid.";"La solicitud de amistad tiene un receptor inválido.";"Запит на додавання в друзі має недійсного одержувача.";"";"好友请求的收讯方有误。";"好友請求的收訊方有誤。";"";"친구 요청의 수신자가 올바르지 않습니다.";"";""
"errorcode_026";"Der Spieler befindet sich schon auf deiner Freundschaftsliste.";"You're already friends.";"Vous êtes déjà amis.";"Vocês já são amigos.";"Вы уже добавлены в друзья.";"Ya sois amigos.";"Siete già amici.";"";"";"Jullie zijn al vrienden.";"Już jesteście znajomymi.";"Olette jo kavereita.";"Vocês já são amigos.";"Zaten arkadaşsınız.";"Вече сте приятели.";"Už jste přátelé.";"Είσαστε ήδη φίλοι.";"Már barátok vagytok.";"";"Deja sunteți prieteni.";"Ya son amigos.";"Ви вже додані в друзі.";"";"你们已经是好友了！";"你們已經是好友了。";"";"이미 친구 목록에 있는 사용자입니다.";"";""
"errorcode_027";"Das Team befindet sich nicht in der Queue.";"Team is not in the queue.";"L'équipe n'est pas dans la file d'attente.";"A equipa não está na fila.";"Команда не ожидает в очереди.";"El equipo no esta en cola.";"La Squadra non è in coda di ricerca.";"";"";"Jouw team zit nog niet in de queue.";"Drużyna nie jest w kolejce.";"Joukkue ei ole jonossa.";"A equipe não está na fila.";"Takım sırada değil.";"";"Parta není ve vyhledávání hry.";"Η ομάδα δεν είναι στην αναμονή.";"";"";"Echipa nu este la căutare.";"El equipo no está en cola.";"Команда не очікує в черзі.";"";"队伍并未在等候序列中。";"隊伍並未在等候序列中。";"";"파티가 대기열에 없습니다.";"";""
"errorcode_028";"Unbekanntes Matchmaking-Team.";"Unknown matchmaking team.";"Équipe de jumelage inconnue.";"Equipa desconhecida.";"Неизвестная команда соперников.";"Equipo de matchmaking desconocido.";"Squadra per il matchmaking sconosciuta.";"";"";"Onbekende team matchmaking.";"Nieznana drużyna w tworzeniu drużyny.";"Tuntematon pelinhakujoukkue.";"Time desconhecido no matchmaking.";"Bilinmeyen eşleştirme takımı.";"";"Unknown matchmaking team.";"Άγνωστη προσκαλούσα ομάδα.";"";"";"Echipa de creare a meciului necunoscut.";"Equipo de emparejamiento desconocido.";"Невідома команда суперників.";"";"未知的对手队伍。";"未知的對手隊伍。";"";"알 수 없는 파티입니다.";"";""
"errorcode_029";"Diese Aktion kann nur der Teamleiter durchführen.";"Non leader performs leader operation.";"Un membre effectue des actions de chef.";"Não lider executa operações de liderança.";"Не лидер выполняет задачи лидера.";"El líder no realiza la operación líder.";"Un giocatore non leader sta cercando di effettuare un'operazione da leader.";"";"";"Iemand die niet de leider is gebruikt een leider optie.";"Operacja lidera wykonana nie przez lidera.";"Ei-johtaja suoritti johtajan toiminnon.";"Um não líder realizou uma operação que apenas o líder poderia.";"Lider olmayan birisi lider işlevini gerçekleştirdi.";"";"Ne-velitel party provedl velitelskou operaci.";"Μη αρχηγός εκτελεί χειρισμούς αρχηγού.";"";"";"Non-liderul efectuează operațiunea de lider.";"El no líder realiza la operación de líder.";"Не лідер виконує завдання лідера.";"";"非队长职采取队长的操作。";"非隊長職採取隊長的操作。";"";"파티장만이 해당 작업을 사용할 수 있습니다.";"";""
"errorcode_030";"Der Spieler ist schon Teil des Teams.";"Already member of this matchmaking team.";"Déjà membre de cette équipe de jumelage.";"Já faz parte desse grupo.";"Уже является членом данной команды соперников.";"Ya eres miembro de este equipo de matchmaking.";"Fa già parte di questa squadra.";"";"";"Je bent al een lid van dit matchmaking team.";"Jesteś już członkiem tej drużyny.";"On jo tämän pelinhakujoukkueen jäsen.";"Já é membro desta equipe no matchmaking.";"Zaten bu takımın üyesi.";"";"Již jsi členem této party.";"Ήδη μέλος αυτής της προσκαλούσας ομάδας.";"";"";"Deja membru al acestei echipe de confruntare.";"Ya es miembro de este emparejamiento de equipo .";"Вже є членом даної команди суперників.";"";"已经是这场战役队伍的一员。";"已經是這場戰役隊伍的一員。";"";"이미 파티에 있는 플레이어입니다.";"";""
"errorcode_031";"Der Spieler wurde nicht vorgeschlagen.";"Player has not been suggested.";"Le joueur n'a pas été suggéré.";"O jogador não foi sugerido.";"Выбор этого игрока не был предложен.";"El usuario no ha sido sugerido.";"Il giocatore non è stato suggerito.";"";"";"Speler is niet gesuggereerd.";"Gracz nie został zaproponowany.";"Pelaajaa ei ole ehdotettu.";"O jogador não foi sugerido.";"Oyuncu önerilmedi.";"";"Hráč nebyl navrhnut.";"Ο παίκτης δεν έχει προταθεί.";"";"";"Jucătorul nu a fost sugerat.";"No se ha sugerido el jugador.";"Вибір цього гравця не був запропонований.";"";"玩家尚未被建议。";"玩家尚未被建議。";"";"제안받지 못한 플레이어입니다.";"";""
