"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"friendlist_add_new_friend_direct_confirmation_text";"Die Freundschaftsanfrage wurde versendet. Sobald sie angenommen wurde, könnt ihr euch gegenseitig online sehen.";"The friend request has been sent. After being accepted, you can see each other online.";"La demande d'ami a été envoyée. Vous pourrez vous voir en ligne après qu'elle soit acceptée.";"O pedido de amizade foi enviado. Depois de ser aceite, podem-se ver Online.";"Запрос на добавление в друзья отправлен. После принятия вы сможете видеть друг друга в сети.";"La solicitud de amistad ha sido enviada. Después de ser aceptada, podéis contactar entre vosotros.";"La richiesta d'amicizia è stata inviata. Dopo che sarà accettata, potrete vedervi online.";"Venneanmodningen er sendt. I kan se hinanden online, efter den er accepteret.";"Din vänförfrågan har skickats. Efter att den har blivit accepterad kan ni se varandra anslutna.";"De vriendschapsverzoek is verstuurd. Wanneer deze geaccepteerd is, kun je elkaar online zien.";"Zaproszenie zostało wysłane. Po zaakceptowaniu, zobaczycie siebie nawzajem na liście znajomych.";"Kaveripyyntö lähetetty. Kun pyyntö on hyväksytty, näette toisenne ollessanne paikalla.";"A solicitação de amizade foi enviada. Quando aceita, ambos podem se ver online.";"Arkadaşlık isteği gönderildi. Kabul edildikten sonra bir birinizin durumunu görebilirsiniz.";"Поканата за приятелство беше изпратена. След като бъде приета, ще можете да виждаде един друг, когато сте онлайн.";"Požadavek o přátelství byl odeslán. Po přijetí uvidíte svůj status.";"Το αίτημα φιλίας έχει σταλεί. Αφού γίνει δεκτό, μπορείτε να βλέπετε ο ένας τον άλλο ονλάιν.";"Barátkérelem elküldve. Elfogadás után láthatjátok egymás aktivitását.";"";"Solicitarea prietenului a fost trimisă. După ce ați fost acceptat, vă puteți vedea reciproc online.";"Solicitud de amistad enviada. Tras ser Aceptada, podran ver sus estados mutuamente";"Запит на додання в друзі відправлений. Після прийняття ви зможете бачити друг друга в мережі.";"تم ارسال طلب الصداقة بعد القبول سترون بعضكم عند الاتصال";"已送出好友请求。在对方接受后，您和对方将可互相见到对方在线。";"已送出好友請求。在對方接受後，你和對方將可互相見到對方在線。";"";"친구 요청이 발송되었습니다. 상대가 수락하면, 서로의 온라인 상태를 확인할 수 있습니다.";"คำขอเป็นเพื่อนได้ถูกส่งไปแล้ว หลังจากถูกตอบรับคุณสามารถเห็นซึ่งกันและกันได้";""
"friendlist_add_new_friend";"Freund einladen";"Add a friend";"Ajoutez un amis";"Adicionar um amigo";"Добавить друга";"Añadir un amigo";"Aggiungi amico";"Tilføj en ven";"Lägg till vän";"Vriend toevoegen";"Dodaj przyjaciela";"Lisää kaveri";"Adicionar um amigo";"Arkadaş ekle";"Добавяне на приятел";"Přidat přítele";"Πρόσθεσε ένα φίλο";"Barát hozzáadása";"";"Adauga un prieten";"Añade un amigo";"Додати друга";"اضافة صديق";"添加一个朋友";"添加好友";"";"친구 추가";"เพิ่มเพื่อน";""
"friendlist_add_new_friend_by_list";"Per Steam";"Via Steam";"Via Steam";"Via Steam";"Через Steam";"Por Steam";"Tramite Steam";"Gennem Steam";"Via Steam";"Via Steam";"Poprzez Steam";"Steamin kautta";"Via Steam";"Steam üzerinden";"Чрез Steam";"Přes Steam";"Μέσω Steam";"Steammel";"";"Către Steam";"Atraves de steam";"Через Steam";"خلال ستيم";"经由 Steam 平台";"經由 Steam 平台";"";"스팀으로 초대";"";""
"friendlist_add_new_friend_by_code";"Per Freund-ID";"Via friend id";"Via l'id d'ami";"Via ID de amigo";"По ID друга";"Vía ID de Amigo";"Tramite Codice Amico";"Gennem Friend-ID";"Via vän id";"Via vrienden id";"Poprzez ID przyjaciela";"Kaveritunnuksella";"Via id do amigo";"Kimlik ile";"Чрез приятелско id";"Přes friend id (stejné jako referenční)";"Μέσω ταυτότητας φίλου";"Barátkóddal";"";"Către id-ul prietenului";"Atraves de ID de amistad";"Через Id друга";"خلال هوية صديق";"经由好友 ID";"經由好友暱稱";"";"친구 ID로 초대";"";""
"friendlist_add_golems_caption";"Freundschaftsanfrage abgelehnt!";"Friend request rejected!";"Demande d'amis rejetée!";"Pedido de amizade recusado!";"Запрос на добавление в друзья отклонен!";"¡Solicitud rechazada!";"Richiesta d'amicizia declinata!";"Venneanmodning er afvist!";"Vän förfrågan avvisad!";"Vriendschapsverzoek afgekeurd!";"Prośba o dodanie odrzucona!";"Kaveripyyntö hylätty!";"Solicitação de amizade rejeitada!";"Arkadaşlık isteği reddedildi!";"";"Pozvánka o přátelství odmítnuta!";"Το αίτημα φιλίας απορρίφθηκε!";"Barátkérelem elutasítva!";"";"Solicitarea de prietenie a fost respinsă!";"Solicitud de amistad rechazada";"Запит дружби відхилено!";"رفض طلب الصداقة";"好友请求被拒绝！";"好友請求遭拒！";"";"친구 요청 거부되었습니다!";"คำขอเป็นเพื่อนถูกปฏิเสธ";""
"friendlist_add_golems_text";"Die Kristallgolems sind sehr eigenbrötlerisch und wollen mit Menschen nichts zu tun haben. Nimm es nicht persönlich.";"Don't disturb Crystal Golems. Crystal Golems want to be left alone. Don't take it personally.";"Ne dérangez pas les golems de cristal. Les golems de cristal veulent qu'on les laisse tranquilles. Ne vous sentez pas personnellement visé.";"Não perturbes os Golems de Cristal. Os Golems de Cristal querem ficar em paz. Não leves para o lado pessoal.";"Не тревожьте Кристальных големов. Кристальные големы хотят, чтобы их оставили в покое. Ничего личного.";"¡No molestes a los Golems del Cristal! Ellos quieren estar solos. No es nada contra ti.";"Non disturbare i Golem di Cristallo. I Golem di Cristallo vogliono rimanere da soli. Non prenderla sul personale.";"Forstyr ikke Krystal Golems. Krystal Golems vil lades være i fred. Tag det ikke personligt.";"Stör inte Kristall Golems. Kristall Golems vill vara ensamma. Ta det inte personligt.";"Stoor de kristal Golems niet. kristal Golems willen graag alleen blijven. Neem het niet persoonlijk.";"Nie przeszkadzaj Kryształowym Golemom. Kryształowe Golemy chcą być same. To nic osobistego.";"Älä häiritse kristalligolemeja. Kristalligolemit haluavat olla rauhassa. Älä ota tätä henkilökohtaisesti.";"Não perturbe os Golems de Cristal. Os Golems de Cristal querem ficar em paz. Não leve pro lado pessoal.";"Kristal Golemler'i rahatsız etmeyiniz. Sadece yalnız kalmak istiyorlar, kişisel bir durum değil.";"";"Neruš Krystalové Golemy. Taky chtějí klid, furt je chce někdo překonávat. Neber si to osobně.";"Μην ενοχλείς τα Γκόλεμ Κρυστάλλων. Θέλουν να μείνουν μόνα τους. Μην το πάρεις προσωπικά.";"Ne háborgasd a Kristály Gólemeket. A Kristály Gólemek egyedül szeretnének lenni. Ne vedd sértésnek.";"";"Nu deranjați Golemurile de cristal. Golemurile de cristal vor să fie lăsate în pace. Nu-l lua personal.";"No molestes a los Golems de Cristal. Los Golems de Cristal prefieren la soledad. No lo tomes personal";"Не турбуйте Кристальних Големів. Кристальні Големи хочуть побути на самоті. Не сприймайте це особисто.";"لا تغضب عمالقة الكرستال, عمالقة الكرستال يحبون ان يتركوا ة شئنهم, لا تأخذها على محمل شخصي";"不要打扰水晶魔像。水晶魔像希望有点自己的时间。请别认为是针对你的。";"不要打擾水晶魔像。水晶魔像希望有點自己的時間。請別往心裡去。";"";"수정 골렘을 방해하지 마세요. 수정 골렘은 혼자 있기를 원합니다. 사적인 감정이 있는 건 아닙니다.";"";""
"friendlist_add_golems_confirm";"Och Menno!";"Come on!";"Allez!";"Vamos!";"Давай!";"¡Venga ya!";"Andiamo!";"Kom så!";"Kom igen!";"Kom op!";"No dawaj!";"Älä viitsi!";"Ah! Vamos lá!";"Hadi canım!";"";"Ale no tak!";"Άντε έλα!";"Ne már!";"";"Haide!";"¿De enserio?";"Давай!";"هيا";"一起冲吧！";"來吧！";"";"이런!";"";""
"friendlist_empty_description";"Du hast aktuell noch keine Freunde hinzugefügt. Du kannst andere Spieler von Rise of Legions über ihre Freund-ID hinzufügen oder auch direkt, wenn ihr auf Steam befreundet seid.";"Nobody here yet. Add other players via their Friend-ID";"Il n'y a encore personne. Ajoutez d'autres joueurs via leur ID d'amis";"Não há ninguém aqui ainda. Adiciona outros jogadores pelo ID deles";"Здесь пока никого нет. Добавление других игроков по их ID друга";"No hay nadie aquí todavía. Añade otros amigos por sus ID";"Qui non c'è ancora nessuno. Aggiungi altri giocatori tramite il loro Codice Amico";"Ingen her, endnu. Tilføj andre spiller via deres Venne-ID";"Ingen här än. Lägg till andra spelare via deras Vän-ID";"Je hebt nog geen vrienden. Voeg vrienden toe met hun vrienden-ID";"Jeszcze nikogo nie ma. Dodaj innych graczy poprzez ich ID-Przyjaciela";"Täällä ei ole ketään vielä. Lisää muita pelaajia kaveritunnuksella";"Não há ninguém aqui ainda. Adicione outros jogadores por meio do ID deles";"Hiç arkadaşın yok. Oyuncu kimliğini kullanarak yeni arkadaşlar ekle";"";"Nějak prázdno. Přidej si ostatní hráče přes jejich Friend-ID";"Κανείς ακόμα εδώ. Πρόσθεσε άλλους παίχτες με τις Ταυτότητες-Φίλου";"";"";"Nimeni încă aici. Adăugați alți jucători prin ID-ul lor de prietenie";"Vacio. Añade a otros jugadores atraves de su ID de amistad";"Тут ще нікого немає. Додайте інших гравців через ID друга";"لا يوجد احد, قم بأضافة اصدقاء اخريان عن طريق هوايتهم";"清单目前是空的。请透过好友昵称加入好友";"清單目前是空的。請透過好友暱稱加入好友";"";"아직 아무도 없습니다. 친구 ID를 통해 다른 플레이어를 추가하세요.";"";""
"friendlist_friend_id";"Freund-ID: %d";"Friend-ID: %d";"ID d'ami: %d";"ID: %d";"ID друга: %d";"ID-Amigo: %d";"Codice Amico: %d";"Friend-ID";"Vän-ID: %d";"Vriend-ID";"ID-Przyjaciela: %d";"Kaveritunnus: %d";"Amigo-ID: %d";"Kimlik: %d";"Приятелско ID: %d";"Friend-ID: %d";"Ταυτότητα-Φίλου: %d";"Barátkód: %d";"";"ID-ul prietenului:%d";"ID-de amistad:";"ID друга: %d";"هوية الصديق";"好友 ID： %d";"好友暱稱： %d";"";"친구 ID: %d";"";""
"friendlist_playericon_list_caption";"Wähle ein Icon für dein Profil!";"Choose an icon for your profile!";"Choisissez une icône pour votre profil!";"Escolhe um icon para o teu perfil!";"Выберите иконку для вашего профиля!";"¡Elige un icono para tu perfil!";"Scegli un'icona per il tuo profilo!";"Vælg et ikon til din profil!";"Välj en ikon för din profil!";"Kies een icoon voor jouw profiel!";"Wybierz ikonę profilu!";"Valitse ikoni!";"Escolha um ícone para o seu perfil!";"Profilin için bir simge belirle!";"Избери си иконка за профила!";"Vyber si profilovou ikonu!";"Διάλεξε ένα εικονίδιο για το προφίλ σου!";"Válassz profilképet!";"";"Selectează o imagine pentru profilul tău!";"Elige un icono de perfil";"Вибрати іконку для вашого профілю!";"اختيار ايقونتك الشخصية";"为您的资料选择一个图标！";"請為自己挑選一個圖標！";"";"프로필 아이콘을 선택하세요!";"";""
"popupmenu_choose_playericon";"Profilicon ändern";"Change profile icon";"Modifier l'icône du profil";"Mudar ícon de perfil";"Изменить иконку профиля";"Cambiar Icono de Perfil";"Cambia icona del profilo";"Skift profilikon";"Ändra profil ikon";"Verander profiel icoon";"Zmień ikonę profilu";"Vaihda profiilin ikoni";"Trocar ícone do perfil";"Profil simgeni değiştir";"Смени си иконката на профила";"Změň ikonu profilu";"Άλλαξε εικονίδιο προφίλ";"Változtass profilképet";"";"Administrează Iconița Profilului";"Cambiar icono de perfil";"Змінити іконку профілю";"تغير الايقونة";"改变您的代表图标";"改變你的代表圖標";"";"프로필 아이콘 변경";"";""
"popupmenu_invite_to_game";"Ins Team einladen";"Invite to team";"Inviter dans l'équipe";"Convidar para equipa";"Пригласить в команду";"Invitar al equipo";"Invita in squadra";"Inviter til hold";"Bjud in till lag";"Voeg toe op steam";"Zaproś do drużyny";"Kutsu joukkueeseen";"Convidar para o equipe";"Takıma davet et";"Покани в отбор";"Pozvat do party";"Προσκάλεσε σε ομάδα";"Meghívás csapatba";"";"Invită în echipă";"Invitaral equipo";"Запросити в команду";"اضافة الى الفريق";"邀请至队伍";"邀請至隊伍";"";"파티에 초대";"เชิญเข้าสู่ทีม";""
"popupmenu_kick_player";"Vom Team entfernen";"Kick player";"Retirer le joueur";"Expulsar jogador";"Выгнать игрока";"Expulsar jugador";"Espelli giocatore";"Kick spiller";"Sparka spelaren";"Verwijder speler";"Wyrzuć gracza";"Potki pelaaja";"Expulsar jogador";"Oyuncuyu at";"Изритай играч";"Vyhodit hráče";"Εκδίωξε τον παίκτη";"Játékos kirúgása";"";"Dă afară jucatorul";"Expulsar jugador";"Вигнати гравця";"طرد الاعب";"踢除玩家";"踢出玩家";"";"플레이어 추방";"แตะผู้เล่น";""
"popupmenu_leave_team";"Team verlassen";"Leave team";"Quitter l'équipe";"Sair da equipa";"Покинуть команду";"Dejar equipo";"Lascia squadra";"Forlad hold";"Lämna laget";"Team verlaten";"Opuść drużynę";"Lähde joukkueesta";"Sair da equipe";"Takımdan ayrıl";"Напусни отбора";"Opustit partu";"Φύγε απ' την ομάδα";"Csapat elhagyása";"";"Ieşi din echipă";"Dejar el equipo";"Залишити команду";"ترك الفريق";"离开队伍";"離開隊伍";"";"파티 나가기";"ออกจากทีม";""
"popupmenu_promote_player";"Zum Anführer befördern";"Promote to leader";"Promouvoir en leader";"Promover a líder";"Продвинуться до уровня лидера";"Ascender a lider";"Promuovi a leader";"Promover til leder";"Gör till ledare";"Promoveren tot leider";"Awansuj na dowódcę";"Ylennä johtajaksi";"Promover a líder";"Lider ata";"";"Předat velitelství";"Προμόταρε σε αρχηγό";"Kinevezés vezetővé";"";"Promovează la lider";"Promover a Jefe";"Просунутися до рівня лідера";"ترفيع لقائد";"提升为队长";"提升為隊長";"";"파티장으로 임명";"";""
"popupmenu_remove_friend";"Entfernen";"Remove";"Enlever";"Remover";"Убрать";"Eliminar";"Rimuovi";"Fjern";"Ta bort";"Verwijderen";"Usuń";"Poista";"Remover";"Sil";"Премахни";"Odebrat";"Αφαίρεσε";"Eltávolítás";"";"Elimină";"Eliminar";"Видалити";"حذف";"移除";"移除";"";"삭제";"";""
"popupmenu_send_message";"Chat öffnen";"Open chat";"Ouvrir le chat";"Abrir chat";"Открыть чат";"Abrir chat";"Apri chat";"Åben chat";"Öppna chatt";"Open chat";"Otwórz czat";"Avaa keskustelu";"Abrir chat";"Sohbeti aç";"Отвори чата";"Otevřít chat";"Άνοιξε συνομιλία";"Chat megnyitása";"";"Deschideţi Chat";"Abrir chat";"Відкрити чат";"فتح الدردشة";"开启聊天";"開啟對話";"";"채팅창 열기";"เปิดการสนทนา";""
"popupmenu_spectate";"Spiel zuschauen";"Spectate game";"Regarder la partie";"Assistir ao jogo";"Наблюдать за игрой";"Especta el juego";"Guarda partita";"";"Åskåda spel";"";"Obserwuj grę";"";"Assitir o jogo";"Oyunu seyret";"Гледай игра";"Sleduje hru";"Παρακολούθηση παιχνιδιού";"Játék nézése";"";"Spectator la joc";"Observar la partida";"Спостерігати за грою";"مشاهدة";"观看战局";"觀看遊戲";"";"관전하기";"ดูการแข่งขัน";""
"friendlist_refer_a_friend";"Freund werben";"Refer a friend";"Référez un ami";"Referencia um amigo";"Пригласить друга";"Recomendar a un amigo(a)";"Recluta un amico";"";"Värva en vän";"";"Poleć znajomemu";"";"Recrutar amigo";"Arkadaşına öner";"";"Doporuč přítele";"Ανάφερε ένα φίλο";"";"";"Invită-ți prietenii";"Recomendar a un amigo";"Запросити друга";"ارشاد صديق";"推荐给一位朋友";"推薦朋友";"";"친구 추천";"เชิญเพื่อน";""
"refer_a_friend_dialog_text";"Für jeden Freund den du wirbst erhaltet ihr beide einen Werbebonus von 1000 Kristallen.";"For each friend you refer, you both receive a referral bonus of 1000 Crystals.";"Pour chaque ami que vous référez, vous recevez chacun un bonus de référence de 1000 crystaux.";"Por cada amigo que referenciares, ambos recebem um bonus de referencia de 1000 Cristais.";"За каждого друга, которого вы приглашаете, вы оба получаете реферальный бонус в размере 1000 кристаллов.";"Por cada amigo que recomiende, ambos recibirán un bono de recomendación de 1,000 Cristales.";"Per ogni amico che recluti, entrambi ricevete un bonus reclutamento di 1000 Cristalli.";"";"För varje vän du värvar, så får ni båda en värvarbonus på 1000 Kristaller.";"";"Z każdym poleconym przyjacielem oboje dostajecie 1000 krzyształów.";"";"Para cada amigo que você recrutar, ambos receberão um bônus de 1000 cristais.";"Önerdiğin her arkadaşın için, arkadaşınla beraber 1000 kristal kazan.";"";"Za každé potvrzené doporučení oba obdržíte 1'000 Krystalů.";"Για κάθε φίλο που αναφέρεις, κι οι δυο παίρνεται ένα μπόνους αναφοράς 1.000 Κρυστάλλων.";"";"";"Pentru fiecare prieten la care faceți referire, primiți amândoi un bonus de recomandare de 1000 de cristale.";"Por cada amigo al que le recomiendo Rise of Legions. Recibira 1000 Cristales";"За кожного друга, якого ви запрошуєте, ви обидва отримуєте реферальний бонус у розмірі 1000 кристалів.";"لكل صديق تجلبه تحصلون كلاكما على 1000 كرستالة";"每当您推荐一位朋友，您和您推荐的朋友都将收到 1000 水晶。";"每當你推薦一個朋友，你和你推薦的朋友都將收到 1000 水晶。";"";"추천한 친구마다, 양쪽 모두 수정 1000개를 추천 보상으로 받습니다.";"สำหรับเพื่อนแต่ละคนที่คุณเชิญ ทั้งคู่จะได้รับคริสตัล 1000 อัน";""
"refer_a_friend_dialog_instructions";"Dein Freund kann deine Freundes-ID im Shop unter ""Bonuscode einlösen"" eingeben, um sich von dir werben zu lassen. Um geworben werden zu können, muss der Account mindestens Level 5 erreicht haben.";"Your friend can submit the referral by entering your friend ID in the “Redeem Bonus Code” menu in the Shop. To unlock the referral rewards your friend must be at least level 5.";"Votre ami peut soumettre sa référence en entrant votre ID d'ami dans le menu ""Échangez le code bonus"" de la boutique. Pour déverrouiller les récompenses de référence votre ami doit être au moins niveau 5.";"O teu amigo pode enviar a indicação inserindo o teu ID de amigo no menu ""Resgatar código de bonus"" na loja. Para desbloquear as recompensas de referência, o teu amigo tem de ser no mínimo nível 5.";"Ваш друг может стать вашим рефералом, введя идентификатор своего друга в меню «использовать бонус код» в Магазине. Чтобы разблокировать реферальные награды, ваш друг должен быть как минимум 5 уровня.";"Su amigo puede enviar la referencia ingresando su ID de amigo en el menú ""Redimir Código de Bonificación"" en la Tienda. Para desbloquear las recompensas de referidos, tu amigo debe tener al menos el nivel 5.";"Il tuo amico può attivare il reclutamento scrivendo il tuo codice amico in ""Riscatta Codice Bonus"" nel Negozio. Per sbloccare le ricompense di reclutamento il tuo amico deve essere almeno di livello 5.";"";"Din vän kan skicka in värvningen genom att ange ditt vän-ID i menyn ""Lös in bonuskod"" i butiken. För att låsa upp värvnings belöningar måste din vän vara minst nivå 5.";"";"Twój przyjaciel może wpisać kod polecający wpisując twoje ID przyjaciela w zakładce ""Wykorzystaj Kod Bonusowy"" w Sklepie. Aby odblokować nagrody z polecenia twój przyjaciel musi mieć przynajmniej 5 poziom.";"";"Seu amigo pode validar o recrutamento digitando o ID de amigo na área ""Resgatar Código Bônus"" no menu da Loja. Para desbloquear o prêmio de recrutamento seu amigo precisa estar no mínimo no nível 5.";"Arkadaşın sana Dükkan'dan ""Bonus Kodu Bozdur"" sekmesine gidip senin kimliğini yazarak öneri yollayabilir. Öneri ödüllerini kazanabilmek için arkadaşının en az seviye 5 olması gerekir.";"";"Přítel může zadat referal vložení tvého Friend-ID do ""Bonusový Kód"" v menu Obchodu. Pro obdržení odměny za doporuče přítel musí dosáhnout úrovně 5.";"Ο φίλος σου μπορεί να υποβάλει την αναφορά εισάγοντας τη δική σου ταυτότητα φίλου στο μενού «Εξαργύρωση Κωδικού Μπόνους» στο Κατάστημα. Για να ξεκλειδώθούν οι ανταμοιβές αναφοράς, ο φίλος σου πρέπει να είναι τουλάχιστον στο επίπεδο 5.";"";"";"Prietenul tău poate trimite recomandarea introducând ID-ul prietenului tău în meniul „Codul bonusului de răscumpărare” din magazin. Pentru a debloca recompensele de recomandare, prietenul dvs. trebuie să fie cel puțin la nivelul 5.";"Tu amigo puede ingresar tu codigo de recomendacion metiendo tu ID en el menu de la tienda ""Codigo Bonus"". Para recibir las recompensas de recomendacion tu amigo debe ser nivel 5 ";"Ваш друг може стати вашим рефералом, ввівши ID свого друга в меню «використовувати бонус код» в Магазині. Щоб розблокувати реферальні нагороди, ваш друг повинен бути як мінімум 5 рівня.";"بأمكان صديقك ان يدخل هويتك التعريفية في حقل الارشاد في السوق. لفتح جوائز الارشاد يجب ان يكون صديقك على الاقل في المستوى الخامس";"您的朋友可以透过商店内的“兑换礼品码”选单中打入您的好友昵称来推荐您。您的朋友得先达到至少等级五以后才能解锁推荐奖励。";"你的朋友可以透過商店內的「兌換禮品碼」選單中打入你的好友暱稱來推薦你。你的朋友得先達到至少等級五以後才能解鎖推薦獎勵。";"";"친구가 상점에 있는 ""보너스 코드 사용하기"" 메뉴에서 당신의 ID를 입력하면 추천을 받을 수 있습니다. 추천 보상을 잠금 해제하려면 친구가 5레벨 이상이어야 합니다.";"";""
