"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"teambuilding_qenodecksnotset";"Alle Spieler müssen ein Deck wählen.";"All players have to choose a deck.";"Tous les joueurs doivent choisir un deck.";"Todos os jogadores têm de escolher um deck.";"Все игроки должны выбрать колоду.";"Todos los jugadores deben elegir un mazo.";"Tutti i giocatori devono selezionare un mazzo.";"Alle spillere skal vælge et deck.";"";"Alle spelers dienen een dek te kiezen.";"Wszyscy gracze muszą wybrać talię.";"Kaikkien pelaajien on valittava pakka.";"Todos os jogadores escolheram um deck.";"Tüm oyuncular deste seçmelidir.";"";"Všichni hráči si musí vybrat balíček.";"Όλοι οι παίκτες πρέπει να επιλέξουν μια τράπουλα.";"Minden játékosnak kell választani egy paklit.";"";"Toți jucătorii trebuie să aleagă o punte.";"Todos los jugadores tienen que elegir un paquete.";"Всі гравці повинні вибрати колоду.";"";"所有玩家需要选择一个牌组";"所有玩家需要選擇一個卡組";"";"모든 플레이어가 덱을 선택해야 합니다.";"";""
"teambuilding_qenonotleader";"Nur der Teamleiter kann das Spiel starten.";"Only the team leader can start the game.";"Seul le chef d'équipe peut commencer la partie.";"Apenas o lider pode iniciar o jogo.";"Только лидер команды может запустить игру.";"Solo el líder del equipo puede iniciar la partida.";"Solo il leader della squadra può iniziare la partita.";"Kun holdlederen kan starte spillet.";"";"Enkel de team leider kan het spel starten.";"Tylko dowódca drużyny może zacząć grę.";"Vain joukkueenjohtaja voi aloittaa pelin.";"Apenas o líder da partida pode iniciar o jogo.";"Sadece takım lideri oyunu başlatabilir.";"";"Pouze velitel party může zapnout zápas.";"Μόνο ο αρχηγός τής ομάδας μπορεί να ξεκινήσει το παιχνίδι.";"Csak a csapat vezetője indíthatja el a meccskeresést.";"";"Doar șeful echipei poate începe jocul.";"Sólo el líder del equipo puede comenzar el juego.";"Тільки лідер команди може почати гру.";"";"只有队长可以开始游戏";"只有隊長可以開始游戲";"";"파티장만 게임을 시작할 수 있습니다.";"";""
"teambuilding_qenoscenarionotset";"Der Spielmodus ist noch nicht gewählt.";"The game mode is not set.";"Le mode de jeu n'est pas sélectionné.";"O modo de jogo não foi selecionado.";"Режим игры не установлен.";"El modo de juego no a sido elegido.";"La modalità di gioco non è impostata.";"Spiltypen er ikke valgt.";"";"Het speelmodus is niet ingesteld.";"Tryb gry nie jest ustawiony.";"Pelimuotoa ei ole valittu.";"O modo de jogo não foi selecionado.";"Oyun türü belirlenmedi.";"";"Není nastaven mód hry.";"Η λειτουργία παιχνιδιού δεν έχει οριστεί.";"Nincs játékmód kiválasztva.";"";"Modul de joc nu este setat.";"El modo de juego no está establecido.";"Ігровий режим не встановлений.";"";"未设定游戏模式";"未設定游戲模式";"";"게임 모드가 선택되지 않았습니다.";"";""
"teambuilding_qenotoomanyplayers";"Es gibt zu viele Spieler für den aktuellen Spielmodus.";"There are too many players for the chosen game mode.";"Il y a trop de joueurs pour le mode de jeu choisi.";"Existem jogadores a mais para o modo de jogo escolhido.";"Слишком много игроков для выбранного режима игры.";"Hay demasiados jugadores para el modo de juego elegido.";"Ci sono troppi giocatori per la modalità selezionata.";"Der er for mange spillere til den valgte spiltype.";"";"Er zijn te veel spelers voor het gekozen spelmode.";"Zbyt dużo graczy do tego trybu gry.";"Pelaajia on liikaa valittuun pelimuotoon.";"Há muitos jogadores para o modo de jogo escolhido.";"Oyuncu sayısı, seçilen oyun türü için çok fazla.";"";"Příliš mnoho hráčů pro vybraný herní režim.";"Υπάρχουν υπερβολικά πολλοί παίκτες για την επιλεγμένη λειτουργία παιχνιδιού.";"Túl sok játékos van a kiválasztott játékmódhoz.";"";"Există prea mulți jucători pentru modul de joc ales.";"Hay demasiados jugadores para el modo de juego elegido.";"Забагато гравців для вибраного режиму гри.";"";"过多玩家进行此游戏模式";"過多玩家進行此游戲模式";"";"선택한 게임 모드에 플레이어가 너무 많습니다.";"";""
"teambuilding_qeNoNotEnoughPlayers";"Es gibt zu wenig Spieler für den aktuellen Spielmodus. Lade weitere Freunde ein.";"There are not enough players for the chosen game mode. Invite more friends to play.";"Il n'y a pas assez de joueurs pour le mode de jeu choisi. Invitez d'autres amis à jouer.";"Não há jogadores suficientes para o modo de jogo escolhido. Convida mais amigos para jogar.";"Не хватает игроков для выбранного режима игры. Пригласите больше друзей, для начала игры.";"No hay suficientes jugadores para este modo de juego. Invita a mas amigos para jugar.";"Non ci sono abbastanza giocatori per la modalità selezionata. Invita più amici a giocare.";"Der er ikke nok spillere til den valgte spiltype. Invitér flere venner for at spille.";"";"Er zijn niet genoeg spelers voor het gekozen spelmodus. Nodig meer vrienden uit om te spelen.";"Nie ma wystarczającej ilości graczy do tego trybu gry. Zaproś więcej znajomych.";"Pelaajia on liian vähän valittuun pelimuotoon. Kutsu lisää kavereita peliin.";"Não há jogadores suficientes para o modo de jogo escolhido. Convide mais alguns para jogar.";"Oyuncu sayısı, seçilen oyun türü için yeterli değil. Oynamak için daha fazla oyuncu davet ediniz.";"";"Není zde dostatek hráčů pro vybraný herní režim. Pozvi více přátel do party.";"Δεν υπάρχουν αρκετοί παίκτες για την επιλεγμένη λειτουργία παιχνιδού. Προσκάλεσε κι άλλους φίλους να παίξετε.";"Nincs elég játékos a kiválasztott játékmódhoz. Hívj több barátot játszani.";"";"Nu sunt suficienți jucători pentru modul de joc ales. Invitați mai mulți prieteni să se joace.";"No hay suficientes jugadores para el modo de juego elegido. Invita a más amigos a jugar.";"Не вистачає гравців для вибраного режиму гри. Запрошуйте друзів, щоб грати.";"";"不够玩家进行此游戏模式。邀请更多好友游玩";"不夠玩家進行此游戲模式。邀請更多好友游玩";"";"선택한 게임 모드에 플레이어가 부족합니다. 친구를 더 초대하세요.";"";""
"teambuilding_qeyes";"In die Warteschlange gehen";"Go into queue";"Aller dans la file d'attente";"Entrar para a fila";"Вход в очередь";"Encontrar partida";"Vai alla coda di ricerca";"Kø op";"";"Ga in de wachtrij";"Wejdź do kolejki";"Mene jonoon";"Vá para fila";"Sıraya git";"";"Hledat zápas";"Μπες σε ουρά αναμονής";"Meccskeresés indítása";"";"Intră în aşteptare";"Ir a la cola";"Перейдіть у чергу";"";"加入到队列中";"加入到隊列中";"";"대기열 들어가기";"";""
"teambuilding_queue_count_hint";"Spieler in der Warteschlange";"Players in queue";"Joueurs en file d'attente";"Jogadores em espera";"Игроки в очереди";"Jugadores en cola";"Giocatori in coda di ricerca";"Spillere i kø";"";"Spelers in wachtrij";"Gracze w kolejce";"Pelaajia jonossa";"Jogadores na fila";"Sıradaki oyuncular";"";"Hráči ve vyhledávání";"Παίκτες σε αναμονή";"Sorban lévő játékosok";"";"Jucători în aşteptare";"Jugadores en cola";"Гравців в черзі";"";"玩家排队中";"玩家排隊中";"";"대기열에 있는 플레이어";"";""
"teambuilding_queue_time_hint";"Zeit in der Warteschlange";"Time in queue";"Temps en file d'attente";"Tempo de espera";"Время в очереди";"Tiempo en cola";"Tempo in coda";"Tid i kø";"";"Tijd in wachtrij";"Czas w kolejce";"Aika jonossa";"Tempo na fila";"Geçen zaman";"";"Čas ve vyhledávání";"Χρόνος στην αναμονή";"Sorban eltelt idő";"";"Ora in aşteptare";"Tiempo en cola";"Час в черзі";"";"已排队时间";"已排隊時間";"";"대기 시간";"";""
"teambuilding_queue_abort";"Abbrechen";"Leave queue";"Quitter la file d'attente";"Sair da fila";"Покинуть очередь";"Salir de la Cola";"Lascia coda";"Forlad kø";"";"Verlaat wachtrij";"Opuść kolejkę";"Lähde jonosta";"Sair da fila";"Sıradan ayrıl";"";"Odejít z vyhledávání";"Φύγε από την αναμονή";"Meccskeresés elhagyása";"";"Părăsește lista de așteptare";"Dejar cola";"Покинути чергу";"";"离开队列";"離開隊列";"";"대기열 나가기";"";""
"teambuilding_queue_server_full";"Die Spieleserver sind momentan überlastet. Es wird auf einen freien Platz gewartet...";"The game servers are full. Waiting for a free slot...";"Les serveurs de jeu sont pleins. En attente d'une place libre...";"Os servidores estão cheios. À espera de um espaço livre...";"Игровые сервера переполнены. Ожидание свободного слота...";"Los servidores están llenos. Esperando por un hueco libre...";"I server di gioco sono pieni. In attesa di uno slot libero...";"Spilserverne er fulde. Venter på en ledig plads...";"";"De speelservers zijn vol. Wachten op vrije ruimte...";"Serwery gry są pełne. Oczekiwanie na wolne miejsce...";"Pelipalvelimet ovat täynnä. Odotetaan vapaata paikkaa...";"Os servidores do jogos estão cheios. Esperando por um espaço vazio...";"Tüm oyun sunucuları dolu. Boş sunucu için bekleniyor...";"";"Herní servery jsou plné. Čeká se na volné místo...";"Οι διακομιστές τού παιχνιδιού είναι πλήρεις. Περίμενε για μια ελεύθερη θέση...";"A játék szerverei tele vannak. Várakozás egy üres helyre...";"";"Serverele de joc sunt pline. Așteptați un slot disponibil...";"Los servidores de juegos están llenos. Esperando una lugar disponible...";"Ігрові сервера повні. Чекаємо вільний слот...";"";"游戏伺服器满人。请等候空位。。。";"游戲伺服器滿人。請等候空位。。。";"";"게임 서버가 가득 찼습니다. 남는 자리를 기다리고 있습니다...";"";""
"teambuilding_ranked_disabled";"Gewertete Spiele sind momentan nicht verfügbar.";"Ranked games are currently disabled.";"Les parties classées sont actuellement désactivées.";"Jogos competitivos estão desativados.";"Ранговые игры в данный момент не доступны.";"Las partidas clasificadorias están actualmente desactivadas.";"Le partite classificate sono al momento disabilitate.";"";"";"Competitieve spellen zijn momenteel uitgeschakeld.";"Gry turniejowe są obecnie wyłączone.";"Ranked-pelit ovat toistaiseksi poissa käytöstä.";"Partidas competitivas estão temporariamente desabilitadas.";"Dereceli oyunlar geçici olarak devre dışı.";"";"Ranked zápasy jsou aktuálně deaktivovány.";"Τα παιχνίδια κατατάξης είναι προς το παρόν απενεργοποιημένα.";"A rangsorolt meccsek jelenleg ki vannak kapcsolva.";"";"În prezent, jocurile de clasament sunt dezactivate.";"Los juegos clasificados están actualmente deshabilitados.";"В даний час рангові ігри відключені.";"";"排位模式暂时停止";"排位模式暫時停止";"";"랭크 게임은 현재 사용할 수 없습니다.";"";""
"teambuilding_start_queue";"Start";"Start";"Commencer";"Começar";"Запустить";"Iniciar";"Inizia";"Start";"";"Starten";"Start";"Aloita";"Começar";"Başla";"";"Start";"Έναρξη";"Meccskeresés";"";"Start";"Iniciar";"Почати";"";"开始";"開始";"";"시작";"";""
"teambuilding_teamleader";"Teamleiter";"Teamleader";"Chef d'équipe";"Líder de Equipa";"Лидер команды";"Lider de Equipo";"Leader della squadra";"Holdleder";"";"Teamleider";"Lider drużyny";"Joukkueenjohtaja";"Líder do Time";"Takım lideri";"";"Velitel party";"Αρχηγός ομάδας";"Csapatvezető";"";"Lider de echipă";"Líder de equipo";"Командир";"";"队长";"隊長";"";"파티장";"";""
"matchmaking_team_invite_message";"Du wurdest von %s in ein Team eingeladen!";"You have been invited by %s to join a team!";"Vous avez été invité par %s à rejoindre une équipe!";"Foste convidado por %s para te juntares à equipa!";"%s пригласил вас присоединиться к команде!";"¡Has sido invitado por %s para jugar en un equipo!";"Sei stato invitato da %s ad unirti alla squadra!";"Du er blevet inviteret af %s til et hold!";"";"U werd uitgenodigd door %s om aan te sluiten in een team!";"Zostałeś zaproszony przez %s do drużyny!";"%s on kutsunut sinut joukkueeseen!";"Você foi convidado por %s para se juntar ao time!";"%s tarafından takıma davet edildiniz!";"";"Byl jsi pozván %s pro připojení do party!";"Ο/Η %s σε προσκάλεσε να συμμετάσχεις σε μια ομάδα!";"%s meghívott téged játszani, hogy csatlakozz hozzá!";"";"Ai fost invitat de %s să vă alăturați unei echipe!";"¡ %s te ha invitado a unirte a un equipo!";"Ви були запрошені %s приєднатися до команди!";"";"您被%s邀请加入队伍！";"您被%s邀請加入到隊伍！";"";"%s님에게 파티 권유를 받았습니다!";"";""
"teambuilding_mode_pvp_plural";"Schnellsuchen";"Quick Matches";"Parties rapides";"Partidas Rápidas";"Быстрые матчи";"Partida Rápida";"Partite Veloci";"";"";"Snelle wedstrijden";"Szybka Gra";"Pikaottelut";"Jogos Rápidos";"Hızlı Oyun";"";"Rychlé Hry";"Γρήγορα Ματς";"Gyorsmeccsek";"";"Meci rapid";"Partidas rápidas";"Швидкі Матчі";"";"快速匹配";"快速匹配";"";"빠른 대전";"";""
"teambuilding_mode_pvp_duo";"2 vs 2 Schnellsuche";"2v2 Match";"Partie 2v2";"Partida 2v2";"Матч 2x2";"Partido 2v2";"Partita 2vs2";"";"";"2v2 Wedstrijd";"mecz 2v2";"";"2x2";"2v2";"";"2v2 Zápasy";"ΜΑΤΣ 2ε2";"2v2 Meccs";"";"Meci 2vs2";"Partido 2v2";"Матч 2х2";"";"2v2匹配";"2v2匹配";"";"2대2 대전";"";""
"teambuilding_selected_deck";"Ausgewähltes Deck:";"Selected Deck:";"Deck sélectionné:";"Deck escolhido:";"Выбранная колода:";"Mazo Seleccionado";"Mazzo Selezionato:";"";"";"Geselecteerde dek:";"Wybierz Talię:";"Valittu kansi:";"Deck Selecionado:";"Seçili Deste:";"";"Vybraný Balíček:";"Επιλεγμένη Τράπουλα:";"Kiválasztott pakli:";"";"Puntea Selectată:";"Paquete Seleccionado:";"Вибрані Колоди:";"";"选择牌组：";"選擇卡組：";"";"선택된 덱:";"";""
"teambuilding_mode_pve_duo";"Kooperativ gegen die Golems";"Co-op Challenge";"Défi en co-op";"Desafio Co-op";"Кооператив";"Desafío de Cooperación";"Sfida Co-op";"";"";"Cooperatieve Uitdaging";"Wyzwanie Co-op";"";"Cooperativo";"Co-op";"";"Co-op Výzva";"Συνεργατική Πρόκληση";"Közös Próba";"";"Provocarea Co-op";"Desafío de Cooperación";"Кооперативний виклик";"";"共同挑战";"共同挑戰";"";"협력 도전";"";""
"teambuilding_match_hint_team_not_equal_league";"Eure Decks haben unterschiedliche §league_plural. Die höchste §league bestimmt die §league des Matches!";"Your decks have different tiers. The highest tier determines the match's tier!";"Vos decks ont des paliers différents. Le palier le plus élevé détermine celui de la partie!";"Os vossos baralhos têm categorias diferentes. A categoria mais alta vai determinar a categoria da partida!";"Ваши колоды имеют разные уровни. Самый высокий уровень определяет уровень матча!";"Sus mazos tienen diferentes niveles. ¡El nivel más alto determina el nivel del partido!";"Il tuo mazzo è di una lega differente. La lega più alta determina la lega della partita!";"";"";"Uw dek heeft verschillende niveau's. Het hoogste niveau bepaalt het niveau van het wedstrijd!";"Twoje talie mają różne poziomy. Najwyższy poziom determinuje poziom meczu!";"";"Seus decks têm elos diferentes. O maior dentre eles determinará o elo predominante da partida!";"Destende farklı aşamada olan kartlar var. En yüksek aşamaya sahip olan kart senin oynayacağın aşamayı belirler!";"";"Vaše balíčky jsou různé úrovně. Nejvyšší úroveň určuje úroveň zápasu!";"Οι τράπουλές σου έχουν διαφορετικές βαθμίδες. Η υψηλότερη ορίζει και τη βαθμίδα τού ματς!";"A paklijaitok különböző szintűek. A legnagyobb szintű határozza meg a meccs szintjét!";"";"Punțile dvs. au diferite niveluri. Cel mai înalt nivel determină nivelul meciului!";"Sus paquetes tienen diferentes niveles. ¡El nivel más alto determina el nivel del partido!";"Ваші карти мають різні рівні. Найвищий рівень визначає рівень матчу!";"";"您的牌组拥有不同阶级的卡牌。最高阶级的卡牌将会决定此场游戏的级别";"您的卡組擁有不同階級的卡牌。最高階級的卡牌將會決定此場游戲的敵人階級";"";"현재 덱에 티어가 뒤섞여있습니다. 가장 높은 티어가 대전의 티어를 결정합니다!";"";""
