"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"tutorial_text_melee_tower";"Du brauchst mehr Einheiten! Du kannst mehr <span class=""keyword mana"">beschwören</span> um anzugreifen.";"You need more units! You can <span class=""keyword mana"">Summon</span> more to attack.";"Vous avez besoin de plus d'unités! Vous pouvez en <span class=""keyword mana"">invoquer</span> plus pour attaquer.";"Precisas de mais unidades! Podes <span class=""keyword mana"">Convocar</span> mais para atacar.";"Вам нужно больше юнитов! Вы можете <span class=""keyword mana"">призвать</span> больше боевых юнитов.";"¡Necesitas más unidades! Puedes <span class=""keyword mana"">invocar</span> más para atacar.";"Hai bisogno di più unità! Puoi <span class=""keyword mana"">Evocarne</span> di più per attaccare.";"";"Du behöver fler enheter! Du kan <span class=""keyword mana"">kalla</span> mer att attackera.";"";"Potrzebujesz więcej jednostek! Możesz <span class=""keyword mana"">przyzwać</span> więcej do ataku.";"Tarvitset lisää yksiköitä! Voit <span class=""keyword mana"">kutsua</span> hyökkäykseen lisäyksikköjä.";"Você precisa de mais unidades! Você pode <span class=""keyword mana"">Invocar</span> mais para atacar.";"Daha fazla birime ihtiyacın var! Saldırmak için daha fazla <span class=""keyword mana"">birim çağırabilirsin</span>.";"";"Potřebuješ více jednotek! Můžeš <span class=""keyword mana"">Vyvolat</span> další pro útok.";"Χρειάζεσαι περισσότερες μονάδες! Μπορείς να <span class=""keyword mana"">Επιστρατεύσεις</span> περισσότερες για να επιτεθείς.";"";"";"Ai nevoie de mai multe unități! Puteți <span class=""keyword mana"">Convoca</span> mai mult pentru a ataca.";"";"Вам потрібно більше юнітів! Ви можете <span class=""mana mana"">викликати</span> більше для атаки.";"";"你需要更多的单位！你可以 <span class=""keyword mana"">召唤</span> 更多的单位来进行攻击。";"你需要更多的單位！你可以 <span class=""keyword mana"">召喚</span> 更多的單位來進行攻擊。";"";"유닛이 더 필요합니다! 더 <span class=""keyword mana"">소환</span>해서 공격하세요.";"";""
"tutorial_text_melee_tower_confirm";"Wird gemacht!";"Can do!";"Je peux le faire!";"Consigo!";"Сейчас!";"¡Puedo hacerlo!";"Si può fare!";"";"Kan göra!";"";"Mogę to zrobić!";"Hoituu!";"Entendido!";"Yapalım!";"";"To by šlo!";"Σίγουρα!";"";"";"Pot face!";"";"Можна зробити!";"";"可以的!";"沒問題！";"";"알겠습니다!";"";""
"tutorial_text_select_archer";"Wähle die <span class=""keyword mana"">Beschwörung Bogenschützen</span> in deinem Deck aus!";"Select <span class=""keyword mana"">Summon Archers</span> from your deck!";"Sélectionnez les <span class=""keyword mana"">archers</span> depuis votre deck pour les invoquer!";"Seleciona <span class=""keyword mana"">Convocar Arqueiros</span> do teu baralho!";"Выберите <span class=""keyword mana"">призвать лучников</span> из вашей колоды!";"¡Selecciona <span class=""keyword mana"">Invocar Arqueros</span> desde tu baraja!";"Seleziona gli <span class=""keyword mana"">Arcieri</span> dal tuo mazzo!";"";"Välj <span class=""keyword mana"">Kalla Bågskytt</span> från ditt däck!";"";"Wybierz <span class=""keyword mana"">Przywanie łuczników</span> z twojej talii!";"Valitse pakastasi <span class=""keyword mana"">Kutsu jousimiehiä</span>!";"Selecione <span class=""keyword mana"">Invocador de Arqueiros</span> do seu deck!";"Destenden <span class=""keyword essence"">§card_name_archer</span>'yu seç!";"";"Vyber <span class=""keyword mana"">Vyvolat Lukostřelce</span> z tvého balíčku!";"Επίλεξε το <span class=""keyword mana"">Επιστράτευση Τοξοτών</span> από την τράπουλά σου!";"";"";"Selectați <span class=""keyword mana"">Convoca Arcași</span> din puntea dvs!";"";"Виберіть <span class=""keyword mana"">Заклик лучників</span> зі своєї колоди!";"";"请由你的牌组中选取 <span class=""keyword mana"">召唤弓手</span> ！";"請由你的牌組中選取 <span class=""keyword mana"">召喚弓手</span> ！";"";"덱에서 <span class=""keyword mana"">궁수 소환</span>을 선택하세요!";"";""
"tutorial_text_drop_description";"Du kannst nur in der grünen Zone <span class=""keyword mana"">beschwören</span>.";"You can only <span class=""keyword mana"">Summon</span> units in the green zone.";"Vous pouvez seulement <span class=""keyword mana"">invoquer</span> des unités dans la zone verte.";"Apenas consegues <span class=""keyword mana"">Convocar</span> unidades na zona Verde.";"Вы можете только <span class=""keyword mana"">призыать</span> юнитов в ""зеленой зоне"".";"Solo puedes <span class=""keyword mana"">invocar</span> unidades en la zona verde.";"Puoi <span class=""keyword mana"">Evocare</span> le unità solamente nell'area verde.";"";"Du kan bara <span class=""keyword mana"">kalla</span> enheter i den gröna zonen.";"";"Możesz <span class=""keyword mana"">Przyzywać</span> jednostek tylko w zielonej strefie.";"Yksikköjä voi <span class=""keyword mana"">kutsua</span> vain vihreälle alueelle.";"Você pode usar somente o <span class=""keyword mana"">Invocador</span> nas partes verdes da zona.";"Sadece yeşil alan içerisinde <span class=""keyword mana"">Birim Çağırabilirsin</span>.";"";"Jednotky můžeš <span class=""keyword mana"">Vyvolávat</span> pouze v zelené zóně.";"Μπορείς να <span class=""keyword mana"">Επιστρατεύσεις</span> μονάδες μόνο μέσα στην πράσινη ζώνη.";"";"";"Poti <span class=""keyword mana"">Convoca</span>unități doar in zona verde.";"";"Ви можете <span class=""keyword mana"">викликати</span> юнітів лише в зеленій зоні.";"";"你只能在绿色区域内 <span class=""keyword mana"">召唤</span> 各类单位。";"你只能在綠色區域內 <span class=""keyword mana"">召喚</span> 各類單位。";"";"초록색 지역에서만 <span class=""keyword mana"">소환</span>할 수 있습니다.";"";""
"tutorial_text_gold_description";"Jede <span class=""keyword mana"">Beschwörung</span> kostet <span class=""keyword mana"">Mana</span>, welches sich über die Zeit auffüllt.";"Each <span class=""keyword mana"">Summon</span> costs <span class=""keyword mana"">Mana</span>, which refills over time.";"Chaque <span class=""keyword mana"">invocation</span> coûte du <span class=""keyword mana"">mana</span>, qui se recharge au fil du temps.";"Cada <span class=""keyword mana"">Convocação</span> custa <span class=""keyword mana"">Mana</span>, que recarrega com o tempo.";"Каждый <span class=""keyword mana"">призыв</span> затрачивает <span class=""keyword mana"">ману</span>, которая заполняется со временем.";"Cada <span class=""keyword mana"">invocación</span> cuesta <span class=""keyword mana"">maná</span>, el cual se rellena con el tiempo.";"Ogni <span class=""keyword mana"">Evocazione</span> costa <span class=""keyword mana"">Mana</span>, che si rigenera nel tempo.";"";"Varje <span class=""keyword mana"">kalla</span> kostar <span class=""keyword mana"">Mana</span>, som fylls över tiden.";"";"Każde <span class=""keyword mana"">Przywanie</span> kosztuje <span class=""keyword mana"">Manę</span>, która odnawia się co jakiś czas.";"Jokainen <span class=""keyword mana"">kutsu</span> maksaa <span class=""keyword mana"">manaa</span>, jota kertyy ajan mittaan.";"Cada <span class=""keyword mana"">Invocador</span> custa <span class=""keyword mana"">Mana</span>, que reabastece automaticamente ao longo do tempo.";"Her <span class=""keyword mana"">Birim Çağırma</span> işlemi için <span class=""keyword mana"">Mana</span> harcanır. <span class=""keyword mana"">Mana</span> kendisini zaman içinde yeniler.";"";"Každé <span class=""keyword mana"">Vyvolání</span> stojí <span class=""keyword mana"">Manu</span>, která se průběžně obnovuje.";"Κάθε <span class=""keyword mana"">Επιστράτευση</span> κοστίζει <span class=""keyword mana"">Μάνα</span>, που ανανεώνεται με το χρόνο.";"";"";"Fiecare <span class=""keyword mana"">Convocare</span> costă <span class=""keyword mana"">Mană</span>, care se reumple în timp.";"";"Кожен <span class=""keyword mana"">виклик</span> витрачає <span class=""keyword mana"">ману</span>, яка з часом поповнюється.";"";"每次 <span class=""keyword mana"">召唤</span> 都需要花费 <span class=""keyword mana"">魔力</span>，而这会随着时间慢慢自我补满。";"每次 <span class=""keyword mana"">召喚</span> 都需要花費 <span class=""keyword mana"">魔力</span>，而這會隨著時間慢慢自我補滿。";"";"<span class=""keyword mana"">소환</span>에는 <span class=""keyword mana"">마나</span>가 필요합니다. 마나는 시간이 지나면 재생됩니다.";"";""
"tutorial_text_gold_description_confirm";"Hab es!";"Gotcha!";"Compris!";"Apanhei!";"Попался!";"¡Entendido!";"Capito!";"";"Fick dig!";"";"Mam cię!";"Sainpas!";"Boa!";"İşte Bu!";"";"Mám tě!";"Έγινε!";"";"";"Te-am prins!";"";"Зрозумів!";"";"明白了！";"明白了！";"";"확인했습니다!";"ได้แล้ว";""
"tutorial_text_capture_point";"Einheiten nehmen Wehrtürme ein, wenn kein Gegner in der Nähe ist.\nSchau auf den blauen Kreis wie er sich füllt!";"Units capture towers when no enemy is nearby. \nWatch that blue circle filling up!";"Les unités capturent les tours lorsqu'aucun ennemi n'est à proximité. \nSurveillez la progression du cercle bleu!";"Unidades capturam torres quando não existem inimigos por perto. \n Observa esse circulo azul a encher!";"Юниты захватывают башни, когда поблизости нет врагов. \nСмотри, как синий круг заполняется!";"Las unidades capturan torres cuando no hay enemigos cerca. \n¡Observa ese círculo llenándose!";"Le unità catturano le torri quando non ci sono nemici vicini. \nGuarda quel cerchi blu riempirsi!";"";"Enheter fångar torn när ingen fiende är i närheten. \nTitta på den blå cirkeln fyller upp!";"";"Jednostki przejmują wieże gdy nie ma przeciwników w okolicy. \nPopatrz na te niebieskie kółko!";"Yksiköt vangitsevat tornejan, kun lähellä ei ole vihollisia. \nKatso, miten sininen ympyrä täyttyy!";"Unidades capturam torres quando nenhum inimigo está por perto.\nAssista, o círculo azul enchendo!";"Yakında bir düşman bulunmadığında, kuleler ele geçirilir. \nMavi dairenin dolmasını izle!";"";"Jednotky obsazují věže, pokud v dosahu nejsou jednotky soupeře. \nSleduj jak se plní modrý kruh!";"Οι μονάδες καταλαμβάνουν πύργους, όταν δεν υπάρχει εχθρός κοντά.\nΚοίτα εκείνον τον μπλε κύκλο που γεμίζει!";"";"";"Unitățile captează turnuri atunci când niciun inamic nu este în apropiere. \nVedeți cănd cercul albastru se completează!";"";"Юніти захоплюють вежі, коли поруч немає ворога. \nПодивіться, як синє коло заповнюється!";"";"当没有敌方单位在附近，单位就可以进行占领塔点。 \n看看蓝色圆圈慢慢的被填满！";"當沒有敵方單位在附近，單位就可以進行佔領塔點。 \n看看藍色圓圈慢慢的被填滿！";"";"타워 주변에 적이 없으면 유닛은 타워를 함락합니다. \n파란 원이 채워지는 것을 확인하세요!";"";""
"tutorial_text_lane_tower";"Eingenommene Wehrtürme erweitern deine grüne <span class=""keyword mana"">Beschwörungszone</span>.";"Captured towers extend your green <span class=""keyword mana"">Summoning</span> zone.";"Les tours capturées permettent d'étendre la portée de votre zone verte d'<span class=""keyword mana"">invocation</span>.";"Torres capturadas extendem a área verde de <span class=""keyword mana"">Convocação</span>.";"Захваченные башни расширяют вашу зеленую <span class=""keyword mana"">призывную</span> зону.";"Las torres capturadas extienden tu zona de <span class=""keyword mana"">invocación</span> verde.";"Catturare torri estende la tua area verde d'<span class=""keyword mana"">Evocazione</span>.";"";"Det fångad tornet sträcker din grönt <span class=""keyword mana"">kalla</span> zon.";"";"Zajęte wieże zwiększają twoja zielona <span class=""keyword mana"">Strefę Przywoływania</span>.";"Vangitut tornit laajentavat vihreää <span class=""keyword mana"">kutsu</span> aluettasi.";"Torres capturadas estende sua zona de <span class=""keyword mana"">Invocação</span> verde.";"Kuleleri ele geçirmek <span class=""keyword mana"">birim çağırma</span> alanını genişletir.";"";"Obsazené věže rozšíří tvé zelené <span class=""keyword mana"">Vyvolávací</span> území.";"Οι κατειλημμένοι πύργοι επεκτείνουν την πράσινη ζώνη <span class=""keyword mana"">Επιστράτευσης</span>.";"";"";"Turnurile capturate îți extind zona verde <span class=""keyword mana"">Convocarea</span>ariei.";"";"Захоплені вежі розширюють вашу зелену <span class=""keyword mana"">призовну</span> зону.";"";"占据塔点能拓展你的绿色 <span class=""keyword mana"">可召唤</span> 区域。";"佔據塔點能拓展你的綠色 <span class=""keyword mana"">可召喚</span> 區域。";"";"타워를 함락하면 초록색 <span class=""keyword mana"">소환</span> 지역이 확장됩니다.";"";""
"tutorial_text_lane_tower_confirm";"Er ist mein!";"Nice!";"Super!";"Boa!";"Здорово!";"¡Bien!";"Bene!";"";"Najs!";"Nice!";"Nieźle!";"Siistiä!";"Legal!";"Güzel!";"";"Dobře ty!";"Τέλεια!";"";"";"Grozav!";"";"Добре!";"رائع!";"漂亮！";"好棒！";"";"좋았어!";"เยี่ยมมาก";""
"tutorial_text_select_ballista";"Greif weiter an!\nWähle die <span class=""keyword mana"">Beschwörung Ballista</span> in deinem Deck aus!";"Keep attacking! \nSelect <span class=""keyword mana"">Summon Ballista</span> from your deck!";"Continuez d'attaquer! \nSélectionnez la <span class=""keyword mana"">baliste</span> depuis votre deck pour l'invoquer!";"Continua o ataque! \nSeleciona <span class=""keyword mana"">Convocar Balista</span> do teu baralho!";"Продолжайте атаковать! \nВыберите <span class=""keyword mana"">призыв ""Баллисты""</span> из Вашей колоды!";"¡Sigue atacando! \nSelecciona <span class=""keyword mana"">Invocar Balista</span> desde tu baraja!";"Continua ad attaccare! \nSeleziona la <span class=""keyword mana"">Balista</span> dal tuo mazzo!";"";"Fortsätt attackera! \nVälj <span class=""keyword mana"">kalla Ballista</span> från ditt däck!";"";"Nie przerywaj ataku! \nSelect <span class=""keyword mana"">Przyzwij Balistę</span> z twojej talii!";"Jatka hyökkäämistä! \nValitse pakastasi <span class=""keyword mana"">Kutsu ballista</span>!";"Continue atacando! \nSelecione <span class=""keyword mana"">Invocador Ballista</span> do seu deck!";"Saldırıya Devam! \nDestenden <span class=""keyword mana"">§card_name_ballista</span>'ı seç!";"";"Pokračuj v útoku! \nVyber <span class=""keyword mana"">Vyvolat Balistu</span> ze svého balíčku!";"Συνέχισε να επιτίθεσαι!\nΕπίλεξε το <span class=""keyword mana"">Επιστράτευση Βαλλίστρας</span> από την τράπουλά σου!";"";"";"Continuă să ataci! \nSelectați<span class=""keyword mana"">Convocați Ballista</span> din puntea dvs!";"";"Продовжуйте атакувати! \nВиберіть <span class=""keyword mana"">Виклик балісти</span> із вашої колоди!";"";"保持攻击！ \n由你的牌组中选取 <span class=""keyword mana"">召唤弩车</span> ！";"保持攻擊！ \n由你的牌組中選取 <span class=""keyword mana"">召喚弩車</span> ！";"";"계속 공격하세요! \n덱에서 <span class=""keyword mana"">발리스타 소환</span>을 선택하세요!";"";""
"tutorial_text_summoning_sickness";"Während Einheiten <span class=""keyword mana"">beschworen</span> werden sind sie handlungsunfähig.\nSei vorsichtig, wenn du sie in Reichweite deiner Gegner platzierst!";"During <span class=""keyword mana"">summoning</span>, units are incapacitated. \nBe careful dropping them in range of enemies.";"Durant leurs <span class=""keyword mana"">invocation</span>, les unités sont étourdies et vulnérables. \nSoyez prudent en les déposant à portée des ennemis.";"Durante a <span class=""keyword mana"">Convocação</span>, as unidades estão incapacitadas. \nTem cuidado ao coloca-las ao alcance dos inimigos.";"Во время <span class=""keyword mana"">призыва</span>, юниты оглушены и уязвимы. \nВсегда призывайте их в на расстоянии от противника.";"Durante <span class=""keyword mana"">la invocación</span>, las unidades quedan aturdidas y vulnerables. \nTenga cuidado de dejarlos caer en el rango de enemigos.";"Durante l'<span class=""keyword mana"">evocazione</span>, le unità sono immobilizzate \nFai attenzione a lasciarle nel raggio nemico.";"";"Under <span class=""keyword mana"">kalla</span>, enheter är bedövas och sårbara. \nSläppa dem alltid ur fiendens räckvidd.";"";"Podczas <span class=""keyword mana"">przyzywania</span>, jednostki są obezwładnione. \nUważaj, gdy przyzywasz je blisko wroga.";"<span class=""keyword mana"">Kutsuttaessa</span> yksiköt ovat toimintakyvyttömiä. \nOle siis huolellinen, ettet pudota niitä vihollisen kantamalle.";"Durante a <span class=""keyword mana"">invocação</span>, as unidades são incapacitadas. \nSeja cuidadoso para não invocá-las em áreas inimigas.";"<span class=""keyword mana"">Birim çağırma</span> işlemi sırasında, birimler sersemletilmiş haldedirler. \nBu yüzden onları düşman menzilinin dışına çağırdığından emin ol.";"";"Při <span class=""keyword mana"">vyvolávání</span> jsou jednotky znehybněné. \nDávej si pozor při vyvolávání v dosahu soupeře.";"Κατά την <span class=""keyword mana"">επιστράτευση</span>, οι μονάδες αποδυναμώνονται.\nΠρόσεχε όταν τις ρίχνεις κοντά στους εχθρούς.";"";"";"În timpul <span class=""keyword mana"">convocării</span>, unitățile sunt incapabile. \nAveți grijă unde le aruncați in raza inamicilor.";"";"Протягом <span class=""keyword mana"">виклику</span>, юніти приголомшені і уразливі. \nЗавжди залишайте їх у безпечній зоні подалі від ворогів.";"";"当你 <span class=""keyword mana"">刚召唤</span>时，刚被召唤的单位是不能动作的。 \n千万小心让它们别一开始就在敌方的攻击范围内。";"當你 <span class=""keyword mana"">剛召喚</span>時，剛被召喚的單位是不能動作的。 \n千萬小心讓它們別一開始就在敵方的攻擊範圍內。";"";"<span class=""keyword mana"">소환</span> 중에는 유닛은 무력화됩니다.\n적의 공격 범위 안에 던져두지 마세요.";"";""
