"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"defeat";"Niederlage";"Defeat";"Défaite";"Derrota";"Поражение";"Derrota";"Sconfitta";"Nederlag";"";"Verslagen";"Przegrana";"Häviö";"Derrotado";"Yenildin";"";"Prohra";"Ήττα";"Vereség";"";"Înfrângere";"";"Поразка";"";"";"戰敗";"";"패배";"";""
"exit";"Möchtest du Rise of Legions wirklich beenden?";"Do you really want to exit Rise of Legions?";"Voulez-vous vraiment quitter Rise of Legions?";"Você REALMENTE quer sair do Rise of Legions?";"Вы действительно хотите выйти из Rise of Legions?";"¿Realmente quieres salir de Rise of Legions?";"Vuoi DAVVERO uscire da Rise of Legions?";"Ønsker du at forlade Rise of Legions?";"Vill du verkligen avsluta Rise of Legions?";"Wil je ECHT Rise of Legions sluiten?";"Czy NAPRAWDĘ chcesz wyjść z Rise of Legions?";"Haluatko varmasti poistua Rise of Legionista?";"Você REALMENTE quer sair de Rise of Legions?";"Rise of Legions'dan çıkmak istediğinden emin misin?";"Наистина ли искаш да излезеш от Rise of Legions?";"Opravdu nás chceš opustit, není čas ještě na hru?";"Θέλεις σίγουρα να εγκαταλείψεις το παιχνίδι;";"Biztosan kilépsz a Rise of Legions -ből?";"";"Ești sigur că vrei să ieși din ""Rise of Legions""?";"";"Ви дійсно хочете вийти з Rise of Legions?";"";"";"您確定要退出 Rise of Legions 嗎?";"";"Rise of Legions를 종료하시겠습니까?";"";""
"loading";"Lade";"Loading";"Chargement";"Carregando";"Загрузка";"Cargando";"Caricamento";"Indlæser";"";"Laden";"Ładowanie";"Ladataan";"Carregando";"Yükleniyor";"";"Načítání";"Φορτώνει";"Betöltés";"";"Se încarcă";"";"Завантаження";"";"";"載入中";"";"로딩 중";"";""
"password";"Passwort";"Password";"Mot de passe";"Senha";"Пароль";"Contraseña";"Password";"Adgangskode";"";"Wachtwoord";"Hasło";"Salasana";"Senha";"Şifre";"";"Heslo";"Συνθηματικό";"Jelszó";"";"Parolă";"";"Пароль";"";"";"密碼";"";"비밀번호";"";""
"quit";"Zurück zum Desktop";"Exit to desktop";"Retour au bureau";"Sair para a área de trabalho";"Выйти на рабочий стол";"Salir a Escritorio";"Vai al Desktop";"Afslut til skrivebordet";"";"Verlaten naar bureaublad";"Wyjdź do pulpitu";"Poistu työpöydälle";"Sair para a área de trabalho";"Oyundan çık";"";"Vypnout";"Έξοδος στην επιφάνεια εργασίας";"Kilépés az asztalra";"";"Ieși către desktop";"";"Вийти на робочий стіл";"";"";"回到桌面";"";"바탕화면으로 나가기";"";""
"save";"Speichern";"Save";"Sauvegarder";"Salvar";"Сохранить";"Guardar";"Salva";"Gem";"Spara";"Opslaan";"Zapisz";"Tallenna";"Salvar";"Kaydet";"";"Uložit";"Αποθήκευση";"Mentés";"";"Salvează";"";"Зберегти";"";"";"存檔";"";"저장";"";""
"settings";"Einstellungen";"Settings";"Paramètres";"Configurações";"Настройки";"Ajustes";"Opzioni";"Indstillinger";"";"Instellingen";"Ustawienia";"Asetukset";"Configurações";"Ayarlar";"";"Nastavení";"Ρυθμίσεις";"Beállítások";"";"Setări";"Configuración";"Налаштування";"";"";"設定";"";"설정";"ตั้งค่า";""
"username";"Nutzername";"Username";"Nom d'utilisateur";"Nome de Usuário";"Имя пользователя";"Usuario";"Pseudonimo";"Brugernavn";"Användarnamn";"Gebruikersnaam";"Nazwa użytkownika";"Käyttäjänimi";"Nome de Usuário";"Kullanıcı Adı";"";"Uživatel";"Όνομα Χρήστη";"Felhasználónév";"";"Nume de utilizator";"";"Ім'я користувача";"";"";"使用者名稱";"";"사용자 이름";"";""
"victory";"Sieg";"Victory";"Victoire";"Vitória";"Победа";"Victoria";"Vittoria";"Sejr";"";"Gewonnen";"Zwycięstwo";"Voitto";"Vitória";"Kazandın";"";"Výhra";"Νίκη";"Győzelem";"";"Victorie";"";"Перемога";"";"";"戰鬥勝利";"";"승리";"";""
"closemessage";"Zurück zum Desktop?";"Return to desktop?";"Retourner au bureau?";"Voltar para a área de trabalho?";"Вернуться на рабочий стол?";"¿Volver a Escritorio?";"Ritornare al Desktop?";"Tilbage til skrivebordet?";"";"Terug naar bureaublad?";"Wrócić do pulpitu?";"Palaa työpöydälle?";"Voltar para a área de trabalho?";"Masaüstüne Dön?";"";"Návrat na plochu?";"Επιστροφή στην επιφάνια εργασίας;";"Visszatérés az asztalra?";"";"Vrei să te întorci la desktop?";"";"Повернутися на робочий стіл?";"";"";"回到桌面？";"";"바탕화면으로 돌아가시겠습니까?";"";""
"gamemode";"Wähle den Spielmodus!";"Choose game mode!";"Choisissez le mode de jeu!";"Escolha o modo de jogo!";"Выберите режим игры!";"¡Escoge un modo de juego!";"Seleziona una modalità di gioco!";"";"";"Kies game mode!";"Wybierz tryb gry!";"Valitse pelimuoto!";"Escolha o modo de jogo!";"Oyun türü seç!";"";"Vyber herní režim!";"Διάλεξε λειτουργία παιχνιδιού!";"Válassz játékmódot!";"";"Alege modul de joc!";"";"Оберіть режим гри!";"";"";"選擇遊戲模式";"";"게임 모드를 선택하세요!";"";""
"exit_dialog_caption";"Zurück zum Desktop";"Exit to desktop";"Retour au bureau";"Sair para a área de trabalho";"Выйти на рабочий стол";"Salir a Escritorio";"Vai al Desktop";"Afslut til skrivebordet";"";"Verlaten naar bureaublad";"Wyjdź do pulpitu";"Poistu työpöydälle";"Sair para a área de trabalho";"Oyundan çık";"";"Vypnout";"Έξοδος στην επιφάνεια εργασίας";"Kilépés az asztalra";"";"Ieși către desktop";"";"Вийти на робочий стіл";"";"";"回到桌面";"";"바탕화면으로 나가기";"";""
"exit_dialog_message";"Möchtest du Rise of Legions wirklich beenden?";"Do you really want to exit Rise of Legions?";"Voulez-vous vraiment quitter Rise of Legions?";"Você REALMENTE quer sair do Rise of Legions?";"Вы действительно хотите выйти из Rise of Legions?";"¿Realmente quieres salir de Rise of Legions?";"Vuoi DAVVERO uscire da Rise of Legions?";"Ønsker du at forlade Rise of Legions?";"Vill du VERKLIGEN avsluta Rise of Legions?";"Wil je ECHT Rise of Legions sluiten?";"Czy NAPRAWDĘ chcesz wyjść z Rise of Legions?";"Haluatko varmasti poistua Rise of Legionista?";"Você REALMENTE quer sair do Rise of Legions?";"Rise of Legions'dan çıkmak istediğinizden emin misiniz?";"";"Opravdu nás chceš opustit, není čas ještě na hru?";"Θέλεις σίγουρα να εγκαταλείψεις το παιχνίδι;";"Biztosan kilépsz a Rise of Legions -ből?";"";"Ești sigur că vrei să ieși din ""Rise of Legions""?";"";"Ви дійсно хочете вийти з Rise of Legions?";"";"";"您確定要退出 Rise of Legions 嗎？";"";"Rise of Legions를 정말 종료하시겠습니까?";"";""
"generic_loading_dialog_caption";"Bitte warten";"Please wait";"Veuillez patienter";"Por favor, espere";"Пожалуйста, подождите";"Por favor espera";"Attendere per favore";"Vent venligst";"";"Een moment geduld alsjeblieft";"Proszę czekać";"Odota";"Por favor, aguarde";"Lütfen bekleyiniz";"";"Vydrž";"Παρακαλούμε περίμενε";"Kérem várjon";"";"Vă rugăm așteptați";"";"Будь ласка, зачекайте";"";"";"請稍候";"";"잠시만 기다려 주세요";"";""
"generic_loading_dialog_message";"Lade…";"Loading…";"Chargement…";"Carregando…";"Загрузка…";"Cargando...";"Caricamento…";"Indlæser…";"Laddar…";"Laden…";"Ładowanie…";"Ladataan…";"Carregando…";"Yükleniyor…";"";"Načítání…";"Φορτώνει…";"Betöltés...";"";"Se încarcă…";"";"Завантаження…";"";"";"載入中…";"";"로딩 중…";"";""
"gui_card_ordering_foalphabetical";"Alphabetisch (A-Z)";"Alphabetical (A-Z)";"Alphabétique (A-Z)";"Alfabético (A-Z)";"По алфавитному порядку (А-Я)";"Alfabético (A-Z)";"Alfabetico (A-Z)";"";"";"Alfabetische (A-Z)";"Alfabetycznie (A-Z)";"Aakkosellinen (A-Ö)";"Alfabético (A-Z)";"Alfabetik (A-Z)";"По азбучен ред (А-Я)";"Abecední (A-Z)";"Αλφαβητικά (Α-Ω)";"Betűrend (A-Z)";"";"În ordine alfabetică (A-Z)";"";"За алфавітним порядком (А-Я)";"";"";"字母順序 (A-Z)";"";"가나다순";"";""
"gui_card_ordering_foalphabeticalreverse";"Alphabetisch (Z-A)";"Alphabetical (Z-A)";"Alphabétique (Z-A)";"Alfabético (Z-A)";"По алфавитному порядку (Я-А)";"Alfabético (Z-A)";"Alfabetico (Z-A)";"";"";"Alfabetische (Z-A)";"Alfabetycznie (Z-A)";"Aakkosellinen (Ö-A)";"Alfabético (Z-A)";"Alfabetik (Z-A)";"По азбучен ред (Я-А)";"Abecední (Z-A)";"Αλφαβητικά (Ω-Α)";"Betűrend (Z-A)";"";"În ordine alfabetică (Z-A)";"";"За алфавітним порядком (А-Я)";"";"";"字母順序 (Z-A)";"";"가나다 역순";"";""
"gui_card_ordering_foattack";"Angriffsstärke";"Attack";"Attaque";"Atacar";"Атаковать";"Ataque";"Attacco";"Angrib";"Attack";"Aanval";"Atak";"Hyökkäys";"Atacar";"Saldırı";"";"Útok";"Επίθεση";"Támadás";"Angrip";"Atac";"Ataque";"Атака";"هجوم";"";"攻擊力";"";"공격력";"";""
"gui_card_ordering_focost";"Kosten";"Cast costs";"Coût d'invocation";"Custo de invocação";"Назначить цену";"Coste";"Costo della carta";"";"";"";"Koszt rzucenia";"Käyttö maksaa";"Custo de lançamento";"Çağırma Ücretleri";"";"Cena použití";"Κόστος κάρτας";"Árak";"";"Costuri ale utlizării";"";"Призначити ціну";"";"";"施法所需";"";"사용 비용";"";""
"gui_card_ordering_fodefense";"Verteidigungsstärke";"Defense";"Défense";"Defender";"Обороняться";"Defensa";"Difesa";"Forsvar";"Försvar";"Verdediging";"Obrona";"Puolustus";"Defesa";"Savunma";"";"Obrana";"Άμυνα";"Védelem";"Forsvar";"Defensivă";"Defensa";"Захист";"دفاع";"";"防禦值";"";"방어력";"";""
"gui_card_ordering_fopricediamonds";"Kristall-Preis";"Crystal-Price";"Crystal-Prix";"Preço-Cristais";"Цена за кристалл";"Coste de Cristales";"Costo in Cristalli";"";"";"Kristal-Prijs";"Cena w kryształach";"Kristallihinta";"Preço-de-Cristais";"Kristal-Fiyatı";"Цена в кристали";"Za Krystaly";"Τιμή-Κρυστάλλου";"Kristály-Ár";"";"Costul pentru cristale";"";"Ціна за кристал";"";"";"以水晶支付的價位";"";"수정 가격";"";""
"gui_card_ordering_fopricegold";"Creditpreis";"Credit-Price";"Crédit-Prix";"Preço-Créditos";"Цена за кредит";"Coste de Créditos";"Prezzo in Crediti";"";"";"Credit-Price";"Cena w kredytach";"Krediittihinta";"Preço-de-Créditos";"Kredi-Fiyatı";"Цена в кредити";"Za Kredity";"Τιμή-Μετρητών";"Kredit-Ár";"";"Costul pentru credite";"";"Ціна за кредит";"";"";"以代幣支付的價位";"";"크레딧 가격";"";""
"gui_card_ordering_fotech";"Phase (I, II, III)";"Stage (I, II, III)";"Phase (I, II, III)";"Estágio (I, II, III)";"Этап (I, II, III)";"Etapa (I, II, III)";"Fase (I, II, III)";"";"";"";"Etap (I, II, III)";"Vaihe (I, II, III)";"Fases (I, II, III)";"Evre (I, II, III)";"";"Fáze (I, II, III)";"Στάδιο (I, II, III)";"";"";"Etapă (I, II, III)";"";"Етап (I, II, III)";"";"";"階段 (I, II, III)";"";"스테이지 (I, II, III)";"";""
"gui_card_ordering_fotechreverse";"Phase (III, II, I)";"Stage (III, II, I)";"Phase (III, II, I)";"Estágio (III, II, I)";"Этап (III, II, I)";"Etapa (III, II, I)";"Fase (III, II, I)";"";"";"";"Etap (III, II, I)";"Vaihe (III, II, I)";"Fases (III, II, I)";"Evre (III, II, I)";"";"Fáze (III, II, I)";"Στάδιο (III, II, I)";"";"";"Etapă (III, II, I)";"";"Етап (III, II, I)";"";"";"階段 (III, II, I)";"";"스테이지 (III, II, I)";"";""
"gui_card_ordering_foutility";"Unterstützungswert";"Utility";"Utilitaire";"Utilidade";"Полезность";"Utilidad";"Utilità";"Nytte";"Verktyg";"Utiliteit";"Użyteczność";"Tarvike";"Utilidade";"Yarar";"";"Užitek";"Χρησιμότητα";"Eszközök";"Verktøy";"Utilitate";"Utilidad";"Користь";"اسناد";"";"功能";"";"유틸성";"";""
"gui_feedback_caption";"Feedback";"Feedback";"Commentaires";"Feedback";"Отзыв";"Valoración";"Feedback";"";"";"Feedback";"Opinie";"Palaute";"Feedback";"Geri Bildirim";"";"Návrhy";"Σχόλια";"Visszajelzés";"";"Feedback";"";"Відгук";"";"";"意見回報";"";"피드백";"";""
"gui_feedback_submit";"Absenden";"Send";"Envoyer";"Enviar";"Отправить";"Enviar";"Invia";"";"Skicka";"Verzenden";"Wyślij";"Lähetä";"Enviar";"Gönder";"Изпрати";"Odeslat";"Στείλε";"Küldés";"";"Trimite";"";"Надіслати";"";"";"傳送";"";"전송";"";""
"gui_feedback_toggle_hint";"Sende uns Feedback! Wir freuen uns über all deine Gedanken, sowohl positive als auch negative.";"Send your feeback! We're glad to improve Rise of Legions based on player feedback :)";"Envoyez-nous vos commentaires! Nous sommes heureux d'améliorer Rise of Legions basé sur les commentaires des joueurs :)";"Envia-nos a tua opinião! Nós estamos satisfeitos por melhor Rise of Legions com base das opiniões dos jogadores :)";"Присылайте ваши отзывы! Мы будем рады улучшить Rise of Legions, основываясь на отзывах игроков :)";"¡Envíanos tu Valoración! Nos complace mejorar Rise of Legions en base a los comentarios de los jugadores :)";"Invia il tuo feedback! Siamo lieti di migliorare Rise of Legions basandoci sul feedback dei giocatori :)";"";"";"";"Wyślij swoją opinię! Z radością poprawiamy Rise of Legions bazując na opiniach graczy :)";"Lähetä palautetta! Parannamme Rise of Legionsia saamamme palautteen perusteella :)";"Envie seu feeback! Nós ficaremos felizes em aprimorar Rise of Legions baseando-se no relato dos jogadores. :)";"Geri bildiriminizi gönderin! Oyuncu geri bildirimlerine dayanarak Rise of Legions'ı geliştirmekten mutluluk duyuyoruz :)";"";"Návrh odeslán! Rádi vylepšíme Rise of Legions na základě odezvy hráčů :)";"Στείλε τα σχόλιά σου! Χαιρόμαστε να βελτιώνουμε το Rise of Legions βάσει των σχολίων των παικτών :)";"";"";"Trimite feedbackul tău! Ne face plăcere să imbunătățim Rise of Legions pe baza feedbackului jucătorilor :)";"";"Надсилайте ваші відгуки! Ми будемо раді поліпшити Rise of Legions, грунтуючись на відгуках гравців :)";"";"";"您的回應已寄出！我們很樂意能基於玩家回饋來改進 Rise of Legions :)";"";"피드백을 보내주세요! 플레이어의 피드백을 바탕으로 Rise of Legions을 개선할 수 있어 정말 기쁩니다. ;)";"";""
"gui_ingame_menu_caption";"Spielmenü";"Game menu";"Menu du jeu";"Menu do jogo";"Меню игры";"Menu de Juego";"Menù di gioco";"";"";"";"Menu gry";"Pelivalikko";"Menu de Jogo";"Oyun Menüsü";"";"Herní menu";"Μενού παιχνιδιού";"Játékmenü";"";"Meniul jocului";"";"Меню гри";"";"";"遊戲選單";"";"게임 메뉴";"";""
"gui_ingame_tech_hint";"Die Phase erhöht sich nach Ablauf einer festen Zeit bis zu einem Maximum von 3. Beschwörungen und Zauber können nur gespielt werden, sobald ihre Phasenvoraussetzung erreicht wurde.";"The stage increases after a fixed amount of time, giving you access to your more powerful summons and spells. (maximum level: 3)";"La phase augmente au bout d'un certain temps, ce qui vous donne accès à des invocations et sorts plus puissants. (niveau maximum : 3)";"";"Этап увеличивается через определенное время, давая вам доступ к вашим более мощным призывам и заклинаниям. (максимальный уровень: 3)";"La etapa aumenta después de un período de tiempo fijo, lo que te da acceso a tus invocaciones y hechizos más poderosos. (nivel máximo: 3)";"La fase incrementa dopo uno specifico lasso di tempo, dandoti accesso a più potenti evocazioni e magie (massimo livello: 3)";"";"";"";"Etap zwiększa się po pewnym czasie, dając ci dostęp do potężniejszych przywołań oraz czarów. (maks. poziom: 3)";"Vaihe nousee aina tietyn ajan välein, antaen sinulle pääsyn voimakkaampiin lähettäjiin ja loitsuihin. (maksimitaso: 3)";"(Temporary) A fase aumenta depois do valor fixo de acordo com o tempo, dando a você acesso a invocações e magias mais fortes; (nível máximo: 3)";"Aşama, belirli bir süre sonra artar ve daha güçlü birimlere ve büyülere erişmenizi sağlar. (maksimum seviye: 3)";"";"Fáze se navýší po stanoveném čase, umožní přístup k silnějším vyvoláním a kouzlům. (maximální fáze: 3)";"Το στάδιο αυξάνεται ύστερα από ένα καθορισμένο χρονικό διάστημα, δίνοντάς σου πρόσβαση σε ισχυρότερες επιστρατεύσεις και ξόρκια. (μέγιστο επίπεδο: 3)";"";"";"Etapa crește după un anumit timp fix, oferindu-ți acces la diferite cărți mai puternice. (nivel maxim: 3)";"";"Етап збільшується через певний час, даючи вам доступ до ваших потужних викликів і заклинань. (Максимальний рівень: 3)";"";"";"階段將會每隔一定時間就被升級，讓您能用到手上更有威力的單位與法術。(階段最高等級為: 3)";"";"일정 시간이 지나면 스테이지가 상승하고 더 강력한 소환과 주문을 사용할 수 있습니다. (최대 3 레벨)";"";""
"gui_load_main_menu";"Lade Hauptmenü...";"Loading main menu...";"Chargement du menu principal...";"A carregar o menu principal...";"Загрузка главного меню...";"Cargando menú principal...";"Caricamento menù di gioco...";"";"";"";"Ładowanie menu głownego...";"Ladataan päävalikkoa...";"Carregando menu principal...";"Ana menü yükleniyor...";"";"Načítání herního menu…";"Φορτώνει το κυρίως μενού...";"Főmenü betöltése...";"";"Meniul principal se încarcă...";"";"Завантаження головного меню...";"";"";"載入主選單中...";"";"메인 메뉴를 불러오는 중...";"";""
"gui_load_main_menu_slow";"Die Server sind momentan ausgelastet. Bitte habe Geduld...";"The server is slow at the moment. Please be patient...";"Le serveur est actuellement lent. Veuillez patienter s'il vous plaît...";"De momento o servidor encontra-se lento. Por favor seja paciente...";"Сервер работает медленно. Пожалуйста, подождите...";"El servidor es muy lento ahora mismo. Por favor ten paciencia...";"Il server è lento in questo momento. Per favore sii paziente...";"";"";"";"Serwer gry jest w tej chwili obciążony. Prosimy o wyrozumiałość...";"Palvelin vastaa hitaasti tällä hetkellä. Olethan kärsivällinen...";"O servidor está lento neste momento. Por favor seja paciente...";"Sunucular şuanda yavaş. Lütfen sabırlı olunuz...";"";"V tuto chvíli je server zpomalen. Prosíme o strpení…";"Ο διακομιστής αργεί αυτήν τη στιγμή. Παρακαλούμε περίμενε...";"A szerver lassú, ebben a pillanatban. Kérjük, legyen türelemmel...";"";"Serverul este încet în acest moment. Vă rugăm să aveți răbdare...";"";"Сервер працює повільно. Будь ласка зачекайте...";"";"";"煩請稍候，伺服器暫時有明顯被拖慢...";"";"현재 서버가 지연되고 있습니다. 조금만 기다려주세요...";"";""
"gui_player_level_up_caption";"Nächstes Level erreicht!";"Level Up!";"Niveau augmenté!";"Subiste de Nível!";"Повышение уровня!";"¡Subiste de Nivel!";"Aumento di Livello!";"";"";"Level Up!";"Następny poziom!";"Uusi taso!";"Subiu de Nível!";"Seviye Yükseldi!";"Ти вдигна ниво!";"Nová úroveň!";"Ανέβηκες Επίπεδο!";"Szintlépés!";"";"Nivel avansat!";"";"Підвищення рівня!";"";"";"升級！";"";"레벨 업!";"";""
"gui_player_level_up_loot_receive_caption";"Du erhältst:";"You receive:";"Vous recevez:";"Tu recebeste:";"Вы получаете:";"Recibes:";"Hai ricevuto:";"Du modtager:";"";"Je ontvangt:";"Dostajesz:";"Sait:";"Você recebeu:";"Kazandıkların:";"";"Získáváš:";"Λαμβάνεις:";"Ezt szerezted:";"";"Primești:";"";"Ви отримуєте:";"";"";"您得到了：";"";"보상:";"";""
"main_menu_loading";"Lade...";"Loading...";"Chargement...";"A carregar...";"Загрузка...";"Cargando...";"Caricamento...";"Indlæser...";"";"Laden...";"Ładowanie...";"Ladataan...";"Carregando...";"Yükleniyor...";"Зареждане...";"Načítání…";"Φορτώνει...";"Betöltés...";"";"Se încarcă...";"";"Завантаження...";"";"";"載入中...";"";"로드 중...";"";""
"misc_time_string_join";"und";"and";"et";"e";"и";"y";"e";"og";"";"en";"i";"ja";"e";"ve";"и";"a";"και";"és";"";"și";"";"і";"";"";"及";"";"그리고";"";""
"misc_time_string_day";"Tag";"day";"jour";"dia";"день";"día";"giorno";"dag";"dag";"dag";"dzień";"päivä";"dia";"gün";"ден";"den";"ημέρα";"nap";"";"zi";"";"день";"";"";"天";"";"일";"";""
"misc_time_string_day_plural";"Tage";"days";"jours";"dias";"дней";"días";"giorni";"dage";"dagar";"dagen";"dni";"päivää";"dias";"gün";"дни";"dny";"ημέρες";"napok";"";"zile";"";"днів";"";"";"天";"";"일";"";""
"misc_time_string_hour";"Stunde";"hour";"heure";"hora";"час";"hora";"ora";"time";"timme";"uur";"godzina";"tunti";"hora";"saat";"час";"hodina";"ώρα";"óra";"";"oră";"";"година";"";"";"小時";"";"시";"";""
"misc_time_string_hour_plural";"Stunden";"hours";"heures";"horas";"часа";"horas";"ore";"timer";"timmar";"uren";"godziny";"tuntia";"horas";"saat";"часове";"hodiny";"ώρες";"órák";"";"ore";"";"год";"";"";"小時";"";"시";"";""
"misc_time_string_minute";"Minute";"minute";"minute";"minuto";"минута";"minuto";"minuto";"minut";"minut";"minuut";"minuta";"minuutti";"minuto";"dakika";"минута";"minuta";"λεπτό";"perc";"";"minut";"";"хвилина";"";"";"分鐘";"";"분";"";""
"misc_time_string_minute_plural";"Minuten";"minutes";"minutes";"minutos";"минут";"minutos";"minuti";"minutter";"minuter";"minuten";"minuty";"minuuttia";"minutos";"dakika";"минути";"minuty";"λεπτά";"perc";"";"minute";"";"хвилин";"";"";"分鐘";"";"분";"";""
"misc_time_string_second";"Sekunde";"second";"seconde";"segundo";"секунда";"segundo";"secondo";"sekund";"sekund";"seconde";"sekunda";"sekunti";"segundo";"saniye";"секунда";"sekunda";"δευτερόλεπτο";"másodperc";"";"secundă";"";"секунда";"";"";"秒";"";"초";"";""
"misc_time_string_second_plural";"Sekunden";"seconds";"secondes";"segundos";"секунд";"segundos";"secondi";"sekunder";"sekunder";"seconden";"sekundy";"sekuntia";"segundos";"saniye";"секунди";"sekundy";"δευτερόλεπτα";"másodperc";"";"secunde";"";"секунд";"";"";"秒";"";"초";"";""
"reconnect_message";"Leider wurde die Verbindung zum Rise of Legions Server verloren, möchtest du sie wiederherstellen?";"Unfortunately the connection to the Rise of Legions Server has been lost. Do you want to reconnect?";"Malheureusement, la connexion au serveur de the Rise of Legions a été perdue. Voulez-vous vous reconnecter?";"Infelizmente perdeste a conexão com o Servidor Rise of Legions. Queres reconectar-te?";"К сожалению, соединение с сервером Rise of Legions потеряно. Хотите восстановить соединение?";"Infortunadamente se ha perdido la conexión con el servidor de Rise of Legions. ¿Deseas re-conectar?";"Sfortunatamente la connessione al server di Rise of Legions è stata persa. Vuoi riconnetterti?";"";"";"Helaas is de connectie met de Rise of Legions Server verbroken. Wil je opnieuw verbinding maken?";"Niestety, połączenie z serwerem Rise of Legions się nie powiodło. Spróbować jeszcze raz?";"Valitettavasti yhteys Rise of Legionsin palvelimeen on katkennut. Haluatko yhdistää uudelleen?";"Infelizmente a conexão com o server de Rise of Legions foi perdida. Deseja reconectar?";"Üzgünüz, Rise of Legions Sunucusu ile olan bağlantınız kesildi. Yeniden bağlanmak ister misiniz?";"";"Bohužel připojení k Rise of Legion Serveru bylo ztraceno. Chcete se znovu připojit?";"Δυστυχώς η σύνδεση με το διακομιστή τού Rise of Legions έχει χαθεί. Θες να επανασυνδεθείς;";"";"";"Din păcate, conexiunea la serverul Rise of Legions a fost pierdută. Vrei să te reconectezi?";"";"На жаль, з'єднання з сервером Rise of Legions втрачено. Хочете відновити з'єднання?";"";"";"抱歉與 Rise of Legions 伺服器的連線已被中斷。您想重試連線嗎？";"";"Rise of Legions 서버와 연결이 끊어졌습니다. 다시 연결하시겠습니까?";"";""
"reconnect_reconnect_button_caption";"Wiederverbinden";"Reconnect";"Reconnection";"Reconectar";"Подключиться повторно";"Re-conectar";"Riconnetti";"";"";"Verbinding maken";"Połącz ponownie";"Yhdistä uudelleen";"Reconectar";"Yeniden bağlan";"";"Reconnect";"Επανασύνδεση";"Újrakapcsolódás";"";"Reconectare";"";"З'єднати повторно";"";"";"重新連線";"";"재접속";"";""
