"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"core_wood_hint";"<span class=""keyword essence"">Essenz</span> wird zum Bauen von <span class=""keyword essence"">Spawnern</span> verwendet. Erzeuge <span class=""keyword essence"">Essenz</span> indem du <span class=""keyword mana"">Mana</span> ausgibst.";"<span class=""keyword essence"">Essence</span> is used to build <span class=""keyword essence"">Spawners</span>. Generate more <span class=""keyword essence"">Essence</span> by spending more <span class=""keyword mana"">Mana</span>.";"L'<span class=""keyword essence"">essence</span> est utilisée pour créer des <span class=""keyword essence"">invocateurs</span>. Générez plus d'<span class=""keyword essence"">essence</span> en dépensant plus de <span class=""keyword mana"">mana</span>.";"<span class=""keyword essence"">Essence</span> é usada para construir <span class=""keyword essence"">Spawners</span>. A <span class=""keyword essence"">Essence</span> também é produzida ao gastares <span class=""keyword mana"">Mana</span>.";"<span class=""keyword essence"">Эссенция</span> используются для постройки <span class=""keyword essence"">спавнеров</span>. Вы получаете больше <span class=""keyword essence"">эссенции</span> использую больше <span class=""keyword mana"">маны</span>.";"<span class=""keyword essence"">La Escencia</span> Se utiliza para construir <span class=""keyword essence"">Generadores</span>. Genera mas <span class=""keyword essence"">Escencia</span> utilizando el <span class=""keyword mana"">Maná</span>.";"L'<span class=""keyword essence"">Essenza</span> si usa per costruire gli <span class=""keyword essence"">Spawn</span>. Genera più <span class=""keyword essence"">Essenza</span> spendendo più <span class=""keyword mana"">Mana</span>.";"<span class=""keyword essence"">Essence</span> bruges til at bygge <span class=""keyword essence"">Spawners</span>. Generer mere <span class=""keyword essence"">Essence</span> ved at bruge mere <span class=""keyword mana"">Mana</span>.";"";"";"<span class=""keyword essence"">Esencja</span> jest używana do budowania <span class=""keyword essence"">Spawnerów</span>. Generuje więcej <span class=""keyword essence"">Esencji</span> przez zużywanie więcej <span class=""keyword mana"">Many</span>.";"<span class=""keyword essence"">ydin</span> käytetään rakentaa <span class=""keyword essence"">mädin</span>. Tuottaa enemmän <span class=""keyword essence"">ydin</span> viettämällä enemmän <span class=""keyword mana"">Mana</span>.";"<span class=""keyword essence"">Essência</span> é usada para construir <span class=""keyword essence"">Geradores</span>. Gerando mais <span class=""keyword essence"">Essência</span> gastando mais <span class=""keyword mana"">Mana</span>.";"<span class=""keyword essence"">Öz</span>, <span class=""keyword essence"">Üreticileri</span> yerleştirmek kullanılır. Daha fazla <span class=""keyword mana"">Mana</span> kullanarak daha fazla <span class=""keyword essence"">Öz</span> kazanabilirsin.";"";"<span class=""keyword essence"">Essence</span> slouží k pokládání <span class=""keyword essence"">Spawnerů</span>. Získej další <span class=""keyword essence"">Essence</span> využíváním <span class=""keyword mana"">Many</span>.";"Χρησιμοποιείς την <span class=""keyword essence"">Ουσία</span> για να χτίζεις <span class=""keyword essence"">Γεννήτορες</span>. Παράγεις περισσότερη <span class=""keyword essence"">Ουσία</span> ξοδεύοντας περισσότερο <span class=""keyword mana"">Μάνα</span>.";"";"";"<span class=""keyword essence""> Esență</span> este utilizat pentru a construi <span class=""keyword essence"">Reproducători</span>. Generate more <span class=""keyword essence""> Esență</span> cheltuind mai mult <span class=""keyword mana"">Mana</span>.";"<span class=""keyword essence"">Esencia</span> se utiliza para construir <span class=""keyword essence"">Generadores</span>. Genera más <span class=""keyword essence"">Esencia</span> gastando más <span class=""keyword mana"">Mana</span>.";"<span class=""keyword essence"">Есенція</span> використовується для побудови <span class=""keyword essence"">Спавнерів</span>. Генеруючи більше <span class=""keyword essence"">есенції</span> ви витрачається більше <span class=""keyword mana"">мани</span>.";"";"<span class=""keyword essence"">精华</span> 是用来建造 <span class=""keyword essence"">生成单位</span>进入战场。要制造 <span class=""keyword essence"">精华</span> 需要使用更多 <span class=""keyword mana"">魔力</span>。";"<span class=""keyword essence"">精華</span> 是用來安置 <span class=""keyword essence"">生成單位</span>進入戰場。要產生 <span class=""keyword essence"">精華</span> 得多花用 <span class=""keyword mana"">魔力</span>。";"";"<span class=""keyword essence"">정수</span>는 <span class=""keyword essence"">생성기</span>를 건설하는데 사용됩니다. <span class=""keyword mana"">마나</span>를 사용하면 <span class=""keyword essence"">정수</span>를 더 생산할 수 있습니다.";"";""
"core_income_hint";"Du erhöhst deinen <span class=""keyword mana"">Manafluss</span> sobald du genug <span class=""keyword essence"">Essenz</span> ausgegeben um die Leiste zu füllen. Du kannst deinen <span class=""keyword mana"">Manafluss</span> bis zu 10 mal steigern.";"You generate more <span class=""keyword mana"">Mana</span> once you’ve spent enough <span class=""keyword essence"">Essence</span> to fill the bar.";"Vous générez plus de <span class=""keyword mana"">mana</span> lorsque vous avez dépensé suffisamment d'<span class=""keyword essence"">essence</span> pour remplir la barre.";"Tu geras mais <span class=""keyword mana"">Mana</span> assim que tiveres gastado o suficiente para preencher a barra de <span class=""keyword essence"">Essence</span>.";"Вы генерируете больше <span class=""keyword mana"">маны</span>, как только израсходованная <span class=""keyword essence"">эссенция</span> заполнит полоску.";"Generas más <span class=""keyword mana"">Maná</span> cuando hayas gastado suficiente <span class=""keyword essence"">Escencia</span> para llenar la barra. Puedes incrementar tu generación de <span class=""keyword mana"">Maná</span> hasta 10 veces.";"Genererai più <span class=""keyword mana"">Mana</span> una volta che avrai speso abbastanza <span class=""keyword essence"">Essenza</span> da riempire la barra.";"Du genererer mere <span class=""keyword mana"">Mana</span>, når du har brugt nok <span class=""keyword essence"">Essence</span> til at fylde meteret.";"";"U genereert meer <span class=""keyword mana"">Mana</span> zodra je genoeg <span class=""keyword essence"">Essence</span> gespendeerd hebt om de balk te vullen.";"Generujesz więcej <span class=""keyword mana"">Many</span> jeśli użyłeś wystarczająco dużo <span class=""keyword essence"">Esencji</span>, aby zapełnić pasek. Możesz zwiększyć swoją generację <span class=""keyword mana"">Many</span> 10 razy.";"Voit luoda lisää <span class=""keyword mana"">Mana</span>, kun olet viettänyt tarpeeksi <span class=""keyword essence"">ydin</span> täyttää bar.";"Você gerou mais <span class=""keyword mana"">Mana</span> depois de ter passado o suficiente de <span class=""keyword essence"">Essência</span> para encher a barra";"Öz barını dolduracak kadar <span class=""keyword essence"">Öz</span> harcadığınızda, daha fazla <span class=""keyword mana"">Mana</span> üretmeye başlarsınız.";"";"Obnova <span class=""keyword mana"">Mana</span> se zvýší, jakmile utratíš dostatek <span class=""keyword essence"">Essence</span> na zaplnění pruhu.";"Παράγεις περισσότερο <span class=""keyword mana"">Μάνα</span> μόλις έχεις ξοδέψει αρκετή <span class=""keyword essence"">Ουσία</span> για να γεμίσεις την μπάρα.";"";"";"Generați mai multă <span class=""keyword mana"">Mana</span> odată ce ai cheltuit suficienta <span class=""keyword essence"">Esență</span>pentru a umple bara.";"Genera más <span class=""keyword mana"">maná</span> una vez que hayas gastado suficiente <span class=""keyword essence"">esencia</span> para llenar la barra.";"Ви виробляєте більше <span class=""keyword mana"">мани</span> після того, як витратили досить <span class=""keyword essence"">есенції</span>, щоб заповнити бар.";"ستحصل على المزيد من <span class = ""keyword mana""> الطاقة </span> بمجرد أن تنفق ما يكفي من <span class = ""keyword essence""> عبوات الجواهر </span> لملء الشريط بأكملة.";"当您花费了足够 <span class=""keyword essence"">精华</span> 填满进度条，您将会得到更快的 <span class=""keyword mana"">魔力</span> 生成。";"當你花費了足夠多的 <span class=""keyword essence"">精華</span> 填滿進度條，你將會得到更快的 <span class=""keyword mana"">魔力</span> 生成。";"";"<span class=""keyword essence"">정수</span>를 사용해서 막대를 채우면 <span class=""keyword mana"">마나</span>를 더 회복합니다.";"";""
"core_pve_attack_time_to_attack_hint";"Nach Ablauf der Zeit erwacht der Granitweltenbrecher und entfesselt einen unaufhaltsamen Steinhagel auf deinen Nexus, dem dieser nicht lange standhalten kann. ";"After the timer expires the Granite Worldbreaker awakes and hurls mighty stones at your Nexus, destroying it very quickly.";"Après la fin du compte à rebours, le Brise-monde de granite se réveille et lance de puissantes pierres sur votre nexus, le détruisant très rapidement.";"Quando o tempo acabar, o Quebra-Mundos de Granito acorda e arremessa poderosas pedras no seu Nexus, destruindo-o bem rápido.";"По истечении времени Гранитный Сокрушитель пробудится и начнет швырять громадные камни в ваш Nexus, быстро разрушая его.";"Una vez termine el tiempo, el Rompe Mundos de Granito se despierta y lanza piedras poderosas a tu Nexo, destruyéndolo muy rápidamente.";"Quando scade il tempo, il Distruttore di Mondi Granitico si risveglia scagliando enormi rocce sul tuo Nucleo, distruggendolo molto velocemente.";"Når tiden udløber, vil Granite Worldbreaker vågne og kaste kæmpe sten mod din nexus og ødelægge den meget hurtigt.";"";"Als de tijd verloopt word de Granite Worldbreaker wakker en slingert stenen naar je Nexus, hierdoor gaat hij snel kapot.";"Po upłynięciu czasu, Granitowy Niszczyciel Światów budzi się i rzuca wielkimi skałami w twój Nexus, prędko go niszcząc.";"Kun aika loppuu, graniitti maailmojentuhoaja herää ja heittelee valtavia kiviä Nexukseesi, tuhoten sen erittäin nopeasti.";"Depois que o tempo limite expirar, o Granito Quebramundos acordará e jogará pedras arrasadoras no seu Nexus, destruindo-o rapidamente.";"Zaman dolduğunda Granit Yokedici uyanacak ve senin Merkezini hızlıca yok etmek için kaya fırlatmaya başlayacak.";"";"Jakmile vyprší časovač Žulový NičetelSvěta se probudí a začne vrhat velké balvany na tvou základnu, znič jej dostatečně rychle.";"Αφού λήξει το χρονόμετρο, ο Γρανιτένιος Κοσμολετήρας ξυπνά και εξαπολύει πελώριους λίθους στο Πλέγμα σου, καταστρέφοντάς το πολύ γρήγορα.";"";"";"După expirarea cronometrului, Granbre Worldbreaker se trezește și aruncă pietre puternice la Nexusul dvs., distrugându-l foarte repede.";"Después de que expira el minutero, el Rompemundos de Granito despierta y arroja piedras poderosas a tu Nexus, destruyéndolo muy rápidamente.";"Після того як вийшов час прокидається Гранітний Руйнівник Світів і кидає масивне каміння на ваш Nexus, знищуючи його дуже швидко.";"بعد انتهاء وقت المعركة ، سوف يستيقظ ""الحارس"" ويقذف الأحجار الضخمة من قاعدتك ألى قاعدة العدو، ويدمرها بسرعة كبيرة.";"在计时结束后，花岗岩破世者将醒来并对您的主堡投掷大石，将会很快速的打破主堡。";"在計時結束後，花崗岩破世者將醒來並對您的主堡投擲大石，將會很快速的打破主堡。";"";"타이머가 만료되면 화강암 세계 파괴자가 잠에서 깨어납니다. 그는 거대한 바위를 던져서 넥서스를 빠르게 파괴합니다.";"";""
"core_pve_attack_time_to_attack_expired_hint";"Der Granitweltenbrecher ist erwacht und deine Zeit wird knapp! Besiege ihn schnell oder zerstöre seine Kristalltürme um mehr Zeit zu gewinnen.";"The Granite Worldbreaker is now awake and your time runs out! Defeat him fast or destroy his Crystal Towers to gain more time.";"Le Brise-monde de granite est maintenant réveillé et votre temps est écoulé! Vainquez-le rapidement ou détruisez ses tours de cristal pour gagner plus de temps.";"O Quebra-Mundos de Granito acordou e agora o seu tempo acabou! Destrua-o rápido ou destrua as Torres de Cristal para ganhar mais tempo.";"Гранитный Сокрушитель пробудился и ваше время истекает! Победите его быстро или уничтожьте его Кристальные башни, чтобы выиграть больше времени.";"¡El Rompe Mundos de Granito está ahora despierto y se te acaba el tiempo! Derrótalo rápido o destruye sus Torres de Cristal para ganar más tiempo.";"Il Distruttore di Mondi Granitico è ora sveglio e il tempo sta scadendo! Sconfiggilo velocemente o distruggi le sue Torri di Cristallo per guadagnare tempo.";"Granite Worldbreaker er nu vågen og din tid løber hurtigt ud! Slå ham hurtigt eller ødelæg hans krystal tårne, for at få mere tid.";"";"De Granite Worldbreaker is nu wakker en de tijd is bijna om! Verslaag hem zo snel magenlijk of maak zijn Crystal Towers kapot om meer tijd te krijgen.";"Granitowy Niszczyciel Światów się przebudził, a twój czas ucieka! Pokonaj go lub zniszcz jego Kryształowe Wieże aby zyskać więcej czasu.";"Graniitti maailmojentuhoaja on herännyt ja aikasi on vähissä! Voita hänet nopeasti tai tuhoa hänen kristallitornit saadaksesi lisää aikaa.";"O Granito Quebramundos acordou e seu tempo acabou! Acabe com ele rápido ou destrua as torre do cristal para ganhar tempo.";"Granit Yokedici uyandı, artık zamanın daralıyor! Yok edilmeden önce onu yok et veya Kristal Kuleleri yıkarak zaman kazan.";"";"Žulový NičetelSvěta je probuzen, rychle jej znič, nebo zlikviduj jeho Krystalové věže pro získání dodatečného času.";"Ο Γρανιτένιος Κοσμολετήρας έχει τώρα ξυπνήσει και ο χρόνος σου τελειώνει! Νίκησέ τον γρήγορα ή κατάστρεψε τους Πύργους Κρυστάλλων του για να κερδίσεις περισσότερο χρόνο.";"";"";"Divizorul Mondial de Granit este acum treaz și timpul tău se termină! Învinge-l repede sau distruge-i Turnurile de Cristal pentru a câștiga mai mult timp.";"Rompemundos de Granito ahora está despierto y se te acaba el tiempo! Derrótalo rápido o destruye sus Torres de Cristal para ganar más tiempo.";"Гранітний Руйнівник Світів прокинувся і ваш час збігає! Переможіть його швидко або знищте його Кришталеві вежі, щоб отримати більше часу.";"أن ""الحارس""مستيقظ الآن وينفد وقتك! اهزمه بسرعة أو دمر أبراج كريستال الخاصة به لكسب المزيد من الوقت.";"花岗岩破世者已醒来，您快没有时间应变了！尽快打败他或是摧毁水晶塔来得到更多的时间应对。";"花崗岩破世者已醒來，你快沒有時間應變了！盡快打敗他或是摧毀水晶塔來得到更多的時間應對。";"";"화강암 세계 파괴자가 깨어났으며 이제 남은 시간이 거의 없습니다. 그를 물리치거나 수정 포탑을 파괴하여 시간을 벌어야 합니다.";"";""
"core_pve_attack_tower_count_hint";"Zerstöre die Kristalltürme der Golems, um den Granitweltenbrecher am Erwachen zu hindern und mehr Zeit zu gewinnen.";"Destroy the Crystal Towers of the Golems to prevent the Granite Worldbreaker from awakening and to gain more time.";"Détruisez les tours de cristal des golems pour empêcher le Brise-monde de granite de s'éveiller et pour gagner du temps.";"Destrua as Torres de Cristal dos Golems para prevenir o despertar do Quebra-Mundos de Granito e para ganhar mais tempo.";"Разрушайте Кристальные башни Големов, чтобы не дать Гранитному Сокрушителю проснуться и выиграть больше времени.";"Destruye las Torres de Cristal de los Golems para evitar que el Rompe Mundos de Granito despierte y así ganar más tiempo.";"Distruggi le torri di Cristallo dei Golem per prevenire il risveglio del Distruttore di Mondi Granitico e guadagnare altro tempo.";"Ødelæg Golems krystal tårne for at forhindre Granite Worldbreaker at vågne og få mere tid.";"";"Vernietig de kristallen torens van de Golems om te verkomen dat de granieten wereld vernietiger wakker word en om meer tijd te krijgen.";"Niszcz Kryształowe Wieże Golemów aby powstrzymać Granitowego Niszczyciela Światów przed przebudzeniem i by zyskać dodatkowy czas.";"Tuhoa golemien kristallitornit estääksesi graniitti maailmojentuhoajan heräämisen ja saadaksesi lisää aikaa.";"Destrua as torres de cristais dos golems para que o Granito Quebramundos não acorde, ou para ganhar mais tempo.";"Kristal Kuleler'i yıkarak Granit Yokedici'nin uyanmasını geciktir.";"";"Znič Krystalové Věže Golemů pro oddálení probuzení Žulového NičiteleSvěta.";"Κατάστρεψε τους Πύργους Κρυστάλλων των Γκόλεμ για να αποτρέψεις το ξύπνημα του Γρανιτένιου Κοσμολετήρα και για να κερδίσεις περισσότερο χρόνο.";"";"";"Distruge Turnurile de Cristal ale Golemurilor pentru a împiedica Divizorul Mondial de Granit să se trezească și să câștige mai mult timp.";"Destruye las Torres de Cristal de los Golems para evitar que los Rompemundos de Granito se despierte y ganar más tiempo..";"Знищить кришталеві вежі Големів, щоб запобігти пробудження Гранітного Руйнівника Світів і отримати більше часу.";"دمر أبراج ""كريستال الوحش الصخري "" ""لمنع الحارس"" من الاستيقاظ،وكسب المزيد من الوقت.";"摧毁魔像的水晶塔将能阻挡花岗岩破世者醒来，进而得到较多的应对时间。";"摧毀巨石像的水晶塔將能阻擋花崗岩破世者醒來，進而得到較多的應對時間。";"";"골렘의 수정 포탑을 파괴해서 화강암 세계 파괴자가 각성하는 것을 막고 시간을 더 확보할 수 있습니다.";"";""
"core_pve_attack_tower_count_empty_hint";"Du hast alle Kristalltürme der Golems zerstört, nun vernichte den Granitweltenbrecher bevor er deinen Nexus zerstört!";"You destroyed all Crystal Towers of the Golems! Now defeat the Granite Worldbreaker before he destroys your Nexus!";"Vous avez détruit toutes les tours de cristal des golems! Maintenant, battez le Brise-monde de granite avant qu'il ne détruise votre nexus!";"Você destruiu todas as Torres de Cristal dos Golems! Agora destrua o Quebra-Mundos de Granito antes que ele destrua o seu Nexus!";"Вы уничтожили все Кристальные башни Големов! Теперь победите Гранитного Сокрушителя прежде, чем он разрушит ваш Nexus!";"¡Has destruido todas las Torres de Cristal de los Golems! ¡Ahora derrota al Rompe Mundos de Granito antes de que destruya tu Nexo!";"Hai distrutto tutte le Torri di Cristallo dei Golem! Ora sconfiggi il Distruttore di Mondi Granitico prima che distrugga il tuo Nucleo!";"Du har ødelagt alle Golems krystal tårne! Besejr nu Granite Worldbreaker før han ødelægger din Nexus!";"";"U heeft alle kristallen torens van de Golems vernietigd! Versla nu de Granieten Wereld vernietiger voordat hij u nexus vernietigd!";"Zniszczyłeś wszystkie Kryształowe Wieże Golemów! Teraz pokonaj Granitowego Niszczyciela Światów zanim zniszczy twojego Nexusa!";"Tuhosit kaikki golemien kristallitornit! Nyt päihitä graniitti maailmojentuhoaja, ennen kuin hän tuhoaa Nexuksesi!";"Você destruiu as torres de cristais dos golems! Agora derrote o Granito Quebramundos antes que ele destrua seu Nexus!";"Tüm Kristal Kuleler yıkıldı! Artık Granit Yokedici seni yok etmeden önce sen onun icabına bakabilirsin!";"";"Zničil jsi všechny Krystalové Věže Golemů! Nyní poraž Žulového NičiteleSvěta dřív, než on zničí tvoji základnu!";"Κατέστρεψες όλους τους Πύργους Κρυστάλλων των Γκόλεμ! Τώρα νίκησε των Γρανιτένιο Κοσμολετήρα, προτού καταστρέψει το Πλέγμα σου!";"";"";"Ai distrus toate Turnurile de Cristal ale Golemelor! Învinge acum Divizorul Mondial de Granit înainte să-ți distrugă Nexus!";"¡Has destruido todas las Torres de Cristal de los Golems! ¡Ahora derrota al Rompemundos de Granito antes de que destruya tu Nexus!";"Ви знищили всі Кришталеві вежі Големів! Тепер переможіть Гранітного Руйнівника Світів, перш ніж він зруйнує ваш Nexus!";"لقد دمرت جميع أبراج العدو! الأن دمر ""الحارس"" قبل ان يدمر قاعدتك!";"您已经摧毁所有魔像的水晶塔们！现在该去打败花岗岩破世者，免得他摧毁您的主堡！";"你已經摧毀所有巨石像的水晶塔了！現在該去打敗花崗岩破世者，免得他摧毀你主堡！";"";"골렘의 수정 포탑을 모두 파괴했습니다! 이제 화강암 세계 파괴자가 넥서스를 부수기 전에 그를 처치하세요.";"";""
"core_pve_attack_time_to_boss_wave_hint";"Immer wenn diese Zeit abläuft entsenden die Golems eine größere Welle an Einheiten um dich zu überwältigen. Bereite dich vor!";"Every time this timer expires the Golems are sending a big wave of units to overwhelm you. Be prepared!";"Chaque fois que compte à rebours expire, les golems envoient une grande vague d'unités pour vous écraser. Soyez prêts!";"Toda vez que essa contagem acaba, os Golems enviam uma grande onda de unidades para atacar você. Esteja preparado!";"Каждый раз, когда этот таймер истекает, Големы посылают большую волну юнитов, чтобы одолеть вас. Будьте готовы!";"Cada vez que este tiempo expira, los Golems enviarán una gran ola de unidades para vencerte. ¡Prepárate!";"Ogni volta che il tempo scade i Golem invieranno una grande ondata di unità per sovrastarti. Preparati!";"Hver gang denne timer udløber vil Golem sende en stor bølge af soldater for at overmande dig. Vær beredt!";"";"Elke keer als deze tijd klok vervalt sturen de Golems een Grote golf van eenheden. Wees voorbereid!";"Za każdym razem, gdy czas upływa, Golemy wysyłają wielką falę jednostek by ciebie pokonać. Bądź przygotowany!";"Aina kun tämä aika loppuu, golemit lähettävät valtavan lauman yksiköitä tukikohtaasi. Ole valmiina!";"Toda vez que o tempo limite expirar serão enviados uma grande onda de golems para sobrepujar você. Esteja preparado!";"Zaman dolduğunda Golemler seni yerle bir etmek için büyük bir ordu gönderecek. Hazırlıklı ol!";"";"Pokaždé když tento časovač vyprší Golemové pošlou velkou vlnu jednotek aby tě přemohli. Buď připraven!";"Κάθε φορά που αυτό το χρονόμετρο λήγει, τα Γκόλεμ στέλνουν ένα μεγάλο κύμα μονάδων για να σε κατατροπώσουν. Ετοιμάσου!";"";"";"De fiecare dată când expiră acest timer, Golemurile trimit un val mare de unități care să vă copleșească. Fi pregatit!";"Cada vez que este minutero expira los Golems están enviando una gran ola de unidades para hacerle frente. ¡Prepárate!";"Щоразу, коли час спливає, Големи надсилають велику хвилю юнітів, щоб завалити тебе. Будь готовий!";"كلما ينقضي هاذا الوقت ترّسلُ""الوحوش الصخرية"" وحوشاٌ اقوى من التي قبلها مع مرور الوقت،كن مستعداٌ!";"每当计时结束，魔像都将送出一大波的单位来淹没您。千万要有准备！";"每當計時結束，巨石像都將送出一大波的單位來淹沒你。千萬要有準備！";"";"이 타이머가 끝날 때마다, 골렘은 당신을 제압하기 위해 많은 수의 적을 보냅니다. 확실하게 준비하세요!";"";""
"core_pve_attack_time_to_boss_wave_empty";"—";"—";"—";"—";"—";"—";"—";"-";"";"—";"—";"—";"_";"—";"";"—";"—";"—";"";"—";"—";"—";"—";"—";"—";"";"—";"—";""
"core_pve_attack_time_to_boss_wave_empty_hint";"Du hast alle größeren Wellen der Golem überstanden, es werden keine weiteren entsandt werden.";"You survived all big waves of the golems. There will be no more of them.";"Vous avez survécu à toutes les grandes vagues des golems. Il n'y en aura plus.";"Você sobreviveu a todos os grandes ataques dos golems. Não haverá mais deles.";"Вы пережили все большие волны нашествия големов. Их больше не будет.";"Has sobrevivido a las oleadas grandes de Golems. Ellos no enviaran más.";"Sei sopravvissuto a tutte le grandi ondate dei golem. Non ce ne sono più.";"Du har overlevet alle de store bølger fra golems. Der kommer ikke flere.";"";"Je hebt alle grote golven van de golems overleeft. Er zullen er geen meer zijn.";"Przetrwałeś wszystkie wielkie fale golemów. Nie będzie ich więcej.";"Selvisit kaikista suurista golemilaumoista. Lisää ei ole tulossa.";"Você sobreviveu a todas as ondas de golems. Haverão mais delas.";"Tüm büyük golem saldırılarından kurtuldun. Artık daha fazla golem saldırısı olmayacak.";"";"Přežil jsi všechny velké vlny golemů. Víc už jich nebude.";"Επιβίωσες μέσ' απ' όλα τα μεγάλα κύματα των γκόλεμ. Δε θα υπάρξουν άλλα.";"Túlélted a gólemek összes nagy támadását. Nem jönnek már többen.";"";"Ai supraviețuit tuturor valurilor mari ale golemurilor. Nu vor mai exista.";"Has sobrevivido a todas las grandes olas de los golems. Ya no habrá más.";"Ви пережили всі великі хвилі големів. Більше їх не буде.";"";"您从大批魔像的进攻中存活下来。您暂时不会再见到它们了。";"你從大批巨石像的進攻中存活下來。你暫時不會再見到它們了。";"";"엄청난 골렘의 파도 속에서 살아남았습니다. 이제 남아있는 골렘은 없습니다.";"";""
"core_reconnect_dialog_caption";"Verbindung verloren";"Connection lost";"Connexion perdu";"Conexão perdida";"Соединение потеряно";"Conexión perdida";"Connessione persa";"Forbindelse røg";"";"Verbinding verloren";"Utracono połączenie";"Yhteys katkesi";"Conexão perdida";"Bağlantı koptu";"";"Připojení ztraceno";"Η σύνδεση χάθηκε";"A kapcsolat megszakadt";"";"Conexiune pierdută";"Se ha perdido la conexión";"Зв'язок втрачено";"";"连线已中断";"連線已中斷";"";"연결 끊김";"การเชื่อมต่อขาดหาย";""
"core_reconnect_dialog_message";"Versuche wiederzuverbinden…";"Attempting to reconnect…";"Tentative de reconnexion…";"Tentando reconectar…";"Попытка повторного соединения…";"Intentando reconectar...";"Tentativo di riconnessione…";"Forsøger at få forbindelse igen…";"";"Er wordt geprobeerd opnieuw verbinding te maken…";"Próba ponownego połączenia…";"Yritetään yhdistää uudelleen…";"Tentando reconectar…";"Tekrardan bağlanmaya çalışılıyor…";"";"Pokus o připojení…";"Απόπειρα επανασύνδεσης…";"";"";"Încercare de reconectare…";"Intentando volver a conectar…";"Спроба підключитись знову…";"";"尝试重新连线…";"嘗試重新連線...";"";"다시 연결하는 중입니다...";"พยายามที่จะเชื่อต่อใหม่";""
