"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"armortype_atmedium_caption";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20 % (30 %)";"20% (30%)";"%20 (%30)";"";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"20% (30%)";"";"20% (30%)";"";""
"armortype_atmedium_hint";"- Mittelstarke Rüstung -\nErhält von Fernkämpfern 30%, ansonsten 20% verminderten Schaden.";"<span class=""headline"">- Medium Armor -</span>\nReduces all ranged damage by 30% and any other damage by 20%.";"<span class=""headline"">- Amure moyenne -</span>\nRéduit tous les dégâts à distance de 30% et les autres dégâts de 20%.";"<span class=""headline"">- Armadura Média -</span>\nReduz todo o dano por 30% e qualquer outro tipo de dano por 20%.";"<span class=""headline"">- Средняя броня -</span>\nУменьшает урон от дальнобойных атак на 30% и любой другой атаки на 20%.";"<span class=""headline"">- Armadura Media -</span>\nReduce todo el daño de rango un 30% y otros daños un 20%.";"<span class=""headline"">- Armatura Media-</span>\nRiduce tutti i danni da distanza del 30% e tutti gli altri danni del 20%.";"<span class=""headline"">- Medium rustning -</span>\nFormindsker alle afstands angreb med 30% og alt andet skade med 20%.";"<span class=""headline"">- Medium Rustning -</span>\nMinskar alla distansvapen skador med 30% och alla andra skador med 20%.";"Middelmatig Pantser -\nReduceert alle inkomende Ranged schade met 30%, andere typen schade met 20%.";"<span class=""headline"">- Średni Pancerz -</span>\nRedukuje otrzymywane obrażenia dystansowe o 30% i wszystkie inne o 20%.";"<span class=""headline"">- Normaalipanssari -</span>\nVähentää kaikkea otettua kaukovahinkoa 30 % ja muuta vahinkoa 20 %.";"<span class=""headline"">- Armadura Média -</span>\nReduza todo dano à distancia em 30% e todos os outros em 20%.";"<span class=""headline"">- Kalın Zırh -</span>\nGelen menzilli saldırıların gücü %30 ve diğer tüm saldırıların gücü %20 azaltılır.";"";"<span class=""headline"">- Střední Brnění-</span>\nSníží poškození na dálku o 30% a ostatní typy poškození o 20%.";"<span class=""headline"">- Μεσαία Πανοπλία -</span>\nΜειώνει όλες τις μακρινές ζημιές κατά 30% και κάθε άλλη ζημιά κατά 20%.";"<span class=""headline"">- Közepes Páncélzat -</span>\nCsökkenti a kapott távolsági sebzést 30%-kal, míg minden más kapott sebzést 20%-kal.";"<span class=""headline"">- Medium Rustning -</span>\nReduserer alle varierte skade av 30% og annen skade av 20%.";"<span class=""headline"">- Armură Medie -</span>\nReduce toate daunele variate cu 30% și orice alte daune cu 20%.";"<span class=""headline"">- Armadura media -</span>\nReduce el daño a distancia en un 30% y cualquier otro daño en un 20%.";"<span class=""headline"">- Середня броня -</span>\nЗменьшує шкоду від далекобійних атак на 30% і будь-який інший атак на 20%.";"";"<span class=""headline"">- 中等装甲 -</span>\n减少所有远程伤害 30% 并减少其余伤害 20%。";"<span class=""headline"">- 中等裝甲 -</span>\n減少所有遠程傷害 30% 並減少其餘傷害 20%。";"";"<span class=""headline"">- 중형 방어구 -</span>\n모든 원거리 피해량이 30%, 다른 유형의 피해량이 20% 감소합니다.";"";""
"armortype_atunarmored";"Keine";"Unarmored";"Sans armure";"Desarmado";"Без брони";"Desarmado";"Senza Armatura";"Ingen rustning";"Obepansrad";"Ongepantserd";"Bez pancerza";"Suojaton";"Sem Armadura";"Korumasız";"";"Neobrněný";"Αθωράκιστος";"Páncélozatlan";"Ubeskyttet";"Fără armură";"Sin armaduras";"Без броні";"غير مدرع";"无装甲";"無裝甲";"";"비무장";"";""
"armortype_atunarmored_caption";"0%";"0%";"0%";"0%";"0%";"0%";"0%";"0%";"0%";"0%";"0%";"0 %";"0%";"%0";"";"0%";"0%";"0%";"0%";"0%";"0%";"0%";"٠‏٪";"0%";"0%";"";"0%";"";""
"armortype_atunarmored_hint";"- Keine Rüstung -\nBekommt aus allen Quellen unverändert Schaden.";"<span class=""headline"">- Unarmored -</span>\nDoesn't reduce any incoming damage.";"<span class=""headline"">- Sans armure -</span>\nNe réduit aucune dégâts entrants.";"<span class=""headline"">- Desarmado -</span>\nNão reduz qualquer dano infligido.";"<span class=""headline"">- Без брони -</span>\nПолучает полный урон от всех атак.";"<span class=""headline"">- Desarmado -</span>\nNo reduce ningún tipo de daño.";"<span class=""headline"">- Senza Armatura-</span>\nNon riduce il danno subito.";"<span class=""headline"">- Ingen rustning -</span>\nFormindsker ingen skade.";"<span class=""headline"">- Obepansrad -</span>\nMinskar ingen inkommande skada.";"Ongepantserd -\nReduceert geen schade.";"<span class=""headline"">- Bez pancerza -</span>\nNie redukuje przychodzących obrażeń.";"<span class=""headline"">- Suojaton -</span>\nEi vähennä mitään otettua vahinkoa.";"<span class=""headline"">- Sem Armadura -</span>\nNão reduz nenhum dano.";"<span class=""headline"">- Korumasız -</span>\nGelen hasar azaltılmaz.";"";"<span class=""headline"">- Neobrněný-</span>\nObdržené poškození není redukováno.";"<span class=""headline"">- Αθωράκιστος -</span>\nΔε μειώνει καμιά εισερχόμενη ζημιά.";"<span class=""headline"">- Páncélozatlan -</span>\nNem csökkenti a kapott sebzést.";"<span class=""headline"">- Ubeskyttet -</span>\nReduserer ikke noen innkommende skade.";"<span class=""headline"">- Fără armură -</span>\nNu reduce daunele primite.";"<span class=""headline"">- Sin armaduras -</span>\nNo reduce ningún daño entrante.";"<span class=""headline"">- Без броні -</span>\nОтримує повну шкоду від усіх атак.";"<span class=""headline"">- غير مدرع-</span>\n لا يقلل الضرر القادم.";"<span class=""headline"">- 无装甲 -</span>\n不会减少任何所受到伤害。";"<span class=""headline"">- 無裝甲 -</span>\n不減少任何所受到傷害。";"";"<span class=""headline"">- 방어구 없음 -</span>\n어떠한 피해량도 감소하지 않습니다.";"";""
"card_stats_attack";"Angriff";"Attack";"Attaque";"Ataque";"Атака";"Ataque";"Attacco";"Angrib";"Attack";"Aanval";"Atak";"Hyökkäys";"Ataque";"Saldırı";"";"Útok";"Επίθεση";"Támadás";"Angrip";"Atac";"Ataque";"Атака";"هجوم";"攻击力";"攻擊力";"";"공격력";"";""
"card_stats_defense";"Verteidigung";"Defense";"Défense";"Defesa";"Защита";"Defensa";"Difesa";"Forsvar";"Försvar";"Verdediging";"Obrona";"Puolustus";"Defesa";"Savunma";"";"Obrana";"Άμυνα";"Védelem";"Forsvar";"Apărare";"Defensa";"Захист";"دفاع";"防御值";"防禦值";"";"방어력";"";""
"card_stats_utility";"Unterstützung";"Utility";"Utilitaire";"Utilidade";"Полезность";"Utilidad";"Utilità";"Nytte";"Verktyg";"Utiliteit";"Użyteczność";"Tarvike";"Utilidade";"Yetenek";"";"Užitek";"Χρησιμότητα";"Eszközök";"Verktøy";"Utilitate";"Utilidad";"Користь";"اسناد";"功能";"功能";"";"유틸성";"";""
"card_tier";"Stufe";"Stage";"Phase";"Nível";"Этап";"Etapa";"Fase";"Fase";"Steg";"Stage";"Etap";"Vaihe";"Fase";"Evre";"";"Fáze";"Στάδιο";"Stádium";"Stadie";"Etapă";"Etapa";"Етап";"مرحلة";"阶段";"階段";"";"단계";"";""
"cardtype_building";"Gebäude";"Building";"Batîment";"Construção";"Постройка";"Estructura";"Struttura";"Bygning";"Byggnad";"Gebouw";"Budynek";"Rakennus";"Construção";"Kule";"";"Budova";"Κτίριο";"Építmény";"Bygning";"Clădire";"Edificio";"Будівництво";"بناء";"建筑";"建置";"";"건물";"";""
"cardtype_drop";"Beschwörung";"Summoning";"Invocation";"Convocação";"Призыв";"Invocación";"Evocazione";"Tilkalde";"Summonering";"Ontbieden";"Przywoływanie";"Kutsuttava";"Invocação";"Çağırma";"";"Vyvolávání";"Επιστράτευση";"Idézés";"Sammenkalle";"Convoca";"Invocando";"Виклик";"استدعاء";"召唤";"召喚";"";"소환";"";""
"cardtype_spawner";"Spawner";"Spawner";"Invocateur";"Criador";"Спавнер";"Spawner";"Spawn";"Spawner";"Framkallare";"Spawner";"Przywoływacz";"Lähettäjä";"Gerador";"Üretici";"";"Spawner";"Γεννήτορας";"Idéző";"Spawner";"Cuib";"Generador";"Спаунер";"ولادة";"生成";"生成";"";"생성";"";""
"cardtype_spell";"Zauber";"Spell";"Sort";"Feitiço";"Заклинание";"Hechizo";"Magia";"Formular";"Trollformel";"Toverspreuk";"Zaklęcie";"Loitsu";"Magia";"Büyü";"";"Kouzlo";"Ξόρκι";"Képesség";"Trylleformel";"Vraja";"Hechizo";"Заклинання";"سحر";"法术";"法術";"";"주문";"";""
"damagetype_dtmelee_hint";"- Nahkampfangriff -\nDiese Einheit bekämpft Einheiten im Nahkampf.";"<span class=""headline"">- Melee Attack -</span>\nThis unit fights enemies within Melee range.";"<span class=""headline"">- Attaque de mêlée -</span>\nCette unité attaque les ennemies à portée de mêlée.";"";"<span class=""headline"">- Ближний бой -</span>\nЭтот юнит атакует врагов в ближнем бою.";"<span class=""headline"">- Ataque Melee -</span>\nEsta unidad lucha cuerpo a cuerpo.";"<span class=""headline"">- Attacco Corpo a Corpo-</span>\nQuesta unità combatte i nemici in mischia.";"<span class=""headline"">- Nærkamp -</span>\nDenne enhed bekæmper fjender med nærkamp.";"<span class=""headline"">- Närstridsattack -</span>\nDenna enhet bekämpar fiender inom närstrid.";"Melee Aanval -\nDeze troepen vallen aan binnen Melee Radius.";"<span class=""headline"">- Atak wręcz -</span>\nJednostka atakuje inne walką wręcz.";"<span class=""headline"">- Lähihyökkäys -</span>\nTämä yksikkö hyökkää vihollisiin lähitaisteluetäisyydeltä.";"<span class=""headline"">- Ataque Corpo-a-Corpo -</span>\nEssa unidade luta contra inimigos por meio do corpo-a-corpo.";"<span class=""headline"">- Yakın Dövüş -</span>\nBu birlik yakın dövüş birimlerinden oluşur.";"";"<span class=""headline"">- Útok na blízko -</span>\nTato jednotka útočí na soupeře zblízka.";"<span class=""headline"">- Συσταδόν Επίθεση -</span>\nΑυτή η μονάδα πολεμά εχθρούς σε μια συσταδόν εμβέλεια.";"<span class=""headline"">- Közelharci Támadás -</span>\nEz az egység közelharci távolságban küzd.";"<span class=""headline"">- Nærkamp angrep -</span>\nDenne enheten kjemper fiender innen Nærkamps rekkevidde.";"<span class=""headline"">- Atac Corp la Corp -</span>\nAceastă unitate combate inamicii din raza corp la corp.";"<span class=""headline"">- Ataque cuerpo a cuerpo -</span>\nEsta unidad lucha contra enemigos dentro del alcance cuerpo a cuerpo.";"<span class=""headline"">- Ближній бій -</span>\nЦей юніт атакує ворогів в ближньому бою.";"";"<span class=""headline"">- 近战攻击 -</span>\n此单位能以近战攻击攻击敌人。";"<span class=""headline"">- 近戰攻擊 -</span>\n此單位能以近戰攻擊攻擊敵人。";"";"<span class=""headline"">- 근접 공격 -</span>\n이 유닛은 근접 범위 내에서 적과 싸웁니다.";"";""
"damagetype_dtranged_hint";"- Fernkampfangriff -\nDiese Einheit bekämpt Einheiten auf Distanz.";"<span class=""headline"">- Ranged Attack -</span>\nThis unit fights enemies from a distance.";"<span class=""headline"">- Attaque à distance -</span>\nCette unité attaque les ennemies à distance.";"";"<span class=""headline"">- Дальнобойная атака -</span>\nЭтот юнит атакует врагов с дистанции.";"<span class=""headline"">- Ataque de Rango -</span>\nEsta unidad ataca a distancia a los enemigos.";"<span class=""headline"">- Attacco a Distanza -</span>\nQuesta unità combatte i nemici dalla distanza.";"<span class=""headline"">- Afstand Angreb-</span>\nDenne enhed bekæmper fjender fra afstand.";"<span class=""headline"">- Distansvapen Attack -</span>\nDenna enhet bekämpar fiender från avstånd.";"Afstands Aanval -\nDeze troepen vallen aan vanaf een afstand.";"<span class=""headline"">- Atak dystansowy -</span>\nJednostka atakuje inne z dystansu.";"<span class=""headline"">- Kaukohyökkäys -</span>\nTämä yksikkö hyökkää vihoollisiin etäältä.";"<span class=""headline"">- Ataque à Distância -</span>\nEssa unidade luta contra inimigos à distância.";"<span class=""headline"">- Menzilli -</span>\nBu birlik menzilli birimlerinden oluşur.";"";"<span class=""headline"">- Útok na dálku-</span>\nTato jednotka útočí na soupeře z dálky.";"<span class=""headline"">- Μακρινή Επίθεση -</span>\nΑυτή η μονάδα πολεμά εχθρούς από απόσταση.";"<span class=""headline"">- Távolsági Támadás -</span>\nEz az egység messziről támad.";"<span class=""headline"">- Rangert Angrep -</span>\nDenne enheten fiender fra en avstand.";"<span class=""headline"">- Atacuri de la Distanță-</span>\nAceastă unitate combate dușmanii de la distanță.";"<span class=""headline"">- Ataque a distancia -</span>\nEsta unidad lucha contra enemigos a distancia.";"<span class=""headline"">- Далекобійна атака -</span>\nЦей юніт атакує ворогів з дистанції.";"";"<span class=""headline"">- 远程攻击 -</span>\n此单位可在一定距离内攻击敌人。";"<span class=""headline"">- 遠程攻擊 -</span>\n此單位可在一定距離內攻擊敵人。";"";"<span class=""headline"">- 원거리 공격 -</span>\n이 유닛은 원거리에서 적과 싸웁니다.";"";""
"damagetype_dtsiege_hint";"- Belagerungsschaden -\nDiese Einheit ist besonders effektiv gegen Gebäude und teilt vierfachen Schaden gegen Verstärkte Rüstung aus.";"<span class=""headline"">- Siege Damage -</span>\nThis unit is most efficient against buildings, dealing 400% damage against fortified armor.";"<span class=""headline"">- Dégât de siège -</span>\nCette unité est plus efficace contre les bâtiments, infligeant 400% de dégâts contre les armures fortifiées.";"";"<span class=""headline"">- Урон от осады -</span>\nЭтот юнит наиболее эффективен против зданий, нанося 400% урон укреплённой броне.";"<span class=""headline"">- Daño de Asedio-</span>\nEsta unidad es muy eficiente contra estructuras, dañando un 400% más de daño a fortificaciones.";"<span class=""headline"">- Danni da Assedio-</span>\nQuesta unità è più efficace contro le strutture, infliggendo il 400% dei danni contro le armature fortificate.";"<span class=""headline"">- Belejrings skade -</span>\nDenne enhed er mest effektiv mod bygninger, og giver 400% skade mod befæstet rustning.";"<span class=""headline"">- Belägringsskada -</span>\nDenna enhet är effektivast mot byggnader, med 400% skada mot befäst rustning.";"<span class=""headline"">- Belegeringsschade-</span>\nDeze eenheid is het meest efficiënt tegen gebouwen, 400% schade veroorzakend tegen versterkt pantser.";"<span class=""headline"">- Obrażenia oblężnicze -</span>\nTa jednostka jest najbardziej efektywna wobec budynków, zadając im 400% obrażeń.";"<span class=""headline"">- Piiritysvahinko-</span>\nTämä yksikkö on tehokkain rakennuksia vastaan, tehden 400 % vahinkoa vahvistettuun panssariin.";"<span class=""headline"">- Ataque de Cerco -</span>\nEssa unidade é muito efetiva contra estruturas, tirando 400% de dano contra armaduras fortificadas.";"<span class=""headline"">- Kuşatma -</span>\nBu birlik binalara karşı güçlü birimlerden oluşur ve güçlendirilmiş zırha karşı %400 hasar vurur.";"";"<span class=""headline"">- Obléhací Poškození-</span>\nTato jednotka je nejvíce efektivní proti budovám, udílející 400% poškození proti opevněným.";"<span class=""headline"">- Πολιορκητική Ζημιά -</span>\nΑυτή η μονάδα είναι πιο αποτελεσματική ενάντια σε κτίρια, αφού προκαλεί ζημιά 400% κατά μιας ενισχυμένης πανοπλίας.";"<span class=""headline"">- Ostrom Sebzés -</span>\nEz az egység építmények ellen a leghatásosabb, 400%-kal többet sebez megerősített páncél ellen.";"<span class=""headline"">- Beleiringsskade -</span>\nDenne enheten er mest effektiv mot bygninger, hvilket inkluderer 400% skade mot fast rustning.";"<span class=""headline"">- Daune de Asediu -</span>\nAceastă unitate este cea mai eficientă împotriva clădirilor, făcând 400% daune împotriva armurii fortificate.";"<span class=""headline"">- Daño de asedio -</span> \ nEsta unidad es más eficiente contra edificios, e inflige un 400% de daño contra armaduras fortificadas.";"<span class=""headline"">- Пошкодження облоги -</span>\nЦей юніт найбільш ефективний проти будівель, завдаючи 400% шкоди укріпленій броні.";"";"<span class=""headline"">- 攻城伤害 -</span>\n此单位对付建筑最为拿手，可对强化装甲造成 400% 的伤害。";"<span class=""headline"">- 攻城傷害 -</span>\n此單位對付建築最為拿手，可對強化裝甲造成 400% 的傷害。";"";"<span class=""headline"">- 공성 공격 -</span>\n건물을 상대로 가장 효과적입니다. 요새형 장갑에 주는 피해가 400% 증가합니다.";"";""
