"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"settings_caption";"Einstellungen";"Settings";"Paramètres";"Configurações";"Настройки";"Ajustes";"Impostazioni";"Indstillinger";"Inställningar";"Instellingen";"Ustawienia";"Asetukset";"Configurações";"Ayarlar";"Настройки";"Nastavení";"Ρυθμίσεις";"Beállítások";"";"Setări";"Configuración";"Налаштування";"الإعدادات";"设定";"設定";"";"설정";"ตั้งค่า";""
"settings_menu_category_gameplay";"Interface";"Interface";"Interface";"Interface";"Геймплей";"Interfaz";"Interfaccia";"";"Gränssnitt";"Interface";"Rozgrywka";"Pelaaminen";"Interface";"Oynanış";"Интерфейс";"Rozhraní";"Διεπιφάνεια";"Interfész";"";"Interfață";"Interfaz";"Інтерфейс";"";"介面";"介面";"";"인터페이스";"อินเทอร์เฟซ";""
"settings_menu_category_graphics";"Grafik";"Graphics";"Graphiques";"Gráficos";"Графика";"Gráficos";"Grafica";"Grafik";"Grafik";"";"Grafika";"Grafiikat";"Gráficos";"Grafik";"Графики";"Grafika";"Γραφικά";"Grafika";"";"Grafică";"Gráficos";"Графіка";"";"图像";"圖像";"";"그래픽";"กราฟิก";""
"settings_menu_category_sound";"Sound";"Sound";"Audio";"Som";"Звук";"Sonido";"Audio";"Lyd";"Ljud";"Geluid";"Dźwięk";"Ääni";"Áudio";"Ses";"Звук";"Zvuky";"Ήχος";"Hang";"";"Sunet";"Sonido";"Звук";"الصوت";"声音";"聲音";"";"소리";"เสียง";""
"settings_menu_category_keybinding";"Tastaturbelegung";"Keybindings";"Raccourcis clavier";"Combinações de Teclas";"Привязка клавиш";"Atajos de Teclado";"Assegnazione tasti";"";"Tangentbindningar";"";"Ustawienia klawiszy";"Näppäimet";"Mapa de Teclas";"Tuşlar";"";"Keybindings";"Πλήκτρα";"";"";"Inserare tastatură";"Enlaces de teclas";"Прив’язка клавіш";"ارتباطات المفاتيح";"快捷键";"快速鍵";"";"단축키";"ปุ่มลัด";""
"settings_need_restart_hint";"Änderungen an dieser Einstellung werden erst nach einem Neustart des Spiels aktiv!";"Changes to this setting are only applied after restarting the game!";"Les modifications apportées à ce paramètre ne sont appliquées qu'après le redémarrage du jeu!";"As alterações desta configuração só são aplicadas depois de reiniciares o jogo!";"Внесённые изменения этого параметра применяются только после перезапуска игры!";"¡Los cambios a esta configuración solo se aplican después de reiniciar el juego!";"Le modifiche delle impostazioni saranno applicate solo dopo che il gioco sarà riavviato!";"";"";"";"Zmiany tych ustawień mają efekt po restarcie gry!";"Tämän asetuksen muutokset tulevat käyttöön pelin uudelleenkäynnistämisen jälkeen!";"Para estas mudanças fazerem efeitos é necessário reiniciar o jogo!";"Bu seçenek sadece oyun yeniden başlatıldığı zaman etki gösterir!";"Промени на настройките са приложени след рестартиране на играта!";"Změny se projeví až po restartování hry!";"Αλλαγές σ' αυτήν τη ρύθμιση εφαρμόζονται μετά την επανεκκίνηση του παιχνιδιού!";"";"";"Modificările la această setare se aplică numai după repornirea jocului!";"¡Los cambios a esta configuración sólo se aplican después de reiniciar el juego!";"Зміни цього параметра застосовуються лише після перезапуску гри!";"";"对此设定的更动将仅在重启游戏后才会套用！";"對此設定的更動將僅在重啟遊戲後才會套用！";"";"이 설정은 다시 시작한 후에 변경 사항이 적용됩니다.";"การเปลี่ยนแปลงนี้จะมีผลหลังจากเริ่มเกมใหม่";""
"settingsgameplayclipcursor";"Maus einfangen";"Confine cursor";"Confiner le curseur";"Confinar o cursor";"Ограничить перемещение курсора";"Confinar cursor";"Limite del cursore";"";"";"";"Ogranicz kursor";"Rajoitettu kursori";"Limitar Cursor";"İmleci sınırla";"";"Omezení kurzoru";"Περιόρισε τον κέρσορα";"";"";"Limita cursorului";"Definir cursor";"Обмежити курсор";"";"局限游标";"侷限游標";"";"커서 화면 테두리 제한";"";""
"settingsgameplayclipcursorhint";"(nur im Fenstermodus) Der Mauscursor wird im Fenster eingefangen und kann es nicht verlassen. Deaktiviert das Scrollen am Rand des Fensters.";"(only in windowed mode) Confines the cursor to the game window. Deactivates borderscrolling.";"(Uniquement en mode fenêtré) Confine le curseur sur la fenêtre de jeu. Désactive le défilement des bordures.";"(apenas no modo de janela) Limita o cursor na janela do jogo. Desativa borderscrolling.";"(только в оконном режиме) ограничивает перемещение курсора до игрового окна. Дезактивирует функцию выхода курсора за границу.";"(solo en modo ventana) Confina el cursor del ratón dentro de la ventana del juego evitando que se salga. ";"(solo in Modalità in finestra) Confina il cursore alla finestra di gioco. Questo disattiva lo scorrimento ai lati.";"";"";"";"(tylko w trybie okna) Ogranicza kursor do okna gry. Dezaktywuje przewijanie na krawędziach.";"(vain ikkunoidussa tilassa) Rajoittaa kursorin peli-ikkunaan. Estää kursorin viennin reunan yli.";"(quando em modo janela) Limita o cursor do mouse para que não saia da janela do jogo. Desativa rolar de bordas.";"(Yalnızca pencere modunda) İmleci oyun penceresine sınırlar. Kenarlık kaydırmayı devre dışı bırakır.";"";"(pouze při hře v okně) Omezí kurzor na herní obrazovku. Deaktivuje úpravy okrajů.";"(only in windowed mode) Confines the cursor to the game window. Deactivates borderscrolling.";"";"";"(numai în modul fereastră) Limitarea cursorului la fereastra jocului. Dezactivare scrolarea in afara ferestrei.";"(sólo en modo ventana) Confine el cursor a la ventana del juego. Desactiva el borderscrolling.";"(тільки у віконному режимі) обмежує курсор у вікні гри. Деактивована прокрутка меж.";"";"(仅对视窗模式下有效) 局限游标在游戏视窗内移动。此设定将会令边界视角移动失效。";"(僅對視窗模式下有效) 侷限游標在遊戲視窗內移動。此設定將會令邊界視角移動失效。";"";"(창 모드에서만 적용) 커서의 움직임을 게임 창 내부로 제한합니다. 창 태두리 화면 이동을 활성화합니다.";"";""
"settingsgameplaydragwavetemplates";"Drag and Drop Platzierung";"Drag and Drop unit placement";"Placement des unités par glisser-déposer.";"Posicionamento da unidade de Arrastar e Soltar";"Размещение юнита путём Переноса и Сброса.";"Arrastrar y soltar la colocación de unidades";"Posizionamento unità tramite trascinamento e rilascio.";"";"";"";"Przeciąganie jednostek.";"Yksikön sijoittaminen vetämällä ja pudottamalla";"Clicar e Arrastar para colocar unidades.";"Sürükle Bırak birim yerleştirme";"";"Chytnout a Položit pokládání jednotek";"Τοποθέτηση μονάδας με σύρσιμο-ρίξιμο";"Drag and Drop egység elhelyezés";"";"Trageți și fixați plasarea unității";"Arrastrar y Soltar la colocación de la unidad";"Перетягнути і Кинути юніта";"";"拖拉式单位摆放";"拖拉式單位擺放";"";"드래그 앤 드롭으로 유닛 배치";"";""
"settingsgameplaydragwavetemplateshint";"Einheiten können aus der Leiste auf das Feld gezogen werden, um sie zu platzieren.";"Units can be played by drag and drop.";"Les unités peuvent être jouées par glisser-déposer.";"Unidades podem ser jogadas arrastando e soltando.";"Юнитами можно управлять, перетаскивая и сбрасывая их.";"Las unidades se pueden jugar arrastrando y soltando.";"Le unità possono essere giocate tramite trascinamento e rilascio.";"";"";"";"Jednostki mogą być rozstawiane poprzez przeciąganie.";"Yksiköt voidaan pelata vetämällä ja pudottamalla.";"Unidades podem ser jogadas por meio do clicar e arrastar.";"Birimler sürükle bırak yöntemiyle yerleştirilebilir.";"";"Jednotky použiješ metodou chytnout a položit.";"Οι μονάδες μπορούν να παιχτούν με σύρσιμο-ρίξιμο.";"";"";"Unitățile pot fi redate prin tragere și fixare.";"Las unidades se pueden reproducir mediante la función de arrastrar y soltar.";"Юнітами можна грати шляхом перетягування.";"";"单位可以被拖拉来进行游戏。";"單位可以由滑鼠拖拉式而進行遊戲。";"";"카드를 마우스로 끌어서 놓아서 사용할 수 있습니다.";"";""
"settingsgameplayendlessbuild";"Auto Mehrfach-Platzierung";"Multiplacing of units";"Multi-placement d'unités";"Multicolocação de unidades";"Мультиразмещение юнитов";"Multi-colocación de unidades";"Posizionamento multiplo di unità";"";"";"";"Układanie wielu na raz";"Yksikoiden moniasettaminen";"Multi-aplicação de unidades";"Birimleri Çoklu Yerleştirme";"";"Multiplacing jednotek";"Πολυτοποθέτηση των μονάδων";"Egység gyorslerakás";"";"Multiplasarea unităților";"Multiposición de unidades";"Мультирозміщення юнітів";"";"单位可多次摆放";"單位可多重擺放";"";"유닛 다중 배치";"";""
"settingsgameplayendlessbuildhint";"Einheiten werden nach der Platzierung nicht abgewählt und können so mehrfach nacheinander platziert werden.";"Units won't be deselected after placing them, so multiple units can be placed easily.";"Les unités ne seront pas désélectionnées après les avoir placées, donc plusieurs unités peuvent être placées facilement.";"As unidades não serão desmarcadas após colocá-las, portanto, várias unidades podem ser colocadas facilmente.";"Выбор юнитов не будет отменен после их размещения, поэтому можно легко разместить многочисленные юниты.";"Las unidades no se deseleccionarán después de colocarlas, por lo que se pueden colocar varias unidades fácilmente.";"Le unità non verranno deselezionate dopo averle piazzate, per cui si possono facilmente posizionare più truppe contemporaneamente.";"";"";"";"Jednostki nie zostaną odznaczone po postawieniu, pozwalając na rozstawienie wielu jednostek na raz.";"Yksiköiden valinta pysyy niiden sijoittamisen jälkeen, joten useita yksiköitä voi sijoittaa helpommin.";"Unidades não serão desselecionadas ao serem colocadas, múltiplas unidades serão postas mais facilmente.";"Birimler yerleştirildikten sonra seçim kaldırılamaz, böylece birden fazla birim kolayca yerleştirilebilir.";"";"Výběr nebude zrušen po položení jednotky, umožňuje položit několik jednotek jednoduše.";"Οι μονάδες δε θα αποεπιλέγονται αφού τις τοποθετήσεις, ώστε να μπορούν να τοποθετούνται εύκολα πολλαπλές.";"";"";"Unitățile nu vor fi deselectate după plasarea lor, astfel încât mai multe unități pot fi plasate cu ușurință.";"Las unidades no serán deseleccionadas después de colocarlas, así que varias unidades pueden ser colocadas fácilmente.";"Вибір юнітів не буде відмінений, тому можливо легко розмістити багато юнітів.";"";"单位摆放后不会被取消选取，所以可以轻易的一次摆放多个同样单位。";"單位擺放後不會被取消選取，所以可以輕易的一次擺放多個同樣單位。";"";"유닛은 배치 후에도 계속 선택되어 있습니다. 여러 유닛을 더 쉽게 배치할 수 있습니다.";"";""
"SettingsGameplayShowEffectRadius";"Effektradien anzeigen";"Show areas of effect";"Montrer les zones d'effet";"Pequena área de efeito";"Показать области воздействия";"Mostrar áreas de efecto";"Mostra aree d'effetto";"";"";"";"Pokazuj obszary działania";"Näytä alue-efektit";"Mostrar áreas de efeito";"Etki alanını göster";"";"Zobraz oblast efektu";"Εμφάνιζε περιοχές επίδρασης";"";"";"Arată zonele de efect";"Mostrar áreas de efecto";"Показати область дії";"";"展示受影响区域";"展示影響區域";"";"범위 효과 보기";"";""
"SettingsGameplayShowEffectRadiusHint";"Der Wirkungsbereich eines Effektes wird angezeigt.";"The visualisation of the area of effect is shown.";"La visualisation de la zone d'effet est affichée.";"A visualização da área de efeito é mostrada.";"Отображена визуализация области воздействия.";"Se muestra la visualización del área de efecto.";"La visualizzazione dell'area d'effetto viene ora mostrata.";"";"";"";"Pokazuje obszary działania.";"Alue-efektien visuaalit näytetään.";"A visualização da área de efeito é mostrada.";"Etki alanının görselleştirilmesi gösterilir.";"";"Znázorní oblast efektu.";"Εμφανίζεται η απεικόνιση της περιοχής επίδρασης.";"";"";"Este afișată vizualizarea zonei de efect.";"Se muestra la visualización de la zona de efecto.";"Відображення області дії.";"";"将会在显示上表现出受影响区域。";"將會視覺表現出受影響區域。";"";"영역 효과가 표시됩니다.";"";""
"settingsgameplayhidetutorial";"Tutorial-Hinweise verstecken";"Hide Tutorial Buttons";"Masquer les boutons du tutoriel";"Esconder os botôes do tutorial";"Скрыть Кнопки обучения";"Esconder Botones de Tutorial";"Nascondi i Pulsanti d'Addestramento";"";"";"";"Schowaj przyciski samouczków";"Piilota opetuspainikkeet";"Esconder Botões do Tutorial";"Öğretici Düğmeleri Gizle";"";"Skrýt Tlačítka Tutoriálu";"Κρύψε τα κουμπιά τού μαθήματος";"";"";"Ascunde Butoanele Tutorialului";"Ocultar botones del Tutorial";"Приховати кнопки навчання";"";"隐藏教程按钮";"隱藏教程按鈕";"";"튜토리얼 버튼 숨기기";"";""
"settingsgameplayhidetutorialhint";"Die Tutorial-Knöpfe werden im Interface ausgeblendet.";"Hides all tutorial buttons in the ingame interface.";"Masque tous les boutons du tutoriel dans l'interface du jeu.";"Esconde todos os botões do tutorial da tela.";"Скрывает все кнопки обучения в игровом интерфейсе.";"Esconde todos los botones del tutorial en la interfaz del juego.";"Nascondi tutti i Pulsanti d'Addestramento dall'interfaccia di gioco.";"";"";"";"Chowa wszystkie przyciski samouczków na interfejsie gry.";"Piilottaa kaikki opetuspainikkeet käyttöliittymästä.";"Esconde todos os botões do tutorial da tela.";"Oyun içi arayüzündeki tüm öğretici düğmeleri gizler.";"";"Skryje všechny tlačítka tutoriálu v herním rozhraní.";"Κρύβει όλα τα κουμπιά τού μαθήματος στη διεπιφάνεια του παιχνιδιού.";"";"";"Ascunde toate butoanele tutorialelor din interfața jocului.";"Oculta todos los botones del tutorial en la interfaz del juego.";"Приховує всі кнопки-підказки в інтерфейсі гри.";"";"游戏介面中隐藏所有教学流程有关的按钮。";"遊戲介面中隱藏所有教學流程有關的按鈕。";"";"게임 내 인터페이스에서 모든 튜토리얼 버튼을 숨깁니다.";"";""
"settingsgameplaykeybindingmode";"Alternative Steuerung";"Alternative controls";"Contrôles alternatifs";"Controlos alternativos";"Альтернативные элементы управления";"Controles Alternativos";"Controlli alternativi";"";"";"";"Alternatywne sterowanie";"Vaihtoehtoiset näppäimet";"Controles alternativos";"Alternatif kontroller";"";"Alternativní ovládání";"Εναλλακτικά κουμπιά";"Alternatív irányítás";"";"Controale alternative";"Controles alternativos";"Альтернативне керування";"";"他种操控";"替代操控";"";"단축키 세트 2";"";""
"settingsgameplaykeybindingmodehint";"WASD wird zum umschauen verwendet und die Zauber sind auf QERF gelegt statt auf QWER.";"WASD can now be used to move the camera, spells are usable via QERF instead of QWER.";"WASD peut maintenant être utilisé pour déplacer la caméra, les sorts sont utilisables via QERF au lieu de QWER.";"WASD agora podem ser usados para mover a câmara, feitiços são usados com QERF em vez de QWER.";"WASD теперь можно использовать для перемещения камеры, заклинания можно использовать с помощью QERF вместо QWER.";"Ahora se puede usar WASD para mover la cámara, los hechizos se pueden usar a través de QERF en lugar de QWER.";"WASD possono essere ora usati per muovere la telecamera, le magie ora sono utilizzabili tramite QERF invece di QWER.";"";"";"";"WASD może być teraz używane do przesuwania kamery, a czary używane przez QERF zamiast QWER.";"WASD voi nyt käyttää kameran liikuttamisessa, taidot ovat käytettävissä QERF, ei enää QWER.";"WASD agora pode ser usado para mover a câmera, magias serão utilizáveis por meio do QERF ao invés de QWER.";"WASD şimdi kamerayı hareket ettirmek için kullanılabilir, büyüler QWER yerine QERF ile kullanılabilir.";"";"WASD lze nyní použít pro pohyb kamery, kouzla se používají QERF místo QWER.";"Τα WASD τώρα μπορούν να χρησιμοποιηθούν για να μετακινείς την κάμερα· τα ξόρκια γίνονται με τα QERF αντί των QWER.";"";"";"WASD poate fi folosit acum pentru a muta camera, vrăjile sunt utilizate prin QERF în loc de QWER.";"Ahora se puede usar WASD para mover la cámara, los hechizos se pueden utilizar a través de QERF en lugar de QWER.";"WASD тепер може використовуватися для переміщення камери, заклинання можна використовувати через QERF замість QWER.";"";"WASD 现可被用来移动相机视点，法术则可改用 QERF 而不是 QWER。";"WASD 現可被用來移動相機視點視，法術則可改用 QERF 而不是 QWER。";"";"WASD를 사용하여 카메라를 움직이고 (QWER가 아닌) QERF로 주문을 사용할 수 있습니다.";"";""
"settingsgameplayrightclickpanning";"Umsehen mit der rechten Maustaste";"Camera panning using the right mouse button.";"Caméra panoramique avec le bouton droit de la souris.";"Visão panorâmica da câmera usando o botão direito do rato.";"Панорамирование камеры с помощью правой кнопки мыши.";"Movimiento de la Cámara con el botón derecho del Ratón";"Telecamera panoramica utilizzando il tasto destro del mouse.";"";"";"";"Panoramowanie kamery prawym przyciskiem myszy.";"Kameran vieritys oikealla hiiren painikkeella.";"Panoramizar câmera usando o botão direito do mouse.";"Sağ fare düğmesini kullanarak kamera kaydırma.";"";"Posun kamery používá využívá tlačítko myši.";"Βλέπεις πανοραμικά με το δεξί κουμπί του ποντικιού.";"";"";"Panoramarea camerei cu ajutorul butonului dreapta al mouse-ului.";"Cámara panorámica con el botón derecho del mouse.";"Панорамування камери за допомоги правої кнопки миші.";"";"使用滑鼠左键来移动视点。";"使用滑鼠左鍵來移動視點。";"";"마우스 우클릭으로 카메라 이동.";"";""
