"Column";"de";"en";"fr";"pt";"ru";"es";"it";"da";"sv";"nl";"pl";"fi";"pt-BR";"tr";"bg";"cs";"el";"hu";"no";"ro";"es-419";"uk";"ar";"zh-CN";"zh-TW";"ja";"ko";"th";"vn"
"scenario_deck_name_pve_attack_4";"Felsrutsch (Gold)";"Rock Slide (Gold)";"Éboulement de roches (or)";"";"Сползание Утеса (Золото)";"Avalancha (Oro)";"Scivolo di Pietra (Oro)";"";"";"";"Osunięcie Głazów (Złoto)";"Kiviluiske (kulta)";"Declive de Rocha (Ouro)";"Kaya Heyelanı (Altın)";"";"Sešup Šutrů (Zlato)";"Κατολίσθηση (Χρυσός)";"";"";"Tobogan de Stâncă (Aur)";"";"Сповзання Утеса (Золото)";"";"岩石流(黄金)";"岩石流(黃金)";"";"돌 미끄럼틀(골드)";"";""
"scenario_deck_name_pve_attack_5";"Granitlawine (Kristall)";"Granite Avalanche (Crystal)";"Avalanche de granite (cristal)";"";"Гранитная Лавина (Кристалл)";"Avalancha de Granito (Cristal)";"Valanga Granitica (Cristallo)";"";"";"";"Granitowa Lawina (Kryształ)";"Graniittivyöry (kristalli)";"Avalanche de Granito (Cristal)";"Granit Çığ (Kristal)";"";"Žulová Lavina (Krystal)";"Καταιγισμός Γρανίτη (Κρύσταλλος)";"";"";"Avalanșă de Granit (Cristal)";"";"Гранітна Лавина (Кристал)";"";"花岗岩石崩(水晶)";"花崗岩雪崩(水晶)";"";"화강암 산사태(수정)";"";""
"scenario_deck_name_IDLE_GAME_1";"Kristalllegion";"Crystal Legion";"Légion de cristal";"Legião de Cristal";"Кристальный легион";"Legión de Cristal";"Legione di Cristallo";"";"";"";"Kryształowy Legion";"Kristalli legioona";"Legião de Cristal";"Kristal Lejyon";"";"Legie Krystalů";"Κρυστάλλινη Λεγεώνα";"Kristály Légió";"Krystall Legion";"Legiunea de cristal";"";"Кришталевий Легіон";"الفيلق الكرستالي";"水晶军团";"水晶軍團";"";"수정 군단";"พันธมิตรแห่งคริสตัล";""
"scenario_deck_name_IDLE_GAME_2";"Kristalllegion";"Crystal Legion";"Légion de cristal";"Legião de Cristal";"Кристальный легион";"Legión de Cristal";"Legione di Cristallo";"";"";"";"Kryształowy Legion";"Kristalli legioona";"Legião de Cristal";"Kristal Lejyon";"";"Legie Krystalů";"Κρυστάλλινη Λεγεώνα";"Kristály Légió";"Krystall Legion";"Legiunea de cristal";"";"Кришталевий Легіон";"الفيلق الكرستالي";"水晶军团";"水晶軍團";"";"수정 군단";"พันธมิตรแห่งคริสตัล";""
"scenario_deck_name_IDLE_GAME_3";"Kristalllegion";"Crystal Legion";"Légion de cristal";"Legião de Cristal";"Кристальный легион";"Legión de Cristal";"Legione di Cristallo";"";"";"";"Kryształowy Legion";"Kristalli legioona";"Legião de Cristal";"Kristal Lejyon";"";"Legie Krystalů";"Κρυστάλλινη Λεγεώνα";"Kristály Légió";"Krystall Legion";"Legiunea de cristal";"";"Кришталевий Легіон";"الفيلق الكرستالي";"水晶军团";"水晶軍團";"";"수정 군단";"พันธมิตรแห่งคริสตัล";""
"scenario_deck_name_IDLE_GAME_4";"Kristalllegion";"Crystal Legion";"Légion de cristal";"Legião de Cristal";"Кристальный легион";"Legión de Cristal";"Legione di Cristallo";"";"";"";"Kryształowy Legion";"Kristalli legioona";"Legião de Cristal";"Kristal Lejyon";"";"Legie Krystalů";"Κρυστάλλινη Λεγεώνα";"Kristály Légió";"Krystall Legion";"Legiunea de cristal";"";"Кришталевий Легіон";"الفيلق الكرستالي";"水晶军团";"水晶軍團";"";"수정 군단";"พันธมิตรแห่งคริสตัล";""
"scenario_deck_name_IDLE_GAME_5";"Kristalllegion";"Crystal Legion";"Légion de cristal";"Legião de Cristal";"Кристальный легион";"Legión de Cristal";"Legione di Cristallo";"";"";"";"Kryształowy Legion";"Kristalli legioona";"Legião de Cristal";"Kristal Lejyon";"";"Legie Krystalů";"Κρυστάλλινη Λεγεώνα";"Kristály Légió";"Krystall Legion";"Legiunea de cristal";"";"Кришталевий Легіон";"الفيلق الكرستالي";"水晶军团";"水晶軍團";"";"수정 군단";"พันธมิตรแห่งคริสตัล";""
"scenario_deck_name_meta_test_1";"Sofortverlierer (Stein)";"Instant Loser (Stone)";"Perdant Instantané (pierre)";"";"Мгновенный Проигравший (Камень)";"Perdedor Instantáneo (Piedra)";"Perdente nato (Pietra)";"";"";"";"Natychmiastowy Przegryw (Kamień)";"Syntynyt häviämään (kivi)";"Pedrito (Pedra)";"Anında Kaybeden (Taş)";"";"Okamžitý Ztroskotanec (Kámen)";"Ακαριαία Ηττημένος (Λίθος)";"";"";"Pierdere instantanee (Piatră)";"";"Моментальний програш (Камінь)";"";"即刻失败者(石头)";"即刻失敗者(石頭)";"";"즉석 패배자(스톤)";"";""
"scenario_deck_name_sandbox_1";"Sandhaufen (Sandbox)";"Pile of Sand (Sandbox)";"Pile de sable (bac à sable)";"";"Груда Песка (Песочница)";"Pila de Arena (Sandbox)";"Pila di Sabbia (Sandbox)";"";"";"";"Kupka Piasku (Piaskownica)";"Hiekkaläjä (hiekkalaatikko)";"Pilha de Areia (Caixa de Areia)";"Kum Yığını (Sandbox)";"";"Hromada Písku (Volný režim)";"Στοίβα Άμμου (Αμμοδόχος)";"";"";"Morman de Nisip (Zona de Test)";"";"Купа Піску (Пісочниця)";"";"堆沙成丘(砂盒)";"堆沙成丘(砂盒)";"";"모래 더미(샌드박스)";"";""
"scenario_user_name_sandbox";"Sandbox";"Sandbox";"Bac à sable";"";"Песочница";"Sandbox";"Sandbox";"";"";"";"Piaskownica";"Hiekkalaatikko";"Caixa de Areia";"Sandbox";"";"Volný Režim";"Αμμοδόχος";"";"";"Zona de test";"";"Пісочниця";"";"沙盒";"沙盒";"";"샌드박스";"";""
"scenario_user_name_tutorial";"Kristalllegion";"Crystal Legion";"Légion de cristal";"Legião de Cristal";"Кристальный легион";"Pile of Sand";"Legione di Cristallo";"";"";"";"Kryształowy Legion";"Kristalli legioona";"Legião de Cristal";"Kristal Lejyon";"";"Legie Krystalů";"Κρυστάλλινη Λεγεώνα";"Kristály Légió";"Krystall Legion";"Legiunea de cristal";"";"Кришталевий Легіон";"الفيلق الكرستالي";"水晶军团";"水晶軍團";"";"수정 군단";"พันธมิตรแห่งคริสตัล";""
"scenario_deck_name_tutorial_1";"Staubwolke (Tutorial)";"Dustcloud (Tutorial)";"Nuage de poussière (tutoriel)";"";"Облако пыли (Обучение)";"Nuve de Polvo (Tutorial)";"Nuvola di Polvere (Addestramento)";"";"";"";"Chmura Pyłu (Samouczek)";"Pölypilvi (opetuspeli)";"Poeiranuvem (Tutorial)";"Toz Bulutu (Öğretici)";"";"Prachový Oblak (Tutoriál)";"Σύννεφο Σκόνης (Μάθημα)";"";"";"Nor de praf (Tutorial)";"";"Хмара пилу (Навчання)";"";"尘云(教程)";"塵雲(教程)";"";"먼지 구름(튜토리얼)";"";""
"scenario_user_deck_name_tutorial";"Funke der Erleuchtung";"Spark of Light";"Étincelle de lumière";"";"Искра света";"Chispa de Luz";"Ondata di Luce";"";"";"";"Iskra";"Valon kipinä";"Piscar de Luz";"Işık Kıvılcımı";"";"Jiskra Světla";"Σπίθα Φωτός";"";"";"Scânteia de Lumină";"";"Іскра світла";"";"星火之光";"星火之光";"";"한 줄기의 광명";"";""
"scenario_user_deck_icon_tutorial";"WHITE05";"WHITE05";"WHITE05";"";"WHITE05 ";"WHITE05";"BIANCO05";"";"";"";"WHITE05";"VALKOINEN05";"BRANCO05";"BEYAZ05";"";"WHITE05";"WHITE05";"";"";"ALB05";"";"WHITE05";"";"WHITE05";"WHITE05";"";"WHITE05";"";""
"scenario_type_description_es1v1";"Stelle dein Können in einfachen Gefechten auf die Probe.";"Test your skill in a casual match.";"Testez vos compétences lors d'une partie décontractée contre d'autres joueurs.";"";"Проверьте свои навыки в случайном матче против других игроков.";"Pon a prueba tu habilidad en una partida casual";"Dimostra le tue abilità in una partita casuale";"";"";"";"Przetestuj swoje umiejętności w meczu towarzyskim z innymi graczami.";"Testaa taitojasi kasuaaliottelussa";"Teste suas habilidades em partidas casuais contra outros jogadores.";"Diğer oyuncular karşısında yeteneğini test et.";"";"Ověř své schopnosti v příležitostném zápase.";"Δοκίμασε τη δεξιότητά σου σ' ένα χαλαρό ματς.";"";"";"Testează-ți abilitatea într-un meci ocazional.";"";"Перевірте свої навички у випадковому матчі проти інших гравців.";"";"用一场简单的对战来测试一下您的技能。";"用一場簡單的對戰來測試一下你的技能。";"";"대전에서 자신의 실력을 점검해보세요.";"";""
"scenario_type_description_es2v2";"Spiele mit deinem Freund gegen andere Spieler und stellt euer Können auf die Probe.";"Play together with a friend in a casual match.";"Jouez avec un ami dans une partie décontractée.";"";"Проверьте свои навыки в случайном матче против других игроков.";"Juega junto con un amigo en una partida casual.";"Dimostra le tue abilità in una partita veloce.";"";"";"";"Przetestuj swoje umiejętności w meczu towarzyskim z innymi graczami.";"Testaa taitojasi kasuaaliottelussa";"Teste suas habilidades em partidas casuais contra outros jogadores.";"Normal bir oyunda arkadaşınla beraber oyna.";"";"Hrej s přitelem příležitostný zápas.";"Παίξε μαζί μ' ένα φίλο σ' ένα χαλαρό ματς.";"";"";"Joacă împreună cu un prieten într-un meci ocazional.";"";"Перевірте свої навички в випадковому матчі проти інших гравців.";"";"和朋友一起玩一场简单的对战。";"和朋友一起玩一場簡單的對戰。";"";"친구와 함께 대전을 플레이하세요.";"";""
"scenario_type_description_esDuel";"Fordere deine Freunde zu einem ungewertetem Gefecht heraus!";"Challenge your friends in a casual match.";"Défiez vos amis dans une partie décontractée.";"";"Бросьте вызов другу в случайном матче!";"Desafía a un amigo en una partida casual";"Sfida un amico in una partita veloce.";"";"";"";"Wyzwij swojego znajomego na pojedynek!";"Haasta kaveri kasuaaliotteluun";"Dispute uma partida casual com um amigo!";"Arkadaşın ile bir oyun oyna!";"";"Vyzvi přátele v příležitostném zápase.";"Προκάλεσε τους φίλους σου σ' ένα χαλαρό ματς.";"";"";"Provocă-ți prietenii într-un meci ocazional.";"";"Киньте виклик другу у випадковому матчі.";"";"用一场简单对战来挑战您的朋友。";"用一場簡單對戰來挑戰你的朋友。";"";"대전에서 친구에게 도전하세요.";"";""
"scenario_type_description_esTutorial";"Lerne die Grundlagen des Spiels in einer Einführung mit Erklärungen.";"Learn the basics of the game in a quick guided tutorial";"Apprenez les bases du jeu avec un tutoriel guidé";"";"Изучите основы игры в быстром руководстве против ИИ";"Aprende los conceptos básicos del juego en un tutorial guiado";"Impara le basi del gioco con un rapido addestramento guidato";"";"";"";"Poznaj podstawy gry w samouczku przeciw SI.";"Opi pelin perusasiat nopeassa opetuspelissä";"Aprenda os conceitos básicos com um guia básico, um tutorial contra a inteligência artificial.";"Temel bilgileri öğrenmek için öğreticiyi kullan.";"";"Nauč se základy hry v rychlém tutoriálu s průvodcem";"Μάθε τα βασικά τού παιχνιδιού σ' ένα γρήγορο, καθοδηγούμενο μάθημα";"";"";"Aflați elementele de bază ale jocului într-un tutorial rapid";"";"Вивчіть основи гри в швидкому керівництві проти ШІ";"";"用一场快速指引的游戏教程来学习游戏基本";"用一場快速指引的遊戲教程來學習基本的遊戲";"";"빠른 튜토리얼을 통해 게임의 기본을 배우세요.";"";""
"scenario_Ranked1vs1";"1 vs 1 Rangliste";"1 vs 1 Ranked";"1 vs 1 Classé";"";"1 против 1 Ранговый бой";"Clasificatoria 1 vs 1";"1 vs 1 Classificata";"";"";"";"Turniejowy 1v1";"1vs1 ranked";"1x1 Competitivo";"Dereceli 1v1";"";"1 v 1 Ranked";"1 εναντίον 1 Κατάταξης";"";"";"1 vs 1 Clasat";"";"1 проти 1 Ранговий бій";"";"1 对 1 排位";"1 對 1 排名";"";"1대1 랭크";"";""
"scenario_Ranked2vs2";"2 vs 2 Rangliste";"2 vs 2 Ranked";"2 vs 2 Classé";"";"2 против 2 Ранговый бой";"Clasificatoria 2 vs 2";"2 vs 2 Classificata";"";"";"";"Turniejowy 2v2";"2vs2 ranked";"2x2 Competitivo";"Dereceli 2v2";"";"2 v 2 Ranked";"2 εναντίον 2 Κατάταξης";"";"";"2 vs 2 Clasat";"";"2 проти 2 Ранговий бій";"";"2 对 2 排位";"2 對 2 排名";"";"2대2 랭크";"";""
"scenario_1vs1";"1 vs 1";"1 vs 1";"1 vs 1";"";"1 против 1";"1 vs 1";"1 vs 1";"";"";"";"1v1";"1vs1";"1x1";"1v1";"";"1 v 1";"1 εναντίον 1";"";"";"1 vs 1";"";"1 проти 1";"";"1 对 1";"1 對 1";"";"1대1";"";""
"scenario_2vs2";"2 vs 2";"2 vs 2";"2 vs 2";"";"2 против 2";"2 vs 2";"2 vs 2";"";"";"";"2v2";"2vs2";"2x2";"2v2";"";"2 v 2";"2 εναντίον 2";"";"";"2 vs 2";"";"2 проти 2";"";"2 对 2";"2 對 2";"";"2대2";"";""
"scenario_sandbox";"Sandbox";"Sandbox";"Bac à sable";"";"Песочница";"Sandbox";"Sandbox";"";"";"";"Piaskownica";"Hiekkalaatikko";"Caixa de Areia";"Sandbox";"";"Volný Režim";"Αμμοδόχος";"";"";"Zona de test";"";"Пісочниця";"";"沙盒";"沙盒";"";"샌드박스";"";""
"scenario_sandbox_classic";"Sandbox – Duo";"Sandbox – Duo";"Bac à sable – Duo";"";"Песочница – Дуо";"Sandbox – Duo";"Sandbox - Duo";"";"";"";"Piaskownica - Duo";"Sandbox (duo)";"Caixa de Areia – Duo";"Sandbox - İkili";"";"Volný Režim - Duo";"Αμμοδόχος – Ντουέτο";"";"";"Zona de test - Duo";"";"Пісочниця – Дует";"";"双人沙盒";"雙人沙盒";"";"샌드박스 - 2인";"";""
"scenario_pve_sandbox";"Sandbox - Solo Herausforderung";"Sandbox - Solo Challenge";"Bac à sable – Défi en solo";"";"Песочница – Соло Штурм";"Sandbox - Desafío Solo";"Sandbox - Sfida in Singolo";"";"";"";"Piaskownica - Szturm Solo";"Hiekkalaatikko - Myrsky (solo)";"Caixa de Areia – Tempestade Individual";"Sandbox - Tekli Hücum";"";"Volný Režim - Výzva";"Αμμοδόχος - Μοναχική Πρόκληση";"";"";"Zona de test - Provocare Singur";"";"Пісочниця – Соло Штурм";"";"单人沙盒挑战";"單人沙盒挑戰";"";"샌드박스 - 개인 도전";"";""
"scenario_pve_sandbox_classic";"Sandbox - Team Herausforderung";"Sandbox - Team Challenge";"Bac à sable – Défi en équipe";"";"Песочница – Дуо Штурм ";"Sandbox - Desafío de Equipo";"Sandbox - Sfida in Squadra";"";"";"";"Piaskownica - Szturm Duo";"Hiekkalaatikko - Myrsky (duo)";"Caixa de Areia – Tempestade Duo";"Sandbox - İkili Hücum";"";"Volný Režim - Výzva Party";"Αμμοδόχος - Ομαδική Πρόκληση";"";"";"Zona de test - Provocarea Echipei";"";"Пісочниця - виклик команди";"";"队伍沙盒挑战";"隊伍沙盒挑戰";"";"샌드박스 - 팀 도전";"";""
"scenario_duel";"Duell 1vs1";"Duel 1v1";"Duel 1v1";"";"Дуэль";"Duelo 1v1";"Duello 1vs1";"";"";"";"Pojedynek";"Kaksintaistelu";"Duelo";"Düello";"";"Duel 1v1";"Μονομαχία 1ε1";"";"";"Duel 1v1";"";"Поєдинок 1v1";"";"1 对 1 对决";"1 對 1 對決";"";"1대1 전투";"";""
"scenario_tutorial";"Tutorial";"Tutorial";"Tutoriel";"Tutorial";"Обучение";"Tutorial";"Addestramento";"Lær at spille";"";"Tutorial";"Samouczek";"Opetuspeli";"Tutorial";"Öğretici";"";"Tutoriál";"Μάθημα";"Oktató";"";"Tutorial";"Tutorial";"Навчання";"";"教学模式";"教學模式";"";"튜토리얼";"";""
"scenario_tutorial_description";"Lerne die Grundlagen des Spiels in einem einfachen Gefecht gegen den Computer.\n Stürme die feindliche Golembasis, um den Granitweltenbrecher zu besiegen. Aber beeile dich, er erlangt nach kurzer Zeit die volle Stärke und wird deinen Nexus zerschmettern, wenn du ihm nicht zuvor kommst. Zum Glück verschafft dir die Zerstörung seiner Türme mehr Zeit.";"Learn the basics of the game against the ai.\n Storm the enemy golem base to defeat the mighty §card_name_bosssiegegolemattack, but hurry as he gathers strength to smash your nexus after a short while. Destroying his camps delays this effect.";"Apprenez les bases du jeu contre l'ia.\n Prenez d'assaut la base du golem ennemi et battez le puissant §card_name_bosssiegegolemattack, mais dépêchez-vous car il rassemble ses forces pour fracasser votre nexus après un certain temps. Détruire ses camps délaye cet effet.";"";"Изучите основы игры против ИИ.\n Штурмуйте вражескую базу големов, чтобы победить могущественного Сокрушителя, но поторопитесь, он набирается сил, чтобы разбить ваш Nexus в скором времени. Уничтожение его лагерей задерживает это воздействие.";"Aprende lo básico jugando contra la máquina.\n Asalta la base de los gólem enemigos para derrotar al poderoso Rompe Mundos de Granito, pero date prisa antes de que se despierte para destruir tu nexo. Destruir sus campamentos retrasa este efecto.";"Impara le basi del gioco contro l'IA.\n Assalta la base dei golem nemica per sconfiggere il possente Distruttore di Mondi, ma fai in fretta perchè sta raccogliendo le forze per distruggere al più presto il tuo nucleo. Distruggi i suoi accampamenti per ritardare questo effetto.";"";"";"";"Poznaj podstawy gry przeciwko SI.\nSzturmuj bazę wroga aby pokonać potężnego niszczyciela światów, ale pośpiesz się kiedy on zbiera siły aby zniszczyć twój Nexus po kilku minutach. Niszczenie jego obozów opóźnia efekt.";"Opi pelin perusasiat taistelemalla tekoälyä vastaan.\nHyökkää Golemien tukikohtaan ja voita mahtava maailmojentuhoaja, mutta nopeasti, sillä hän kerää voimiaan tuhotakseen Nexuksesi. Tuhoamalla vihollisen leirejä, hidastat häntä.";"Aprenda os conceitos básicos do jogo contra a inteligência artificial. \n Ataque a base do golem inimigo para derrotar o poderoso Quebramundos, mas seja rápido porque ele reúne força para destruir seu Nexus depois de determinado período de tempo. Destruir seus acampamentos atrasa esse efeito.";"Bilgisayara karşı oyunun temellerini öğrenin. \n Güçlü dünya yokediciyi yenmek için düşman kayacıl üssüne saldırın, ancak acele edin çünkü o da nexusunuzu parçalamak için güç topluyor olacak. Kamplarını yok etmek bu etkiyi geciktirir.";"";"Nauč se základy hry proti ui.\nZaútoč a poraž mocného §card_name_bosssiegegolemattack, ale pospěš po chvíli nasbírá dostatek sil na rozdrcení tvojí základny. Ničení jeho opevnění oddálí tento efekt.";"Μάθε τα βασικά του παιχνιδιού πολεμώντας με την ΤΝ\nΚάμε έφοδο στην εχθρική βάση γκόλεμ για να νικήσεις τον πανίσχυρο §card_name_bosssiegegolemattack, αλλά βιάσου, καθότι μαζεύει δύναμη για να σπάσει το πλέγμα σου μετ' από λίγο. Καταστρεφομένων των στρατοπέδων του καθυστερείται αυτή η δράση.";"";"";"Învață elementele de bază ale jocului împotriva ai-ului.\n Asaltează bazele golemului inamic pentru a învinge puternicul §nume_card_atacasediugolemșef, dar grăbiți-vă în timp ce adună forța pentru a-ți distruge nexusul după scurt timp. Distrugerea taberelor sale întârzie acest efect.";"";"Вивчіть основи гри проти ШІ.\n Штурмуйте ворожу базу големів, щоб перемогти могутнього §card_name_bosssiegegolemattack але поспішайте, коли він набере сили, щоб через короткий час розбити ваш зв’язок. Знищення його таборів затримує цей ефект.";"";"和 Ai 对抗来学习这游戏的基础。\n 攻打敌方魔像基地才能打倒强大的 §card_name_bosssiegegolemattack，但千万要快！因为魔像会利用时间集气来打扁您的主堡。摧毁他的营地能延缓这个效果。";"和 Ai 對抗來學習這遊戲的基礎。\n 攻打敵方巨石像基地才能打倒強大的 §card_name_bosssiegegolemattack，但千萬要快因為巨石像會利用時間集氣來打扁你的主堡。摧毀他的營地能延緩這個效果。";"";"AI를 상대하면서 게임의 기본을 배울 수 있습니다.\n적 골렘 본진을 공격해서 강력한 §card_name_bosssiegegolemattack를 이기세요. 그가 힘을 모아서 당신의 넥서스를 때려 부수기 전에 서둘러야 합니다. 이는 골렘 진영을 파괴해서 지연시킬 수 있습니다.";"";""
"scenario_pve_attack_solo";"Solo Herausforderung";"Solo Challenge";"Défi en solo";"";"Соло Штурм";"Storm Solo";"Sfida in Singolo";"";"";"";"Szturm Solo";"Myrsky (solo)";"Tempestade Individual";"Tekli Hücum";"";"Výzva Golemů";"Μοναχική Πρόκληση";"";"";"Provocare Solo";"";"Соло Штурм";"";"单人挑战";"單人挑戰";"";"개인 도전";"";""
